pid,"source","alias","language"
2523,"node/2002","books/gründlicher-unterricht-der-jüdischdeutschen-schreibart","und"
2524,"taxonomy/term/521","publishers/gottlieb-leberecht-hartung","und"
2525,"taxonomy/term/522","target-audience/maskilim","und"
2526,"taxonomy/term/523","target-audience/men","und"
2527,"node/2003","books/herrn-i-euchel-und-f-wolff-bey-ihrer-abreise-gewidmet-von-einigen-freunden","und"
2528,"taxonomy/term/524","topics/travels","und"
2529,"node/2004","books/hinterlassene-gedichte-1","und"
2530,"node/2005","books/histoire-de-létablissement-des-juifs-à-bordeaux-et-à-bayonne-depuis-1550","und"
2531,"taxonomy/term/525","alignment of text/right","und"
2532,"taxonomy/term/526","language-counts/trilingual","und"
2533,"node/2006","books/israelitischer-kinderfreund","und"
2534,"taxonomy/term/527","topics/geography","und"
2535,"taxonomy/term/528","topics/natural-history-zoologybotanymineralogy","und"
2536,"taxonomy/term/529","topics/world-history","und"
2537,"node/2007","books/israelitischer-kinderfreund-oder-handbuch-der-gemeinnützigsten-wissenschaftlichen-kenntnisse","und"
2538,"taxonomy/term/530","topics/biblical-criticism","und"
2539,"node/2008","books/jeremias-klagegesänge","und"
2540,"node/2009","books/jerusalem-oder-über-religiöse-macht-und-judentum","und"
2541,"node/2010","books/jeschurun-oder-unparteyische-beleuchtung-der-dem-judenthume-neuerdings-gemachten-vorwürfe","und"
2542,"taxonomy/term/531","publishers/gottlieb-haase","und"
2543,"node/2011","books/jonas-jeitteles","und"
2544,"taxonomy/term/532","topics/bourgeoisie","und"
2545,"taxonomy/term/533","topics/professions-and-occupations","und"
2546,"node/2012","books/juden-sind-sie-der-handlung-schädlich","und"
2547,"taxonomy/term/534","publishers/wilhelm-gottlieb-korn","und"
2548,"taxonomy/term/535","topics/censorship","und"
2549,"node/2013","books/kampf-der-jüdischen-hierarchie-mit-der-vernunft","und"
2550,"taxonomy/term/536","publishers/alexander","und"
2551,"node/2014","books/kehilath-jahacob","und"
2552,"node/2015","books/klagelied-welches-am-tage-der-beysetzung-des-königs-friedrichs-des-fünften-die-juden-altona","und"
2553,"taxonomy/term/537","publishers/musée-des-aveugles-מוזה-דז-אובגלה","und"
2554,"node/2016","books/les-premiers-pas-de-la-nation-juive-vers-son-bonheur-sous-les-auspices-du-grand-monarque","und"
2555,"taxonomy/term/538","fonts/handwritten","und"
2556,"node/2017","books/lesebuch-für-jüdische-kinder","und"
2557,"taxonomy/term/539","publishers/wj-and-j-richardson","und"
2558,"taxonomy/term/540","target-audience/community-authorities","und"
2559,"taxonomy/term/541","topics/natural-rights","und"
2560,"taxonomy/term/542","topics/productivity","und"
2561,"taxonomy/term/543","topics/professionalization","und"
2562,"taxonomy/term/544","topics/utilitarism","und"
2563,"node/2018","books/letters-present-state-jewish-poor-metropolis","und"
2564,"node/2019","books/lettre-circulaire","und"
2565,"taxonomy/term/545","publishers/p-delaforest","und"
2566,"node/2020","books/lettre-au-rédacteur-du-progresseur","und"
2567,"node/2021","books/lettre-ou-reflexions-dun-milord-son-correspondant-paris","und"
2568,"taxonomy/term/546","publishers/friedrich-franke","und"
2569,"taxonomy/term/547","topics/superstitions","und"
2570,"taxonomy/term/548","topics/theology","und"
2571,"node/2022","books/leviathan-oder-ueber-religion-rücksicht-des-judenthums","und"
2572,"taxonomy/term/549","publishers/christian-friedrich-voss-sohn","und"
2573,"taxonomy/term/550","topics/deism","und"
2574,"taxonomy/term/551","topics/important-personalities-culture","und"
2575,"node/2023","books/moses-mendelssohns-morgenstunden-oder-vorlesungen-über-das-daseyn-gottes","und"
2576,"taxonomy/term/552","publishers/יאהאן-טילעיאהאן-טילע","und"
2577,"node/2024","books/mémoire-à-consulter-et-consultation-pour-les-cytoyens-français-professant-le-culte-judaïque-à","und"
2578,"taxonomy/term/553","topics/mourning","und"
2579,"node/2025","books/nachricht-von-der-jüdischen-haupt-und-frey-schule-deßau-1776","und"
2580,"taxonomy/term/554","publishers/moses-philippssohn-משה-פיליפזון","und"
2581,"node/2026","books/nachricht-von-der-jüdischen-haupt-und-frey-schule-deßau-1804","und"
2582,"node/2027","books/nachricht-von-der-jüdischen-haupt-und-frey-schule-deßau-1809","und"
2583,"taxonomy/term/555","location-footnotes/end-chapters","und"
2584,"node/2028","books/nahum-neu-übersetzt-und-mit-anmerkungen-versehen","und"
2585,"taxonomy/term/556","publishers/gottlieb-august-lange","und"
2586,"node/2029","books/napoleon-oder-über-den-fortschritt-der-regierung","und"
2587,"taxonomy/term/557","publishers/imprimerie-de-la-cour","und"
2588,"node/2030","books/ode-à-sa-majesté-jerôme-napoléon-roi-de-westphalie","und"
2589,"node/2031","books/peri-hachedwah","und"
2590,"node/2032","books/predigt-des-herrn-oberabbiners-rabbi-salomon-kohn","und"
2591,"node/2033","books/prieres-lusage-des-juifs-portugais-ou-espagnols-1","und"
2592,"node/2034","books/prieres-lusage-des-juifs-portugais-ou-espagnols-2","und"
2593,"node/2035","books/prieres-lusage-des-juifs-portugais-ou-espagnols-3","und"
2594,"node/2036","books/prieres-lusage-des-juifs-portugais-ou-espagnols-4","und"
2595,"node/2037","books/prière-prononcée-le-5-mars-1768-par-les-juifs-avignonois-avignonois-de-bordeaux-demeurant-à","und"
2596,"node/2038","books/recueil-de-lettres-patentes","und"
2597,"taxonomy/term/558","publishers/hampe-המפה","und"
2598,"node/2039","books/rede-am-dankfeste-wegen-des-von-seiner-majestät-dem-könige-von-westphalen-den-unterthanen","und"
2599,"taxonomy/term/559","publishers/waisenhaus-buchdruckerei-mainz-בית-יתומים-בחנות-ספרים-במיינץ","und"
2600,"node/2040","books/rede-bei-der-einweihung-des-jakobs-tempels-zu-seesen","und"
2601,"node/2041","books/rede-bei-der-feier-der-geburt-eines-enkels-des-durchlauchtigsten-herzogs-von-braunschweig","und"
2602,"taxonomy/term/560","publishers/franz-sommer-פראנץ-זאממער","und"
2603,"node/2042","books/rede-gehalten-am-jubelfeste-der-israelitischen-hauptschule-prag-den-10-mai-1812","und"
2604,"taxonomy/term/561","publishers/eliasar-moses-cohen","und"
2605,"node/2043","books/rede-gehalten-der-versammlung-der-gesellschaft-zur-unterhaltung-einer-jüdischen-freyschule","und"
2606,"node/2044","books/rosenlied-der-korahiten","und"
2607,"taxonomy/term/562","publishers/giguet-et-michaud","und"
2608,"node/2045","books/réflexions-sur-la-régénération-complète-des-juifs-en-france","und"
2609,"taxonomy/term/563","publishers/josef-i-von-baumeister","und"
2610,"node/2046","books/salomo-und-joseph-ii","und"
2611,"taxonomy/term/564","series/salomon-maimons-lebensgeschichte","und"
2612,"taxonomy/term/565","topics/kabbala","und"
2613,"taxonomy/term/566","topics/matchmaking","und"
2614,"taxonomy/term/567","topics/rationalism","und"
2615,"taxonomy/term/568","topics/religious-criticism","und"
2616,"taxonomy/term/569","topics/social-criticism","und"
2617,"node/2047","books/salomon-maimons-lebensgeschichte-1","und"
2618,"node/2048","books/salomon-maimons-lebensgeschichte-2","und"
2619,"taxonomy/term/570","publishers/juden-zu-lüneville-und-sarguemines","und"
2620,"taxonomy/term/571","publishers/petit-und-schöne","und"
2621,"node/2049","books/sammlung-der-schriften-die-nationalversammlung-die-juden-und-ihre-bürgerliche-verbesserung","und"
2622,"node/2050","books/schreiben-eines-deutschen-juden-den-amerikanischen-präsidenten-o","und"
2623,"node/2051","books/seconde-lettre-circulaire-en-defense-des-juifs-portugais","und"
2624,"taxonomy/term/572","publishers/august-mylius","und"
2625,"taxonomy/term/573","topics/halachah","und"
2626,"node/2052","books/sendschreiben-seine-hochwürden-herrn-oberconsistorialrath-und-probst-teller","und"
2627,"node/2053","books/sendschreiben-meine-brüder-die-israeliten-westfalen-die-errichtung-eines-jüdischen","und"
2628,"taxonomy/term/574","publishers/gottlieb-friedrich-schniedes","und"
2629,"node/2054","books/statuten-der-neuen-beerdigungs-anstalt-der-jüdischen-nation-hamburg","und"
2630,"taxonomy/term/575","publishers/gaedicke-האחים","und"
2631,"node/2055","books/trauer-gedicht-auf-den-tod-ihrer-majestät-der-hochverewigten-regierenden-königin-luise-auguste","und"
2632,"node/2056","books/trauerrede-über-das-ableben-des-weisesten-monarchen-friedrich-des-zweiten","und"
2633,"taxonomy/term/576","topics/death","und"
2634,"node/2057","books/ueber-moses-mendelsohns-tod","und"
2635,"taxonomy/term/577","publishers/hitzig","und"
2636,"node/2058","books/ueber-die-religion-der-ebräer-vor-moses","und"
2637,"node/2059","books/ueber-die-verbesserung-des-judenthums","und"
2638,"taxonomy/term/578","publishers/hübschmann","und"
2639,"node/2060","books/ueber-die-verfassung-der-juden-im-königreiche-baiern-und-die-verbesserung-derselben-zum-nutzen","und"
2640,"taxonomy/term/579","publishers/ernst-felisch","und"
2641,"taxonomy/term/580","topics/gender","und"
2642,"node/2061","books/ueber-die-bürgerliche-verbesserung-der-juden","und"
2643,"taxonomy/term/581","publishers/wilhelm-dieterici","und"
2644,"node/2062","books/ueber-die-durch-die-neue-organisation-der-judenschaften-den-preußischen-staaten-nothwendig","und"
2645,"node/2063","books/unterthänigste-vorstellung-seine-hoheit-den-fürst-primas-der-rheinischen-konföderation-über","und"
2646,"taxonomy/term/582","publishers/zeitler","und"
2647,"node/2064","books/verein-der-mosaischen-geseze-mit-dem-talmud-zwey-abhandlungen","und"
2648,"taxonomy/term/583","publishers/tommasini","und"
2649,"node/2065","books/verteidigung-der-jüdischen-nation-gegen-die-den-provinzialblättern-enthaltenen-angriffe","und"
2650,"taxonomy/term/584","publishers/heinrich-gottfried-zunkel","und"
2651,"node/2066","books/von-dem-daseyn-gottes-die-selbst-redende-vernunft","und"
2652,"taxonomy/term/585","publishers/schwan","und"
2653,"taxonomy/term/586","topics/medicine","und"
2654,"node/2067","books/von-den-krankheiten-der-juden","und"
2655,"node/2068","books/wahrheiten-zur-göttlichen-weisheit","und"
2656,"taxonomy/term/587","publishers/jf-edlen-v-schönfeld","und"
2657,"node/2069","books/worte-der-wahrheit-und-des-friedens-die-gesammte-jüdische-nation","und"
2658,"taxonomy/term/588","publishers/carl-wilhelm-hahn","und"
2659,"node/2070","books/zaphnath-paneach-oder-sammlung-moralischer-lehren-sprüche-erzählungen-und-gedichte-aus-dem","und"
2660,"node/2071","books/zweite-nachricht-von-dem-zustande-der-jüdischen-freischule-berlin","und"
2661,"taxonomy/term/589","publishers/mathias-andreas-schmidt","und"
2662,"node/2072","books/zwölf-fragen","und"
2663,"node/2073","books/über-die-verbesserung-des-judeneids","und"
2664,"taxonomy/term/590","target-audience/boys","und"
2665,"node/2074","books/אבטליון","und"
2666,"node/2075","books/אבל-יחיד","und"
2667,"node/2076","books/אגדת-ארבע-כוסות","und"
2668,"taxonomy/term/591","date-format/modern-and-non-modern","und"
2669,"taxonomy/term/592","languages/yiddish","und"
2670,"taxonomy/term/593","publishers/anton-schmid-אנטאן-שמיד","und"
2671,"node/2077","books/אגרות","und"
2672,"taxonomy/term/594","topics/astronomy","und"
2673,"taxonomy/term/595","topics/geometry","und"
2674,"node/2078","books/אגרת-אדר-היקר","und"
2675,"taxonomy/term/596","publishers/elsenwanger-אלזינוואנגר","und"
2676,"taxonomy/term/597","topics/messianism","und"
2677,"node/2079","books/אגרת-ארחות-עולם","und"
2678,"taxonomy/term/598","languages/aramaic","und"
2679,"node/2080","books/אגרת-בית-תפלה","und"
2680,"taxonomy/term/599","publishers/אברהם-פרופס-ובנו","und"
2681,"node/2081","books/אגרת-הראשון-לחנך-לנער-בכתב-ולשון","und"
2682,"taxonomy/term/600","topics/zioneretz-israel","und"
2683,"node/2082","books/אהבת-ציון","und"
2684,"taxonomy/term/601","series/אוצר-השרשים","und"
2685,"taxonomy/term/602","topics/acculturation","und"
2686,"node/2083","books/אוצר-השרשים-א","und"
2687,"node/2084","books/אוצר-השרשים-ב","und"
2688,"node/2085","books/אוצר-השרשים-ג","und"
2689,"taxonomy/term/603","language-counts/multilingual","und"
2690,"node/2086","books/אור-אסתר-oder-beleuchtung-der-im-talmud-von-babylon-und-jerusalem-den-targumim-und-midraschim","und"
2691,"node/2087","books/אור-טוב","und"
2692,"node/2088","books/אור-לוסטרו","und"
2693,"taxonomy/term/604","target-audience/girls","und"
2694,"node/2089","books/אור-לנתיבה","und"
2695,"taxonomy/term/605","publishers/אברהם-יצחק-קאשטילו-ואליעזר-סעדון","und"
2696,"node/2090","books/אורה-ושמחה","und"
2697,"taxonomy/term/606","languages/dutch","und"
2698,"taxonomy/term/607","publishers/joseph","und"
2699,"taxonomy/term/608","publishers/jacob-abraham-salomons-proops-יוסף","und"
2700,"taxonomy/term/609","publishers/יעקב-ואברהם-בני-שלמה-פרופס","und"
2701,"node/2091","books/אורה-ושמחה-ליהודים","und"
2702,"node/2092","books/איש-עניו","und"
2703,"node/2093","books/אל-ראשי-עם-קדש-בני-ישראל","und"
2704,"taxonomy/term/610","publishers/g-richardson-s-clark","und"
2705,"node/2094","books/אלה-בני-הנעורים","und"
2706,"node/2095","books/אלה-דברי-הברית","und"
2707,"taxonomy/term/611","publishers/גירארד-יוהאן-יאנסון-בבית-הבחור-ישראל-מונדווי","und"
2708,"node/2096","books/אלה-הם-השירים","und"
2709,"node/2097","books/אלון-בכות","und"
2710,"node/2098","books/אמירה-נעימה","und"
2711,"node/2099","books/אמר-הצעיר","und"
2712,"taxonomy/term/612","publishers/georg-hraschanzky-געארג-הראשאנצקיא","und"
2713,"node/2100","books/אמרי-שפר","und"
2714,"taxonomy/term/613","target-audience/women","und"
2715,"node/2101","books/אן-דיא-עלטרן-דער-ווילהלמס-שילר","und"
2716,"node/2102","books/אנקת-השיר","und"
2717,"node/2103","books/אקטא-אסתר-מיט-אחשורוס","und"
2718,"taxonomy/term/614","publishers/delius-דליוס","und"
2719,"node/2104","books/אשכר-אקריב","und"
2720,"taxonomy/term/615","publishers/grilo-גרילא","und"
2721,"node/2105","books/באור-מלות-ההגיון","und"
2722,"taxonomy/term/616","publishers/f-sommer-פ-זומר","und"
2723,"node/2106","books/בית-האוסף","und"
2724,"taxonomy/term/617","series/בית-הספר","und"
2725,"taxonomy/term/618","publishers/joseph-hraschanzky-יאזעף-הראשאנצקיא","und"
2726,"taxonomy/term/619","topics/anatomy","und"
2727,"taxonomy/term/620","topics/general-knowledge","und"
2728,"node/2107","books/בית-הספר-א","und"
2729,"node/2108","books/בית-הספר-ב","und"
2730,"taxonomy/term/621","publishers/schlomo-jarisch-rapaport-שלמה-יארש-רפאפורט","und"
2731,"node/2109","books/בית-יעקב","und"
2732,"taxonomy/term/622","topics/image-childhood","und"
2733,"node/2110","books/בנות-השיר","und"
2734,"node/2111","books/בער-פרץ","und"
2735,"node/2112","books/בריב-שטעללר-אדער-פתשגן-הכתב","und"
2736,"node/2113","books/ברכת-פועלים","und"
2737,"node/2114","books/בת-יפתח","und"
2738,"taxonomy/term/623","topics/animals","und"
2739,"taxonomy/term/624","topics/discovery-new-world","und"
2740,"node/2115","books/גבולות-ארץ","und"
2741,"node/2116","books/גבעטי-דער-יודן-אויף-דאס-גאנצי-יאהר","und"
2742,"taxonomy/term/625","publishers/יעקב-פרופס-כץ","und"
2743,"node/2117","books/גילת-ורנן","und"
2744,"node/2118","books/גמול-עתליה","und"
2745,"taxonomy/term/626","series/גן-נעול","und"
2746,"node/2119","books/גן-נעול-א","und"
2747,"node/2120","books/גן-נעול-ב","und"
2748,"node/2121","books/דבר-בעתו","und"
2749,"taxonomy/term/627","topics/politics","und"
2750,"node/2122","books/דברי-יאזעף-השני-האחרונים","und"
2751,"taxonomy/term/628","series/דברי-ריבות","und"
2752,"taxonomy/term/629","topics/immortality-soul","und"
2753,"node/2123","books/דברי-ריבות-א","und"
2754,"node/2124","books/דברי-ריבות-ב","und"
2755,"taxonomy/term/630","series/דברי-שלום-ואמת","und"
2756,"taxonomy/term/631","topics/apologetics","und"
2757,"node/2125","books/דברי-שלום-ואמת-א","und"
2758,"node/2126","books/דברי-שלום-ואמת-ב","und"
2759,"node/2127","books/דברי-שלום-ואמת-ג","und"
2760,"node/2128","books/דברי-שלום-ואמת-ד","und"
2761,"node/2129","books/דרוש-על-השלום","und"
2762,"taxonomy/term/632","publishers/אלכסנדר-בר-יהודה-ליב","und"
2763,"node/2130","books/דרך-איש-ישר","und"
2764,"node/2131","books/דרך-חיים","und"
2765,"node/2132","people/חביב-משה-בן-שם-טוב","und"
2766,"taxonomy/term/633","publishers/heidenheim-baschwitz-וואלף-היידנהיים-וברוך-בשוויץ","und"
2767,"taxonomy/term/634","topics/expansion-hebrew-literature","und"
2768,"taxonomy/term/635","topics/literary-criticism","und"
2769,"taxonomy/term/636","topics/sephardic-poetry","und"
2770,"node/2133","books/דרכי-נעם","und"
2771,"taxonomy/term/637","publishers/היינריך-הייברוך-האכפירסטל-האפ-אונד-העזירונגסבוכדרוקער","und"
2772,"node/2134","books/דרכי-נעם-אדער-איבערזעצונג-פאן-ספר-משלי","und"
2773,"taxonomy/term/638","series/דת-ישראל-oder-das-judenthum","und"
2774,"node/2135","books/דת-ישראל-oder-das-judenthum-1","und"
2775,"node/2136","books/דת-ישראל-oder-das-judenthum-2","und"
2776,"node/2137","books/האמונות-והדעות","und"
2777,"node/2138","books/האנד-לעקסיקאן","und"
2778,"taxonomy/term/639","topics/use-various-languages","und"
2779,"node/2139","books/הדרכת-הילד-אדער-ערסטער-אונטערריכט-פיר-קינדער-פאן-דרייא-ביס-פינף-יאהרען","und"
2780,"node/2140","books/היסטאריע","und"
2781,"taxonomy/term/640","typography/topbottom","und"
2782,"node/2141","books/המצאה-חדשה-מדבר-שין","und"
2783,"node/2142","books/הנפש","und"
2784,"taxonomy/term/641","publishers/eva-diesbach-חוה-דיעסבאק","und"
2785,"taxonomy/term/642","topics/mishna","und"
2786,"node/2143","books/העתקה","und"
2787,"taxonomy/term/643","topics/holidays","und"
2788,"node/2144","books/הפטרה-לשחרית-יום-הכפורים","und"
2789,"taxonomy/term/644","series/הפטרות-מכל-השנה","und"
2790,"node/2145","books/הפטרות-מכל-השנה-א","und"
2791,"node/2146","books/הפטרות-מכל-השנה-ב","und"
2792,"node/2147","books/הפטרות-מכל-השנה-ג","und"
2793,"node/2148","books/הפטרות-מכל-השנה-ד","und"
2794,"taxonomy/term/645","publishers/wolf-heidenheim","und"
2795,"node/2149","books/הפיוטים-והפייטנים","und"
2796,"node/2150","books/הקולות-יחדלון-או-משפט-שלום","und"
2797,"node/2151","books/השלום","und"
2798,"taxonomy/term/646","publishers/imprimerie-de-la-république","und"
2799,"node/2152","books/השלום-תקסב","und"
2800,"node/2153","books/התעוררות-שמחה-וששון-ליהודים-קק-אשכנזים-אשר-בעיר-אלטונא-בראותם-את-יקר-תפארת-קריסטיאנוס-השביעי","und"
2801,"taxonomy/term/647","publishers/jochanan-levi-rofe-sohn-benjamin-יוחנן-לוי-רופא-ובנו-בנימן","und"
2802,"taxonomy/term/648","topics/humanism","und"
2803,"taxonomy/term/649","topics/universalism","und"
2804,"node/2154","books/זאת-חנוכת-הבית","und"
2805,"node/2155","books/זה-ספר-בית-המדות","und"
2806,"taxonomy/term/650","publishers/salomo-ben-abraham-proops-שלמה-בן-אברהם-פרופס","und"
2807,"node/2156","books/זה-ספר-זכר-צדיק","und"
2808,"node/2157","books/זה-ספר-טוב-ויפה","und"
2809,"node/2158","books/זה-ספר-פשר-דבר","und"
2810,"taxonomy/term/651","topics/mathematics","und"
2811,"node/2159","books/זכרון-יוסף","und"
2812,"node/2160","people/flekeles-eleasar-פלקלס-אלעזר-בן-דוד","und"
2813,"node/2161","books/זענד-שרייבן-אן-דיא-דייטשי-יודן","und"
2814,"node/2162","books/חותם-תכנית","und"
2815,"node/2163","people/אבן-סינא-אלחסין-בן-עבדאללה","und"
2816,"taxonomy/term/652","publishers/צבי-הירש-בן-אריה-ליב-ושמואל-בן-ישכר-בער-סגל","und"
2817,"node/2164","books/חי-בן-מקיץ","und"
2818,"taxonomy/term/653","publishers/graß-גרוס","und"
2819,"node/2165","books/חכמת-יהושע-בן-סירא","und"
2820,"node/2166","books/חלקת-מחקק","und"
2821,"taxonomy/term/654","publishers/grasses-erben-und-barth-יורשי-גראס-ובארטה","und"
2822,"node/2167","books/חשק-שלמה","und"
2823,"node/2168","books/יום-מלכים-ימלוכו","und"
2824,"taxonomy/term/655","languages/arabic","und"
2825,"node/2169","books/יונה","und"
2826,"taxonomy/term/656","publishers/z-h-spitz-צבי-הירש-שפיץ","und"
2827,"node/2170","books/יושבי-תבל","und"
2828,"node/2171","books/ילדות-ובחרות-או-נתיבות-החנוך-והמוסר","und"
2829,"taxonomy/term/657","series/יריעות-שלמה","und"
2830,"taxonomy/term/658","publishers/jechiel-michael-may-יחיאל-מיכל-מייא","und"
2831,"node/2172","books/יריעות-שלמה-א","und"
2832,"taxonomy/term/659","publishers/יוסף-מאי","und"
2833,"node/2173","books/יריעות-שלמה-ג","und"
2834,"taxonomy/term/660","topics/burial","und"
2835,"node/2174","books/כוס-ישועות-oder-kelch-des-heils","und"
2836,"node/2175","books/כימיאה-אדער-שיידיקונסט-א","und"
2837,"taxonomy/term/661","topics/friendship","und"
2838,"taxonomy/term/662","topics/love","und"
2839,"node/2176","books/כלילת-אהבה","und"
2840,"taxonomy/term/663","topics/astrology","und"
2841,"node/2177","books/כתר-מלכות-לרזבד","und"
2842,"node/2178","books/להט-החרב","und"
2843,"taxonomy/term/664","topics/secularization","und"
2844,"node/2179","books/לוח-הפעלים","und"
2845,"node/2180","books/לוח-עלות-השחר","und"
2846,"node/2181","books/לוחות-בניני-הפעלים-עם-משקלי-השמות","und"
2847,"taxonomy/term/665","series/לוחות-העיבור","und"
2848,"taxonomy/term/666","publishers/ליסאק","und"
2849,"taxonomy/term/667","topics/calculations-calendar","und"
2850,"node/2182","books/לוחות-העיבור-א","und"
2851,"taxonomy/term/668","publishers/שליטר","und"
2852,"node/2183","books/לוחות-העיבור-ב","und"
2853,"node/2184","books/לייכטזין-אונד-פרעממעלייא","und"
2854,"node/2185","books/לישרים-תהלה","und"
2855,"node/2186","books/לכבוד-איש-מהולל","und"
2856,"node/2187","books/לכבוד-הגביר","und"
2857,"node/2188","books/לכבוד-המושל-הגדול","und"
2858,"taxonomy/term/669","publishers/joseph-rossmann-יוזף-ראסמאן","und"
2859,"node/2189","books/לעבענס-בשרייבונג-יאזעפס-ii","und"
2860,"node/2190","books/לשון-הזהב","und"
2861,"node/2191","books/מאמר-אמרה-צרופה","und"
2862,"taxonomy/term/670","publishers/משה-שי","und"
2863,"taxonomy/term/671","publishers/איצק-ויעקב","und"
2864,"node/2192","books/מאמר-התורה-והחכמה","und"
2865,"node/2193","books/מאמר-חקור-דין","und"
2866,"taxonomy/term/672","topics/wanderings","und"
2867,"node/2194","books/מאמר-מגיד-חדשות","und"
2868,"node/2195","books/מאמר-צדק-ועוני-או-עוז-הצדק","und"
2869,"node/2196","books/מבוא-אל-מקראי-קדש","und"
2870,"node/2197","people/בנימין-איש-רומי","und"
2871,"node/2198","books/מבוא-הלשון","und"
2872,"taxonomy/term/673","publishers/itzig-speier-איצק-שפייאר","und"
2873,"node/2199","books/מבחר-הפנינים","und"
2874,"taxonomy/term/674","publishers/orientalische-buchdruckerei-חברת-חנוך-נעריםv","und"
2875,"node/2200","books/מגילת-אסתר","und"
2876,"node/2201","books/מגלת-איכה","und"
2877,"taxonomy/term/675","topics/health","und"
2878,"taxonomy/term/676","topics/optics","und"
2879,"node/2202","books/מגלת-חסידים-א","und"
2880,"node/2203","books/מגלת-קהלת","und"
2881,"node/2204","books/מגלת-רות","und"
2882,"node/2205","books/מגלת-שיר-השירים","und"
2883,"taxonomy/term/677","publishers/grilo’s-witwe-אלמנת-גרילא","und"
2884,"node/2206","books/מדבר-סין","und"
2885,"node/2207","books/מדרש-מלים-לשונות-עברית-ואשכנזית","und"
2886,"node/2208","books/מה-נכבד-היום-הזה","und"
2887,"taxonomy/term/678","series/מודע-לבני-בינה-oder-kinderfreund-und-lehrer","und"
2888,"node/2209","books/מודע-לבני-בינה-oder-kinderfreund-und-lehrer-1","und"
2889,"node/2210","books/מודע-לבני-בינה-oder-kinderfreund-und-lehrer-2","und"
2890,"node/2211","books/מודע-לילדי-בני-ישראל","und"
2891,"node/2212","books/מודעה","und"
2892,"taxonomy/term/679","series/מורה-נבוכים","und"
2893,"node/2213","books/מורה-נבוכים-א","und"
2894,"node/2214","books/מורה-נבוכים-ב","und"
2895,"taxonomy/term/680","topics/revelation","und"
2896,"node/2215","books/מורה-נבוכים-ג","und"
2897,"taxonomy/term/681","publishers/j-ch-dieterich","und"
2898,"node/2216","books/מזמור-לתודה-לאלהינו","und"
2899,"taxonomy/term/682","publishers/proops-פרופס","und"
2900,"node/2217","books/מזמור-שיר","und"
2901,"node/2218","books/מזמור-שיר-לבאנאפארט","und"
2902,"taxonomy/term/683","topics/marriage","und"
2903,"node/2219","books/מחברות-עמנואל","und"
2904,"taxonomy/term/684","publishers/שלמה-אלימלך-ואברהם","und"
2905,"node/2220","books/מחברת-חיי-הנפש-ונצחיותה","und"
2906,"taxonomy/term/685","publishers/stamperia-della-corte-dapello","und"
2907,"node/2221","books/מחזה-שדי","und"
2908,"taxonomy/term/686","series/מחזור-בלאומית-רשומים-8-כרכים","und"
2909,"node/2222","books/מחזור-לחג-השבועות-1805","und"
2910,"node/2223","books/מחזור-מנהג-פולין-ליום-כפור-1803","und"
2911,"taxonomy/term/687","series/מחזור-בלאומית-ישנם-8-כרכים","und"
2912,"node/2224","books/מחזור-מנהג-פולין-ליום-ראשון-ושני-של-פסח-1800","und"
2913,"node/2225","books/מחזור-מנהג-פולין-ליום-ראשון-של-ראש-השנה-1800","und"
2914,"taxonomy/term/688","series/מחזור-בספריה-הלאומית-ישנם-8-כרכים","und"
2915,"node/2226","books/מחזור-מנהג-פולין-ליום-שביעי-ושמיני-של-פסח-1800","und"
2916,"node/2227","books/מחזור-מנהג-פולין-ליום-שני-של-ראש-השנה-1800","und"
2917,"taxonomy/term/689","series/מחזור-כולל-8-ספרים-לפי-מה-שיש-בספריה-הלאומית","und"
2918,"node/2228","books/מחזור-מנהג-פולין-לערבית-ליום-כפור-1800","und"
2919,"node/2229","books/מחזור-מנהג-פולין-לשמיני-עצרת-ולשמחת-תורה-1805","und"
2920,"taxonomy/term/690","publishers/varrentrapp-und-wenner-וורנטרפ-וונר","und"
2921,"node/2230","books/מטעי-קדם-על-אדמת-צפון","und"
2922,"taxonomy/term/691","topics/customs","und"
2923,"node/2231","books/מכתב","und"
2924,"node/2232","books/מכתב-מרפא-לנפש","und"
2925,"node/2233","books/מכתבי-הרבנים","und"
2926,"taxonomy/term/692","topics/liberalism","und"
2927,"node/2234","books/מלוכת-שאול","und"
2928,"node/2235","books/מליצה-לפורים","und"
2929,"node/2236","books/מנחת-אהבים","und"
2930,"node/2237","books/מנחת-בקורים","und"
2931,"node/2238","books/מנחת-נדבה","und"
2932,"node/2239","books/מסכת-אבות","und"
2933,"node/2240","books/מערכי-לב","und"
2934,"taxonomy/term/693","series/מציאת-הארץ-החדשה","und"
2935,"taxonomy/term/694","publishers/schramm-u-frank","und"
2936,"node/2241","books/מציאת-הארץ-החדשה-א","und"
2937,"taxonomy/term/695","topics/oriental-jews","und"
2938,"taxonomy/term/696","topics/sephardic-jews","und"
2939,"node/2242","books/משא-בערב","und"
2940,"taxonomy/term/697","series/ספר-משלי-אגור","und"
2941,"node/2243","books/משלי-אגור-א","und"
2942,"node/2244","people/אסף-בן-ברכיהו","und"
2943,"taxonomy/term/698","series/משלי-אסף","und"
2944,"node/2245","books/משלי-אסף-א","und"
2945,"node/2246","books/משלי-אסף-ב","und"
2946,"node/2247","books/משלי-אסף-ג","und"
2947,"taxonomy/term/699","topics/mysticism","und"
2948,"node/2248","books/נבואת-הילד","und"
2949,"node/2249","books/נתיב-לשון-עברית","und"
