"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,field_role_tid
"node","production",0,4851,4851,"und",0,809
"node","production",0,4852,4852,"und",0,809
"node","production",0,4853,4853,"und",0,404
"node","production",0,4854,4854,"und",0,402
"node","production",0,4855,4855,"und",0,402
"node","production",0,4856,4856,"und",0,402
"node","production",0,4857,4857,"und",0,402
"node","production",0,4858,4858,"und",0,402
"node","production",0,4859,4859,"und",0,404
"node","production",0,4860,4860,"und",0,809
"node","production",0,4861,4861,"und",0,809
"node","production",0,4862,4862,"und",0,402
"node","production",0,4863,4863,"und",0,809
"node","production",0,4864,4864,"und",0,809
"node","production",0,4865,4865,"und",0,402
"node","production",0,4866,4866,"und",0,402
"node","production",0,4867,4867,"und",0,402
"node","production",0,4868,4868,"und",0,402
"node","production",0,4869,4869,"und",0,402
"node","production",0,4870,4870,"und",0,402
"node","production",0,4871,4871,"und",0,402
"node","production",0,4872,4872,"und",0,403
"node","production",0,4873,4873,"und",0,402
"node","production",0,4874,4874,"und",0,402
"node","production",0,4875,4875,"und",0,402
"node","production",0,4876,4876,"und",0,809
"node","production",0,4877,4877,"und",0,402
"node","production",0,4878,4878,"und",0,402
"node","production",0,4879,4879,"und",0,406
"node","production",0,4880,4880,"und",0,405
"node","production",0,4881,4881,"und",0,402
"node","production",0,4882,4882,"und",0,402
"node","production",0,4883,4883,"und",0,402
"node","production",0,4884,4884,"und",0,402
"node","production",0,4885,4885,"und",0,402
"node","production",0,4886,4886,"und",0,402
"node","production",0,4887,4887,"und",0,809
"node","production",0,4888,4888,"und",0,402
"node","production",0,4889,4889,"und",0,402
"node","production",0,4890,4890,"und",0,809
"node","production",0,4891,4891,"und",0,403
"node","production",0,4891,4891,"und",1,406
"node","production",0,4892,4892,"und",0,402
"node","production",0,4893,4893,"und",0,402
"node","production",0,4894,4894,"und",0,402
"node","production",0,4895,4895,"und",0,402
"node","production",0,4896,4896,"und",0,402
"node","production",0,4897,4897,"und",0,403
"node","production",0,4897,4897,"und",1,404
"node","production",0,4898,4898,"und",0,403
"node","production",0,4899,4899,"und",0,809
"node","production",0,4900,4900,"und",0,809
"node","production",0,4901,4901,"und",0,402
"node","production",0,4902,4902,"und",0,402
"node","production",0,4903,4903,"und",0,402
"node","production",0,4904,4904,"und",0,402
"node","production",0,4905,4905,"und",0,403
"node","production",0,4906,4906,"und",0,405
"node","production",0,4908,4908,"und",0,403
"node","production",0,4910,4910,"und",0,406
"node","production",0,4910,4910,"und",1,405
"node","production",0,4911,4911,"und",0,403
"node","production",0,4911,4911,"und",1,406
"node","production",0,4912,4912,"und",0,404
"node","production",0,4912,4912,"und",1,405
"node","production",0,4913,4913,"und",0,402
"node","production",0,4914,4914,"und",0,402
"node","production",0,4915,4915,"und",0,406
"node","production",0,4916,4916,"und",0,402
"node","production",0,4917,4917,"und",0,402
"node","production",0,4918,4918,"und",0,809
"node","production",0,4919,4919,"und",0,402
"node","production",0,4920,4920,"und",0,402
"node","production",0,4921,4921,"und",0,405
"node","production",0,4922,4922,"und",0,402
"node","production",0,4923,4923,"und",0,404
"node","production",0,4924,4924,"und",0,403
"node","production",0,4925,4925,"und",0,403
"node","production",0,4926,4926,"und",0,403
"node","production",0,4927,4927,"und",0,403
"node","production",0,4928,4928,"und",0,403
"node","production",0,4929,4929,"und",0,403
"node","production",0,4930,4930,"und",0,403
"node","production",0,4931,4931,"und",0,403
"node","production",0,4932,4932,"und",0,403
"node","production",0,4933,4933,"und",0,403
"node","production",0,4934,4934,"und",0,403
"node","production",0,4935,4935,"und",0,403
"node","production",0,4936,4936,"und",0,403
"node","production",0,4937,4937,"und",0,403
"node","production",0,4938,4938,"und",0,403
"node","production",0,4939,4939,"und",0,403
"node","production",0,4940,4940,"und",0,403
"node","production",0,4941,4941,"und",0,403
"node","production",0,4942,4942,"und",0,403
"node","production",0,4943,4943,"und",0,403
"node","production",0,4944,4944,"und",0,403
"node","production",0,4945,4945,"und",0,403
"node","production",0,4946,4946,"und",0,403
"node","production",0,4947,4947,"und",0,403
"node","production",0,4948,4948,"und",0,403
"node","production",0,4949,4949,"und",0,403
"node","production",0,4950,4950,"und",0,403
"node","production",0,4951,4951,"und",0,403
"node","production",0,4952,4952,"und",0,403
"node","production",0,4953,4953,"und",0,403
"node","production",0,4954,4954,"und",0,403
"node","production",0,4955,4955,"und",0,403
"node","production",0,4956,4956,"und",0,403
"node","production",0,4957,4957,"und",0,402
"node","production",0,4958,4958,"und",0,402
"node","production",0,4959,4959,"und",0,402
"node","production",0,4960,4960,"und",0,402
"node","production",0,4961,4961,"und",0,402
"node","production",0,4962,4962,"und",0,402
"node","production",0,4963,4963,"und",0,402
"node","production",0,4964,4964,"und",0,402
"node","production",0,4965,4965,"und",0,402
"node","production",0,4966,4966,"und",0,402
"node","production",0,4967,4967,"und",0,402
"node","production",0,4968,4968,"und",0,406
"node","production",0,4969,4969,"und",0,402
"node","production",0,4970,4970,"und",0,402
"node","production",0,4971,4971,"und",0,402
"node","production",0,4972,4972,"und",0,809
"node","production",0,4973,4973,"und",0,403
"node","production",0,4974,4974,"und",0,403
"node","production",0,4974,4974,"und",1,406
"node","production",0,4975,4975,"und",0,402
"node","production",0,4976,4976,"und",0,809
"node","production",0,4977,4977,"und",0,403
"node","production",0,4977,4977,"und",1,406
"node","production",0,4978,4978,"und",0,402
"node","production",0,4979,4979,"und",0,404
"node","production",0,4980,4980,"und",0,402
"node","production",0,4981,4981,"und",0,402
"node","production",0,4982,4982,"und",0,402
"node","production",0,4983,4983,"und",0,402
"node","production",0,4984,4984,"und",0,402
"node","production",0,4985,4985,"und",0,402
"node","production",0,4986,4986,"und",0,402
"node","production",0,4987,4987,"und",0,402
"node","production",0,4988,4988,"und",0,402
"node","production",0,4989,4989,"und",0,402
"node","production",0,4990,4990,"und",0,402
"node","production",0,4991,4991,"und",0,402
"node","production",0,4992,4992,"und",0,402
"node","production",0,4993,4993,"und",0,402
"node","production",0,4994,4994,"und",0,405
"node","production",0,4995,4995,"und",0,402
"node","production",0,4996,4996,"und",0,402
"node","production",0,4997,4997,"und",0,402
"node","production",0,4998,4998,"und",0,402
"node","production",0,4999,4999,"und",0,402
"node","production",0,5000,5000,"und",0,402
"node","production",0,5001,5001,"und",0,402
"node","production",0,5002,5002,"und",0,402
"node","production",0,5003,5003,"und",0,405
"node","production",0,5004,5004,"und",0,402
"node","production",0,5005,5005,"und",0,402
"node","production",0,5006,5006,"und",0,402
"node","production",0,5007,5007,"und",0,402
"node","production",0,5008,5008,"und",0,405
"node","production",0,5009,5009,"und",0,403
"node","production",0,5010,5010,"und",0,403
"node","production",0,5010,5010,"und",1,406
"node","production",0,5011,5011,"und",0,402
"node","production",0,5012,5012,"und",0,403
"node","production",0,5013,5013,"und",0,406
"node","production",0,5014,5014,"und",0,406
"node","production",0,5015,5015,"und",0,403
"node","production",0,5015,5015,"und",1,406
"node","production",0,5016,5016,"und",0,403
"node","production",0,5017,5017,"und",0,406
"node","production",0,5018,5018,"und",0,406
"node","production",0,5019,5019,"und",0,404
"node","production",0,5020,5020,"und",0,402
"node","production",0,5021,5021,"und",0,402
"node","production",0,5022,5022,"und",0,402
"node","production",0,5023,5023,"und",0,402
"node","production",0,5024,5024,"und",0,404
"node","production",0,5025,5025,"und",0,402
"node","production",0,5026,5026,"und",0,402
"node","production",0,5027,5027,"und",0,406
"node","production",0,5028,5028,"und",0,405
"node","production",0,5029,5029,"und",0,406
"node","production",0,5029,5029,"und",1,405
"node","production",0,5030,5030,"und",0,406
"node","production",0,5030,5030,"und",1,405
"node","production",0,5031,5031,"und",0,402
"node","production",0,5032,5032,"und",0,402
"node","production",0,5033,5033,"und",0,403
"node","production",0,5034,5034,"und",0,404
"node","production",0,5035,5035,"und",0,402
"node","production",0,5036,5036,"und",0,402
"node","production",0,5037,5037,"und",0,403
"node","production",0,5037,5037,"und",1,406
"node","production",0,5037,5037,"und",2,405
"node","production",0,5038,5038,"und",0,403
"node","production",0,5038,5038,"und",1,406
"node","production",0,5038,5038,"und",2,405
"node","production",0,5039,5039,"und",0,405
"node","production",0,5040,5040,"und",0,403
"node","production",0,5040,5040,"und",1,406
"node","production",0,5040,5040,"und",2,405
"node","production",0,5041,5041,"und",0,403
"node","production",0,5041,5041,"und",1,406
"node","production",0,5041,5041,"und",2,405
"node","production",0,5042,5042,"und",0,405
"node","production",0,5043,5043,"und",0,403
"node","production",0,5043,5043,"und",1,405
"node","production",0,5044,5044,"und",0,405
"node","production",0,5045,5045,"und",0,403
"node","production",0,5045,5045,"und",1,406
"node","production",0,5045,5045,"und",2,405
"node","production",0,5046,5046,"und",0,405
"node","production",0,5047,5047,"und",0,403
"node","production",0,5047,5047,"und",1,406
"node","production",0,5047,5047,"und",2,405
"node","production",0,5048,5048,"und",0,405
"node","production",0,5049,5049,"und",0,403
"node","production",0,5049,5049,"und",1,406
"node","production",0,5049,5049,"und",2,405
"node","production",0,5050,5050,"und",0,405
"node","production",0,5051,5051,"und",0,403
"node","production",0,5051,5051,"und",1,406
"node","production",0,5051,5051,"und",2,405
"node","production",0,5052,5052,"und",0,405
"node","production",0,5053,5053,"und",0,402
"node","production",0,5054,5054,"und",0,402
"node","production",0,5055,5055,"und",0,402
"node","production",0,5055,5055,"und",1,403
"node","production",0,5056,5056,"und",0,402
"node","production",0,5057,5057,"und",0,402
"node","production",0,5058,5058,"und",0,402
"node","production",0,5059,5059,"und",0,402
"node","production",0,5060,5060,"und",0,402
"node","production",0,5061,5061,"und",0,402
"node","production",0,5062,5062,"und",0,402
"node","production",0,5063,5063,"und",0,809
"node","production",0,5064,5064,"und",0,402
"node","production",0,5065,5065,"und",0,406
"node","production",0,5066,5066,"und",0,402
"node","production",0,5067,5067,"und",0,403
"node","production",0,5068,5068,"und",0,404
"node","production",0,5069,5069,"und",0,809
"node","production",0,5070,5070,"und",0,402
"node","production",0,5071,5071,"und",0,402
"node","production",0,5072,5072,"und",0,402
"node","production",0,5073,5073,"und",0,402
"node","production",0,5074,5074,"und",0,402
"node","production",0,5075,5075,"und",0,406
"node","production",0,5076,5076,"und",0,402
"node","production",0,5077,5077,"und",0,403
"node","production",0,5078,5078,"und",0,809
"node","production",0,5079,5079,"und",0,809
"node","production",0,5080,5080,"und",0,404
"node","production",0,5081,5081,"und",0,403
"node","production",0,5082,5082,"und",0,405
"node","production",0,5083,5083,"und",0,402
"node","production",0,5084,5084,"und",0,405
"node","production",0,5085,5085,"und",0,402
"node","production",0,5086,5086,"und",0,402
"node","production",0,5087,5087,"und",0,405
"node","production",0,5088,5088,"und",0,809
"node","production",0,5089,5089,"und",0,402
"node","production",0,5090,5090,"und",0,809
"node","production",0,5091,5091,"und",0,406
"node","production",0,5092,5092,"und",0,402
"node","production",0,5093,5093,"und",0,405
"node","production",0,5094,5094,"und",0,402
"node","production",0,5095,5095,"und",0,402
"node","production",0,5096,5096,"und",0,402
"node","production",0,5097,5097,"und",0,402
"node","production",0,5098,5098,"und",0,402
"node","production",0,5099,5099,"und",0,403
"node","production",0,5100,5100,"und",0,403
"node","production",0,5101,5101,"und",0,406
"node","production",0,5102,5102,"und",0,405
"node","production",0,5103,5103,"und",0,402
"node","production",0,5104,5104,"und",0,402
"node","production",0,5105,5105,"und",0,402
"node","production",0,5106,5106,"und",0,402
"node","production",0,5106,5106,"und",1,403
"node","production",0,5107,5107,"und",0,405
"node","production",0,5108,5108,"und",0,402
"node","production",0,5109,5109,"und",0,402
"node","production",0,5110,5110,"und",0,402
"node","production",0,5111,5111,"und",0,402
"node","production",0,5112,5112,"und",0,406
"node","production",0,5113,5113,"und",0,406
"node","production",0,5114,5114,"und",0,405
"node","production",0,5115,5115,"und",0,402
"node","production",0,5116,5116,"und",0,402
"node","production",0,5117,5117,"und",0,406
"node","production",0,5118,5118,"und",0,402
"node","production",0,5119,5119,"und",0,406
"node","production",0,5120,5120,"und",0,404
"node","production",0,5121,5121,"und",0,402
"node","production",0,5122,5122,"und",0,402
"node","production",0,5123,5123,"und",0,404
"node","production",0,5124,5124,"und",0,402
"node","production",0,5125,5125,"und",0,405
"node","production",0,5126,5126,"und",0,403
"node","production",0,5127,5127,"und",0,406
"node","production",0,5127,5127,"und",1,404
"node","production",0,5128,5128,"und",0,403
"node","production",0,5129,5129,"und",0,406
"node","production",0,5129,5129,"und",1,404
"node","production",0,5130,5130,"und",0,403
"node","production",0,5131,5131,"und",0,406
"node","production",0,5131,5131,"und",1,404
"node","production",0,5132,5132,"und",0,403
"node","production",0,5133,5133,"und",0,406
"node","production",0,5133,5133,"und",1,404
"node","production",0,5134,5134,"und",0,402
"node","production",0,5135,5135,"und",0,402
"node","production",0,5136,5136,"und",0,402
"node","production",0,5137,5137,"und",0,403
"node","production",0,5137,5137,"und",1,406
"node","production",0,5138,5138,"und",0,405
"node","production",0,5138,5138,"und",1,403
"node","production",0,5138,5138,"und",2,404
"node","production",0,5139,5139,"und",0,402
"node","production",0,5140,5140,"und",0,402
"node","production",0,5141,5141,"und",0,402
"node","production",0,5142,5142,"und",0,402
"node","production",0,5142,5142,"und",1,403
"node","production",0,5143,5143,"und",0,405
"node","production",0,5144,5144,"und",0,405
"node","production",0,5145,5145,"und",0,402
"node","production",0,5146,5146,"und",0,402
"node","production",0,5147,5147,"und",0,402
"node","production",0,5148,5148,"und",0,809
"node","production",0,5149,5149,"und",0,405
"node","production",0,5150,5150,"und",0,405
"node","production",0,5151,5151,"und",0,402
"node","production",0,5152,5152,"und",0,402
"node","production",0,5152,5152,"und",1,406
"node","production",0,5153,5153,"und",0,402
"node","production",0,5154,5154,"und",0,402
"node","production",0,5155,5155,"und",0,406
"node","production",0,5155,5155,"und",1,405
"node","production",0,5156,5156,"und",0,402
"node","production",0,5157,5157,"und",0,404
"node","production",0,5158,5158,"und",0,403
"node","production",0,5158,5158,"und",1,406
"node","production",0,5159,5159,"und",0,403
"node","production",0,5159,5159,"und",1,406
"node","production",0,5160,5160,"und",0,403
"node","production",0,5160,5160,"und",1,406
"node","production",0,5161,5161,"und",0,403
"node","production",0,5161,5161,"und",1,406
"node","production",0,5162,5162,"und",0,403
"node","production",0,5162,5162,"und",1,406
"node","production",0,5163,5163,"und",0,403
"node","production",0,5163,5163,"und",1,406
"node","production",0,5164,5164,"und",0,403
"node","production",0,5164,5164,"und",1,406
"node","production",0,5165,5165,"und",0,403
"node","production",0,5165,5165,"und",1,406
"node","production",0,5166,5166,"und",0,403
"node","production",0,5166,5166,"und",1,406
"node","production",0,5167,5167,"und",0,403
"node","production",0,5167,5167,"und",1,406
"node","production",0,5168,5168,"und",0,403
"node","production",0,5168,5168,"und",1,406
"node","production",0,5169,5169,"und",0,403
"node","production",0,5170,5170,"und",0,403
"node","production",0,5171,5171,"und",0,403
"node","production",0,5172,5172,"und",0,403
"node","production",0,5173,5173,"und",0,405
"node","production",0,5174,5174,"und",0,402
"node","production",0,5175,5175,"und",0,402
"node","production",0,5176,5176,"und",0,809
"node","production",0,5177,5177,"und",0,809
"node","production",0,5178,5178,"und",0,809
"node","production",0,5179,5179,"und",0,402
"node","production",0,5179,5179,"und",1,403
"node","production",0,5180,5180,"und",0,402
"node","production",0,5181,5181,"und",0,405
"node","production",0,5182,5182,"und",0,405
"node","production",0,5183,5183,"und",0,405
"node","production",0,5184,5184,"und",0,406
"node","production",0,5185,5185,"und",0,402
"node","production",0,5186,5186,"und",0,403
"node","production",0,5186,5186,"und",1,406
"node","production",0,5187,5187,"und",0,406
"node","production",0,5188,5188,"und",0,403
"node","production",0,5188,5188,"und",1,406
"node","production",0,5189,5189,"und",0,406
"node","production",0,5190,5190,"und",0,403
"node","production",0,5191,5191,"und",0,406
"node","production",0,5192,5192,"und",0,403
"node","production",0,5193,5193,"und",0,406
"node","production",0,5194,5194,"und",0,403
"node","production",0,5195,5195,"und",0,406
"node","production",0,5196,5196,"und",0,403
"node","production",0,5197,5197,"und",0,406
"node","production",0,5198,5198,"und",0,402
"node","production",0,5199,5199,"und",0,809
"node","production",0,5200,5200,"und",0,402
"node","production",0,5201,5201,"und",0,402
"node","production",0,5202,5202,"und",0,402
"node","production",0,5203,5203,"und",0,402
"node","production",0,5204,5204,"und",0,402
"node","production",0,5205,5205,"und",0,402
"node","production",0,5206,5206,"und",0,402
"node","production",0,5207,5207,"und",0,402
"node","production",0,5208,5208,"und",0,402
"node","production",0,5209,5209,"und",0,406
"node","production",0,5210,5210,"und",0,405
"node","production",0,5211,5211,"und",0,403
"node","production",0,5212,5212,"und",0,403
"node","production",0,5213,5213,"und",0,402
"node","production",0,5214,5214,"und",0,402
"node","production",0,5215,5215,"und",0,402
"node","production",0,5216,5216,"und",0,402
"node","production",0,5217,5217,"und",0,405
"node","production",0,5218,5218,"und",0,402
"node","production",0,5219,5219,"und",0,405
"node","production",0,5220,5220,"und",0,809
"node","production",0,5221,5221,"und",0,809
"node","production",0,5222,5222,"und",0,402
"node","production",0,5223,5223,"und",0,404
"node","production",0,5224,5224,"und",0,402
"node","production",0,5225,5225,"und",0,402
"node","production",0,5226,5226,"und",0,402
"node","production",0,5226,5226,"und",1,406
"node","production",0,5227,5227,"und",0,405
"node","production",0,5228,5228,"und",0,402
"node","production",0,5229,5229,"und",0,402
"node","production",0,5230,5230,"und",0,402
"node","production",0,5231,5231,"und",0,809
"node","production",0,5232,5232,"und",0,402
"node","production",0,5233,5233,"und",0,402
"node","production",0,5234,5234,"und",0,403
"node","production",0,5235,5235,"und",0,402
"node","production",0,5236,5236,"und",0,402
"node","production",0,5237,5237,"und",0,809
"node","production",0,5238,5238,"und",0,402
"node","production",0,5239,5239,"und",0,809
"node","production",0,5240,5240,"und",0,809
"node","production",0,5241,5241,"und",0,809
"node","production",0,5242,5242,"und",0,402
"node","production",0,5243,5243,"und",0,402
"node","production",0,5244,5244,"und",0,406
"node","production",0,5244,5244,"und",1,405
"node","production",0,5245,5245,"und",0,402
"node","production",0,5246,5246,"und",0,402
"node","production",0,5247,5247,"und",0,403
"node","production",0,5248,5248,"und",0,405
"node","production",0,5249,5249,"und",0,402
"node","production",0,5249,5249,"und",1,405
"node","production",0,5250,5250,"und",0,403
"node","production",0,5251,5251,"und",0,403
"node","production",0,5252,5252,"und",0,405
"node","production",0,5253,5253,"und",0,402
"node","production",0,5254,5254,"und",0,405
"node","production",0,5255,5255,"und",0,405
"node","production",0,5256,5256,"und",0,809
"node","production",0,5257,5257,"und",0,402
"node","production",0,5258,5258,"und",0,402
"node","production",0,5259,5259,"und",0,402
"node","production",0,5260,5260,"und",0,402
"node","production",0,5261,5261,"und",0,809
"node","production",0,5262,5262,"und",0,402
"node","production",0,5263,5263,"und",0,402
"node","production",0,5264,5264,"und",0,402
"node","production",0,5265,5265,"und",0,402
"node","production",0,5266,5266,"und",0,403
"node","production",0,5267,5267,"und",0,809
"node","production",0,5268,5268,"und",0,402
"node","production",0,5268,5268,"und",1,405
"node","production",0,5269,5269,"und",0,402
"node","production",0,5270,5270,"und",0,402
"node","production",0,5271,5271,"und",0,402
"node","production",0,5272,5272,"und",0,406
"node","production",0,5273,5273,"und",0,402
"node","production",0,5274,5274,"und",0,402
"node","production",0,5275,5275,"und",0,402
"node","production",0,5276,5276,"und",0,402
"node","production",0,5277,5277,"und",0,403
"node","production",0,5278,5278,"und",0,402
"node","production",0,5279,5279,"und",0,402
"node","production",0,5279,5279,"und",1,403
"node","production",0,5280,5280,"und",0,402
"node","production",0,5281,5281,"und",0,404
"node","production",0,5282,5282,"und",0,405
"node","production",0,5283,5283,"und",0,402
"node","production",0,5284,5284,"und",0,402
"node","production",0,5285,5285,"und",0,402
