"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,field_role_tid
"node","production",0,5329,5329,"und",0,402
"node","production",0,5330,5330,"und",0,402
"node","production",0,5331,5331,"und",0,403
"node","production",0,5332,5332,"und",0,402
"node","production",0,5333,5333,"und",0,402
"node","production",0,5334,5334,"und",0,402
"node","production",0,5335,5335,"und",0,402
"node","production",0,5336,5336,"und",0,402
"node","production",0,5337,5337,"und",0,402
"node","production",0,5338,5338,"und",0,402
"node","production",0,5339,5339,"und",0,402
"node","production",0,5340,5340,"und",0,809
"node","production",0,5341,5341,"und",0,809
"node","production",0,5342,5342,"und",0,402
"node","production",0,5343,5343,"und",0,403
"node","production",0,5344,5344,"und",0,402
"node","production",0,5345,5345,"und",0,402
"node","production",0,5345,5345,"und",1,403
"node","production",0,5346,5346,"und",0,402
"node","production",0,5347,5347,"und",0,402
"node","production",0,5348,5348,"und",0,402
"node","production",0,5349,5349,"und",0,809
"node","production",0,5350,5350,"und",0,402
"node","production",0,5351,5351,"und",0,809
"node","production",0,5352,5352,"und",0,402
"node","production",0,5353,5353,"und",0,809
"node","production",0,5354,5354,"und",0,402
"node","production",0,5355,5355,"und",0,402
"node","production",0,5356,5356,"und",0,402
"node","production",0,5357,5357,"und",0,402
"node","production",0,5358,5358,"und",0,402
"node","production",0,5359,5359,"und",0,402
"node","production",0,5360,5360,"und",0,402
"node","production",0,5361,5361,"und",0,402
"node","production",0,5362,5362,"und",0,404
"node","production",0,5363,5363,"und",0,402
"node","production",0,5364,5364,"und",0,403
"node","production",0,5365,5365,"und",0,405
"node","production",0,5366,5366,"und",0,403
"node","production",0,5367,5367,"und",0,403
"node","production",0,5368,5368,"und",0,403
"node","production",0,5369,5369,"und",0,403
"node","production",0,5370,5370,"und",0,403
"node","production",0,5371,5371,"und",0,403
"node","production",0,5372,5372,"und",0,403
"node","preface",0,5373,5373,"und",0,402
"node","preface",0,5374,5374,"und",0,402
"node","preface",0,5374,5374,"und",1,404
"node","preface",0,5375,5375,"und",0,402
"node","preface",0,5375,5375,"und",1,403
"node","preface",0,5376,5376,"und",0,402
"node","preface",0,5377,5377,"und",0,402
"node","preface",0,5378,5378,"und",0,402
"node","preface",0,5379,5379,"und",0,402
"node","preface",0,5380,5380,"und",0,402
"node","preface",0,5382,5382,"und",0,402
"node","preface",0,5382,5382,"und",1,403
"node","preface",0,5383,5383,"und",0,402
"node","preface",0,5384,5384,"und",0,402
"node","preface",0,5385,5385,"und",0,402
"node","preface",0,5386,5386,"und",0,403
"node","preface",0,5386,5386,"und",1,406
"node","preface",0,5386,5386,"und",2,404
"node","preface",0,5387,5387,"und",0,404
"node","preface",0,5388,5388,"und",0,402
"node","preface",0,5390,5390,"und",0,404
"node","preface",0,5391,5391,"und",0,402
"node","preface",0,5392,5392,"und",0,402
"node","preface",0,5393,5393,"und",0,402
"node","preface",0,5394,5394,"und",0,402
"node","preface",0,5395,5395,"und",0,402
"node","preface",0,5396,5396,"und",0,402
"node","preface",0,5397,5397,"und",0,402
"node","preface",0,5398,5398,"und",0,402
"node","preface",0,5399,5399,"und",0,404
"node","preface",0,5400,5400,"und",0,402
"node","preface",0,5401,5401,"und",0,402
"node","preface",0,5402,5402,"und",0,402
"node","preface",0,5403,5403,"und",0,403
"node","preface",0,5404,5404,"und",0,402
"node","preface",0,5405,5405,"und",0,402
"node","preface",0,5405,5405,"und",1,404
"node","preface",0,5406,5406,"und",0,402
"node","preface",0,5407,5407,"und",0,402
"node","preface",0,5408,5408,"und",0,402
"node","preface",0,5409,5409,"und",0,402
"node","preface",0,5410,5410,"und",0,402
"node","preface",0,5410,5410,"und",1,404
"node","preface",0,5412,5412,"und",0,402
"node","preface",0,5414,5414,"und",0,402
"node","preface",0,5417,5417,"und",0,404
"node","preface",0,5418,5418,"und",0,402
"node","preface",0,5419,5419,"und",0,404
"node","preface",0,5421,5421,"und",0,404
"node","preface",0,5422,5422,"und",0,402
"node","preface",0,5423,5423,"und",0,402
"node","preface",0,5424,5424,"und",0,402
"node","preface",0,5425,5425,"und",0,402
"node","preface",0,5426,5426,"und",0,404
"node","preface",0,5427,5427,"und",0,402
"node","preface",0,5428,5428,"und",0,404
"node","preface",0,5430,5430,"und",0,402
"node","preface",0,5432,5432,"und",0,402
"node","preface",0,5435,5435,"und",0,403
"node","preface",0,5435,5435,"und",1,406
"node","preface",0,5436,5436,"und",0,402
"node","preface",0,5437,5437,"und",0,402
"node","preface",0,5438,5438,"und",0,402
"node","preface",0,5439,5439,"und",0,403
"node","preface",0,5441,5441,"und",0,406
"node","preface",0,5442,5442,"und",0,402
"node","preface",0,5443,5443,"und",0,404
"node","preface",0,5444,5444,"und",0,404
"node","preface",0,5445,5445,"und",0,403
"node","preface",0,5447,5447,"und",0,402
"node","preface",0,5448,5448,"und",0,402
"node","preface",0,5451,5451,"und",0,402
"node","preface",0,5453,5453,"und",0,402
"node","preface",0,5454,5454,"und",0,403
"node","preface",0,5455,5455,"und",0,403
"node","preface",0,5456,5456,"und",0,403
"node","preface",0,5456,5456,"und",1,406
"node","preface",0,5457,5457,"und",0,402
"node","preface",0,5458,5458,"und",0,403
"node","preface",0,5458,5458,"und",1,406
"node","preface",0,5459,5459,"und",0,402
"node","preface",0,5460,5460,"und",0,402
"node","preface",0,5461,5461,"und",0,402
"node","preface",0,5463,5463,"und",0,402
"node","preface",0,5465,5465,"und",0,402
"node","preface",0,5466,5466,"und",0,402
"node","preface",0,5467,5467,"und",0,404
"node","preface",0,5473,5473,"und",0,402
"node","preface",0,5474,5474,"und",0,402
"node","preface",0,5476,5476,"und",0,403
"node","preface",0,5477,5477,"und",0,403
"node","preface",0,5477,5477,"und",1,406
"node","preface",0,5478,5478,"und",0,402
"node","preface",0,5482,5482,"und",0,403
"node","preface",0,5482,5482,"und",1,406
"node","preface",0,5483,5483,"und",0,406
"node","preface",0,5484,5484,"und",0,406
"node","preface",0,5485,5485,"und",0,404
"node","preface",0,5486,5486,"und",0,402
"node","preface",0,5487,5487,"und",0,402
"node","preface",0,5488,5488,"und",0,402
"node","preface",0,5489,5489,"und",0,402
"node","preface",0,5490,5490,"und",0,404
"node","preface",0,5491,5491,"und",0,406
"node","preface",0,5492,5492,"und",0,406
"node","preface",0,5492,5492,"und",1,404
"node","preface",0,5493,5493,"und",0,403
"node","preface",0,5494,5494,"und",0,404
"node","preface",0,5496,5496,"und",0,403
"node","preface",0,5496,5496,"und",1,406
"node","preface",0,5496,5496,"und",2,404
"node","preface",0,5497,5497,"und",0,403
"node","preface",0,5497,5497,"und",1,406
"node","preface",0,5497,5497,"und",2,404
"node","preface",0,5498,5498,"und",0,403
"node","preface",0,5498,5498,"und",1,406
"node","preface",0,5498,5498,"und",2,404
"node","preface",0,5499,5499,"und",0,402
"node","preface",0,5499,5499,"und",1,403
"node","preface",0,5500,5500,"und",0,402
"node","preface",0,5501,5501,"und",0,402
"node","preface",0,5502,5502,"und",0,406
"node","preface",0,5503,5503,"und",0,403
"node","preface",0,5505,5505,"und",0,402
"node","preface",0,5507,5507,"und",0,402
"node","preface",0,5510,5510,"und",0,406
"node","preface",0,5512,5512,"und",0,403
"node","preface",0,5513,5513,"und",0,403
"node","preface",0,5514,5514,"und",0,404
"node","preface",0,5515,5515,"und",0,404
"node","preface",0,5516,5516,"und",0,402
"node","preface",0,5517,5517,"und",0,402
"node","preface",0,5518,5518,"und",0,402
"node","preface",0,5519,5519,"und",0,406
"node","preface",0,5522,5522,"und",0,402
"node","preface",0,5523,5523,"und",0,402
"node","preface",0,5524,5524,"und",0,402
"node","preface",0,5525,5525,"und",0,402
"node","preface",0,5526,5526,"und",0,403
"node","preface",0,5527,5527,"und",0,402
"node","preface",0,5528,5528,"und",0,402
"node","preface",0,5528,5528,"und",1,403
"node","preface",0,5530,5530,"und",0,404
"node","preface",0,5532,5532,"und",0,402
"node","preface",0,5534,5534,"und",0,402
"node","preface",0,5535,5535,"und",0,404
"node","preface",0,5536,5536,"und",0,402
"node","preface",0,5537,5537,"und",0,404
"node","preface",0,5538,5538,"und",0,402
"node","preface",0,5539,5539,"und",0,406
"node","preface",0,5539,5539,"und",1,404
"node","preface",0,5541,5541,"und",0,406
"node","preface",0,5541,5541,"und",1,404
"node","preface",0,5542,5542,"und",0,406
"node","preface",0,5542,5542,"und",1,404
"node","preface",0,5544,5544,"und",0,403
"node","preface",0,5544,5544,"und",1,406
"node","preface",0,5545,5545,"und",0,403
"node","preface",0,5545,5545,"und",1,406
"node","preface",0,5546,5546,"und",0,403
"node","preface",0,5546,5546,"und",1,406
"node","preface",0,5547,5547,"und",0,403
"node","preface",0,5547,5547,"und",1,406
"node","preface",0,5548,5548,"und",0,402
"node","preface",0,5554,5554,"und",0,402
"node","preface",0,5555,5555,"und",0,402
"node","preface",0,5556,5556,"und",0,404
"node","preface",0,5557,5557,"und",0,402
"node","preface",0,5558,5558,"und",0,402
"node","preface",0,5559,5559,"und",0,402
"node","preface",0,5560,5560,"und",0,402
"node","preface",0,5561,5561,"und",0,402
"node","preface",0,5563,5563,"und",0,402
"node","preface",0,5564,5564,"und",0,403
"node","preface",0,5564,5564,"und",1,406
"node","preface",0,5567,5567,"und",0,403
"node","preface",0,5567,5567,"und",1,406
"node","preface",0,5568,5568,"und",0,403
"node","preface",0,5569,5569,"und",0,403
"node","preface",0,5570,5570,"und",0,404
"node","preface",0,5571,5571,"und",0,403
"node","preface",0,5572,5572,"und",0,403
"node","preface",0,5573,5573,"und",0,402
"node","preface",0,5576,5576,"und",0,404
"node","preface",0,5577,5577,"und",0,402
"node","preface",0,5578,5578,"und",0,404
"node","preface",0,5579,5579,"und",0,406
"node","preface",0,5582,5582,"und",0,402
"node","preface",0,5584,5584,"und",0,406
"node","preface",0,5585,5585,"und",0,403
"node","preface",0,5588,5588,"und",0,402
"node","preface",0,5591,5591,"und",0,402
"node","preface",0,5592,5592,"und",0,402
"node","preface",0,5593,5593,"und",0,402
"node","preface",0,5594,5594,"und",0,402
"node","preface",0,5597,5597,"und",0,402
"node","preface",0,5600,5600,"und",0,403
"node","preface",0,5601,5601,"und",0,403
"node","preface",0,5604,5604,"und",0,402
"node","preface",0,5605,5605,"und",0,402
"node","preface",0,5611,5611,"und",0,402
"node","preface",0,5612,5612,"und",0,402
"node","preface",0,5612,5612,"und",1,406
"node","preface",0,5613,5613,"und",0,402
"node","preface",0,5615,5615,"und",0,402
"node","preface",0,5616,5616,"und",0,402
"node","preface",0,5617,5617,"und",0,402
"node","preface",0,5621,5621,"und",0,406
"node","preface",0,5621,5621,"und",1,404
"node","preface",0,5622,5622,"und",0,402
"node","preface",0,5624,5624,"und",0,402
"node","preface",0,5624,5624,"und",1,404
"node","preface",0,5626,5626,"und",0,402
"node","preface",0,5627,5627,"und",0,402
"node","preface",0,5628,5628,"und",0,402
"node","preface",0,5629,5629,"und",0,403
"node","preface",0,5630,5630,"und",0,404
"node","preface",0,5631,5631,"und",0,404
"node","preface",0,5636,5636,"und",0,404
"node","preface",0,5637,5637,"und",0,403
"node","preface",0,5638,5638,"und",0,406
"node","preface",0,5639,5639,"und",0,406
"node","preface",0,5640,5640,"und",0,402
"node","preface",0,5641,5641,"und",0,403
"node","preface",0,5642,5642,"und",0,402
"node","preface",0,5643,5643,"und",0,402
"node","preface",0,5645,5645,"und",0,402
"node","preface",0,5646,5646,"und",0,402
"node","preface",0,5647,5647,"und",0,402
"node","preface",0,5648,5648,"und",0,402
"node","preface",0,5649,5649,"und",0,402
"node","preface",0,5650,5650,"und",0,402
"node","preface",0,5651,5651,"und",0,402
"node","preface",0,5652,5652,"und",0,402
"node","preface",0,5654,5654,"und",0,402
"node","preface",0,5655,5655,"und",0,402
"node","preface",0,5656,5656,"und",0,402
"node","preface",0,5657,5657,"und",0,402
"node","preface",0,5658,5658,"und",0,404
