"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_edition_references_value","field_edition_references_format"
"node","edition",0,2788,2788,"und",0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2789,2789,"und",0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2790,2790,"und",0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2791,2791,"und",0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2792,2792,"und",0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2793,2793,"und",0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2794,2794,"und",0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2795,2795,"und",0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2796,2796,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2797,2797,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2798,2798,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2799,2799,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2800,2800,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2801,2801,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2802,2802,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2803,2803,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2804,2804,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2805,2805,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2806,2806,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2807,2807,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2808,2808,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
"node","edition",0,2809,2809,"und",0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",NULL
