"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,field_topic_tid
"node","book",0,2309,2309,"und",3,434
"node","book",0,2309,2309,"und",4,478
"node","book",0,2309,2309,"und",5,431
"node","book",0,2311,2311,"und",0,594
"node","book",0,2311,2311,"und",1,667
"node","book",0,2311,2311,"und",2,651
"node","book",0,2312,2312,"und",0,631
"node","book",0,2312,2312,"und",1,594
"node","book",0,2312,2312,"und",2,634
"node","book",0,2312,2312,"und",3,595
"node","book",0,2312,2312,"und",4,459
"node","book",0,2312,2312,"und",5,651
"node","book",0,2312,2312,"und",6,676
"node","book",0,2312,2312,"und",7,481
"node","book",0,2314,2314,"und",0,476
"node","book",0,2314,2314,"und",1,516
"node","book",0,2314,2314,"und",2,573
"node","book",0,2314,2314,"und",3,486
"node","book",0,2314,2314,"und",4,478
"node","book",0,2314,2314,"und",5,568
"node","book",0,2314,2314,"und",6,445
"node","book",0,2314,2314,"und",7,431
"node","book",0,2314,2314,"und",8,518
"node","book",0,2314,2314,"und",9,547
"node","book",0,2316,2316,"und",0,594
"node","book",0,2316,2316,"und",1,478
"node","book",0,2318,2318,"und",0,459
"node","book",0,2318,2318,"und",1,518
"node","book",0,2319,2319,"und",0,459
"node","book",0,2319,2319,"und",1,518
"node","book",0,2320,2320,"und",0,734
"node","book",0,2320,2320,"und",1,706
"node","book",0,2320,2320,"und",2,434
"node","book",0,2320,2320,"und",3,478
"node","book",0,2321,2321,"und",0,508
"node","book",0,2321,2321,"und",1,565
"node","book",0,2321,2321,"und",2,478
"node","book",0,2322,2322,"und",0,623
"node","book",0,2322,2322,"und",1,594
"node","book",0,2322,2322,"und",2,620
"node","book",0,2322,2322,"und",3,586
"node","book",0,2322,2322,"und",4,528
"node","book",0,2322,2322,"und",5,435
"node","book",0,2325,2325,"und",0,489
"node","book",0,2325,2325,"und",1,459
"node","book",0,2325,2325,"und",2,518
"node","book",0,2326,2326,"und",0,490
"node","book",0,2326,2326,"und",1,737
"node","book",0,2326,2326,"und",2,492
"node","book",0,2327,2327,"und",0,490
"node","book",0,2327,2327,"und",1,737
"node","book",0,2328,2328,"und",0,489
"node","book",0,2328,2328,"und",1,492
"node","book",0,2329,2329,"und",0,489
"node","book",0,2329,2329,"und",1,490
"node","book",0,2329,2329,"und",2,491
"node","book",0,2329,2329,"und",3,492
"node","book",0,2330,2330,"und",0,489
"node","book",0,2330,2330,"und",1,491
"node","book",0,2330,2330,"und",2,680
"node","book",0,2330,2330,"und",3,492
"node","book",0,2331,2331,"und",0,489
"node","book",0,2332,2332,"und",0,489
"node","book",0,2333,2333,"und",0,489
"node","book",0,2333,2333,"und",1,492
"node","book",0,2334,2334,"und",0,489
"node","book",0,2335,2335,"und",0,489
"node","book",0,2335,2335,"und",1,492
"node","book",0,2336,2336,"und",0,489
"node","book",0,2336,2336,"und",1,478
"node","book",0,2336,2336,"und",2,680
"node","book",0,2337,2337,"und",0,489
"node","book",0,2337,2337,"und",1,518
"node","book",0,2339,2339,"und",0,742
"node","book",0,2339,2339,"und",1,453
"node","book",0,2339,2339,"und",2,460
"node","book",0,2339,2339,"und",3,664
"node","book",0,2340,2340,"und",0,516
"node","book",0,2340,2340,"und",1,459
"node","book",0,2340,2340,"und",2,518
"node","book",0,2341,2341,"und",0,516
"node","book",0,2341,2341,"und",1,453
"node","book",0,2341,2341,"und",2,478
"node","book",0,2342,2342,"und",0,516
"node","book",0,2342,2342,"und",1,453
"node","book",0,2342,2342,"und",2,478
"node","book",0,2343,2343,"und",0,573
"node","book",0,2343,2343,"und",1,486
"node","book",0,2343,2343,"und",2,478
"node","book",0,2343,2343,"und",3,568
"node","book",0,2343,2343,"und",4,445
"node","book",0,2344,2344,"und",0,624
"node","book",0,2344,2344,"und",1,527
"node","book",0,2344,2344,"und",2,737
"node","book",0,2346,2346,"und",0,453
"node","book",0,2346,2346,"und",1,567
"node","book",0,2346,2346,"und",2,569
"node","book",0,2347,2347,"und",0,594
"node","book",0,2347,2347,"und",1,492
"node","book",0,2347,2347,"und",2,520
"node","book",0,2348,2348,"und",0,492
"node","book",0,2349,2349,"und",0,492
"node","book",0,2350,2350,"und",0,492
"node","book",0,2351,2351,"und",0,492
"node","book",0,2352,2352,"und",0,459
"node","book",0,2352,2352,"und",1,478
"node","book",0,2353,2353,"und",0,516
"node","book",0,2353,2353,"und",1,459
"node","book",0,2354,2354,"und",0,594
"node","book",0,2354,2354,"und",1,707
"node","book",0,2354,2354,"und",2,576
"node","book",0,2354,2354,"und",3,565
"node","book",0,2354,2354,"und",4,651
"node","book",0,2354,2354,"und",5,452
"node","book",0,2354,2354,"und",6,453
"node","book",0,2354,2354,"und",7,725
"node","book",0,2354,2354,"und",8,528
"node","book",0,2354,2354,"und",9,676
"node","book",0,2354,2354,"und",10,435
"node","book",0,2354,2354,"und",11,492
"node","book",0,2355,2355,"und",0,565
"node","book",0,2355,2355,"und",1,699
"node","book",0,2355,2355,"und",2,567
"node","book",0,2355,2355,"und",3,478
"node","book",0,2355,2355,"und",4,750
"node","book",0,2356,2356,"und",0,595
"node","book",0,2357,2357,"und",0,623
"node","book",0,2357,2357,"und",1,594
"node","book",0,2357,2357,"und",2,443
"node","book",0,2357,2357,"und",3,667
"node","book",0,2357,2357,"und",4,620
"node","book",0,2357,2357,"und",5,565
"node","book",0,2357,2357,"und",6,452
"node","book",0,2357,2357,"und",7,434
"node","book",0,2357,2357,"und",8,478
"node","book",0,2357,2357,"und",9,547
"node","book",0,2358,2358,"und",0,623
"node","book",0,2358,2358,"und",1,620
"node","book",0,2358,2358,"und",2,453
"node","book",0,2358,2358,"und",3,478
"node","book",0,2359,2359,"und",0,565
"node","book",0,2359,2359,"und",1,477
"node","book",0,2359,2359,"und",2,434
"node","book",0,2359,2359,"und",3,567
"node","book",0,2359,2359,"und",4,478
"node","book",0,2360,2360,"und",0,459
"node","book",0,2360,2360,"und",1,518
"node","book",0,2361,2361,"und",0,737
"node","book",0,2362,2362,"und",0,453
"node","book",0,2363,2363,"und",0,734
"node","book",0,2363,2363,"und",1,629
"node","book",0,2363,2363,"und",2,676
"node","book",0,2363,2363,"und",3,695
"node","book",0,2363,2363,"und",4,434
"node","book",0,2364,2364,"und",0,675
"node","book",0,2364,2364,"und",1,528
"node","book",0,2364,2364,"und",2,547
"node","book",0,2365,2365,"und",0,580
"node","book",0,2365,2365,"und",1,620
"node","book",0,2365,2365,"und",2,675
"node","book",0,2365,2365,"und",3,622
"node","book",0,2365,2365,"und",4,586
"node","book",0,2365,2365,"und",5,528
"node","book",0,2365,2365,"und",6,435
"node","book",0,2366,2366,"und",0,757
"node","book",0,2366,2366,"und",1,573
"node","book",0,2366,2366,"und",2,726
"node","book",0,2366,2366,"und",3,486
"node","book",0,2366,2366,"und",4,478
"node","book",0,2366,2366,"und",5,568
"node","book",0,2366,2366,"und",6,504
"node","book",0,2366,2366,"und",7,547
"node","book",0,2367,2367,"und",0,631
"node","book",0,2367,2367,"und",1,594
"node","book",0,2367,2367,"und",2,595
"node","book",0,2368,2368,"und",0,478
"node","book",0,2369,2369,"und",0,459
"node","book",0,2370,2370,"und",0,489
"node","book",0,2370,2370,"und",1,459
"node","book",0,2371,2371,"und",0,459
"node","book",0,2371,2371,"und",1,518
"node","book",0,2372,2372,"und",0,459
"node","book",0,2372,2372,"und",1,565
"node","book",0,2372,2372,"und",2,676
"node","book",0,2372,2372,"und",3,518
"node","book",0,2373,2373,"und",0,594
"node","book",0,2373,2373,"und",1,676
"node","book",0,2373,2373,"und",2,478
"node","book",0,2374,2374,"und",0,619
"node","book",0,2374,2374,"und",1,489
"node","book",0,2374,2374,"und",2,576
"node","book",0,2374,2374,"und",3,459
"node","book",0,2374,2374,"und",4,551
"node","book",0,2374,2374,"und",5,586
"node","book",0,2374,2374,"und",6,453
"node","book",0,2374,2374,"und",7,478
"node","book",0,2374,2374,"und",8,481
"node","book",0,2375,2375,"und",0,660
"node","book",0,2375,2375,"und",1,516
"node","book",0,2375,2375,"und",2,528
"node","book",0,2375,2375,"und",3,478
"node","book",0,2376,2376,"und",0,631
"node","book",0,2376,2376,"und",1,594
"node","book",0,2376,2376,"und",2,667
"node","book",0,2376,2376,"und",3,595
"node","book",0,2376,2376,"und",4,651
"node","book",0,2378,2378,"und",0,619
"node","book",0,2378,2378,"und",1,676
"node","book",0,2379,2379,"und",0,662
"node","book",0,2379,2379,"und",1,683
"node","book",0,2380,2380,"und",0,459
"node","book",0,2381,2381,"und",0,675
"node","book",0,2382,2382,"und",0,662
"node","book",0,2383,2383,"und",0,489
"node","book",0,2383,2383,"und",1,639
"node","book",0,2384,2384,"und",0,459
"node","book",0,2384,2384,"und",1,466
"node","book",0,2384,2384,"und",2,518
"node","book",0,2385,2385,"und",0,691
"node","book",0,2385,2385,"und",1,491
"node","book",0,2385,2385,"und",2,642
"node","book",0,2385,2385,"und",3,477
"node","book",0,2385,2385,"und",4,478
"node","book",0,2385,2385,"und",5,481
"node","book",0,2386,2386,"und",0,573
"node","book",0,2387,2387,"und",0,631
"node","book",0,2387,2387,"und",1,594
"node","book",0,2387,2387,"und",2,490
"node","book",0,2387,2387,"und",3,716
"node","book",0,2387,2387,"und",4,676
"node","book",0,2387,2387,"und",5,434
"node","book",0,2387,2387,"und",6,435
"node","book",0,2387,2387,"und",7,544
"node","book",0,2387,2387,"und",8,529
"node","book",0,2388,2388,"und",0,434
"node","book",0,2389,2389,"und",0,565
"node","book",0,2390,2390,"und",0,459
"node","book",0,2390,2390,"und",1,518
"node","book",0,2391,2391,"und",0,597
"node","book",0,2391,2391,"und",1,478
"node","book",0,2393,2393,"und",0,489
"node","book",0,2394,2394,"und",0,634
"node","book",0,2395,2395,"und",0,629
"node","book",0,2395,2395,"und",1,491
"node","book",0,2395,2395,"und",2,453
"node","book",0,2395,2395,"und",3,434
"node","book",0,2396,2396,"und",0,667
"node","book",0,2396,2396,"und",1,459
"node","book",0,2397,2397,"und",0,453
"node","book",0,2397,2397,"und",1,478
"node","book",0,2397,2397,"und",2,445
"node","book",0,2397,2397,"und",3,431
"node","book",0,2398,2398,"und",0,459
"node","book",0,2398,2398,"und",1,518
"node","book",0,2399,2399,"und",0,490
"node","book",0,2399,2399,"und",1,580
"node","book",0,2399,2399,"und",2,459
"node","book",0,2399,2399,"und",3,491
"node","book",0,2399,2399,"und",4,737
"node","book",0,2399,2399,"und",5,529
"node","book",0,2400,2400,"und",0,459
"node","book",0,2401,2401,"und",0,529
"node","book",0,2402,2402,"und",0,491
"node","book",0,2403,2403,"und",0,489
"node","book",0,2403,2403,"und",1,492
"node","book",0,2404,2404,"und",0,460
"node","book",0,2404,2404,"und",1,627
"node","book",0,2404,2404,"und",2,461
"node","book",0,2405,2405,"und",0,491
"node","book",0,2407,2407,"und",0,490
"node","book",0,2407,2407,"und",1,460
"node","book",0,2407,2407,"und",2,422
"node","book",0,2407,2407,"und",3,461
"node","book",0,2408,2408,"und",0,460
"node","book",0,2409,2409,"und",0,460
"node","book",0,2410,2410,"und",0,506
"node","book",0,2410,2410,"und",1,453
"node","book",0,2410,2410,"und",2,460
"node","book",0,2410,2410,"und",3,461
"node","book",0,2410,2410,"und",4,529
"node","book",0,2411,2411,"und",0,594
"node","book",0,2411,2411,"und",1,516
"node","book",0,2411,2411,"und",2,771
"node","book",0,2411,2411,"und",3,675
"node","book",0,2411,2411,"und",4,662
"node","book",0,2411,2411,"und",5,683
"node","book",0,2411,2411,"und",6,586
"node","book",0,2411,2411,"und",7,453
"node","book",0,2411,2411,"und",8,704
"node","book",0,2412,2412,"und",0,580
"node","book",0,2412,2412,"und",1,683
"node","book",0,2413,2413,"und",0,683
"node","book",0,2413,2413,"und",1,453
"node","book",0,2414,2414,"und",0,565
"node","book",0,2415,2415,"und",0,459
"node","book",0,2415,2415,"und",1,518
"node","book",0,2416,2416,"und",0,529
"node","book",0,2417,2417,"und",0,547
"node","book",0,2417,2417,"und",1,461
"node","book",0,2417,2417,"und",2,529
"node","book",0,2418,2418,"und",0,627
"node","book",0,2418,2418,"und",1,461
"node","book",0,2418,2418,"und",2,529
"node","book",0,2419,2419,"und",0,595
"node","book",0,2420,2420,"und",0,651
"node","book",0,2421,2421,"und",0,619
"node","book",0,2421,2421,"und",1,594
"node","book",0,2422,2422,"und",0,594
"node","book",0,2422,2422,"und",1,547
"node","book",0,2424,2424,"und",0,778
"node","book",0,2424,2424,"und",1,459
"node","book",0,2424,2424,"und",2,706
"node","book",0,2424,2424,"und",3,434
"node","book",0,2424,2424,"und",4,696
"node","book",0,2425,2425,"und",0,434
"node","book",0,2426,2426,"und",0,683
"node","book",0,2427,2427,"und",0,434
"node","book",0,2428,2428,"und",0,466
"node","book",0,2428,2428,"und",1,434
"node","book",0,2429,2429,"und",0,631
"node","book",0,2430,2430,"und",0,459
"node","book",0,2430,2430,"und",1,518
"node","book",0,2431,2431,"und",0,490
"node","book",0,2431,2431,"und",1,516
"node","book",0,2431,2431,"und",2,508
"node","book",0,2431,2431,"und",3,580
"node","book",0,2431,2431,"und",4,491
"node","book",0,2431,2431,"und",5,565
"node","book",0,2431,2431,"und",6,478
"node","book",0,2431,2431,"und",7,750
"node","book",0,2432,2432,"und",0,459
"node","book",0,2432,2432,"und",1,491
"node","book",0,2433,2433,"und",0,460
"node","book",0,2434,2434,"und",0,661
"node","book",0,2435,2435,"und",0,460
"node","book",0,2436,2436,"und",0,460
"node","book",0,2437,2437,"und",0,490
"node","book",0,2437,2437,"und",1,460
"node","book",0,2438,2438,"und",0,460
"node","book",0,2439,2439,"und",0,662
"node","book",0,2439,2439,"und",1,683
"node","book",0,2440,2440,"und",0,781
"node","book",0,2441,2441,"und",0,459
"node","book",0,2443,2443,"und",0,460
"node","book",0,2444,2444,"und",0,683
"node","book",0,2444,2444,"und",1,460
"node","book",0,2445,2445,"und",0,460
"node","book",0,2446,2446,"und",0,460
"node","book",0,2446,2446,"und",1,461
"node","book",0,2447,2447,"und",0,460
"node","book",0,2448,2448,"und",0,460
"node","book",0,2449,2449,"und",0,460
"node","book",0,2450,2450,"und",0,460
"node","book",0,2450,2450,"und",1,461
"node","book",0,2451,2451,"und",0,459
"node","book",0,2452,2452,"und",0,460
"node","book",0,2453,2453,"und",0,453
"node","book",0,2455,2455,"und",0,443
"node","book",0,2456,2456,"und",0,453
"node","book",0,2457,2457,"und",0,453
"node","book",0,2458,2458,"und",0,460
"node","book",0,2458,2458,"und",1,478
"node","book",0,2459,2459,"und",0,490
"node","book",0,2459,2459,"und",1,460
"node","book",0,2460,2460,"und",0,490
"node","book",0,2460,2460,"und",1,460
"node","book",0,2461,2461,"und",0,683
"node","book",0,2461,2461,"und",1,699
"node","book",0,2462,2462,"und",0,629
"node","book",0,2462,2462,"und",1,434
"node","book",0,2462,2462,"und",2,478
"node","book",0,2463,2463,"und",0,459
"node","book",0,2464,2464,"und",0,516
"node","book",0,2464,2464,"und",1,459
"node","book",0,2465,2465,"und",0,660
"node","book",0,2465,2465,"und",1,508
"node","book",0,2465,2465,"und",2,478
"node","book",0,2466,2466,"und",0,489
"node","book",0,2466,2466,"und",1,634
"node","book",0,2466,2466,"und",2,459
"node","book",0,2466,2466,"und",3,453
"node","book",0,2467,2467,"und",0,460
"node","book",0,2468,2468,"und",0,460
"node","book",0,2469,2469,"und",0,460
"node","book",0,2470,2470,"und",0,489
"node","book",0,2470,2470,"und",1,478
"node","book",0,2470,2470,"und",2,548
"node","book",0,2471,2471,"und",0,453
"node","book",0,2471,2471,"und",1,478
"node","book",0,2472,2472,"und",0,489
"node","book",0,2472,2472,"und",1,490
"node","book",0,2472,2472,"und",2,508
"node","book",0,2472,2472,"und",3,491
"node","book",0,2472,2472,"und",4,485
"node","book",0,2472,2472,"und",5,528
"node","book",0,2472,2472,"und",6,478
"node","book",0,2472,2472,"und",7,547
"node","book",0,2472,2472,"und",8,529
"node","book",0,2473,2473,"und",0,631
"node","book",0,2477,2477,"und",0,489
"node","book",0,2478,2478,"und",0,631
"node","book",0,2479,2479,"und",0,460
"node","book",0,2480,2480,"und",0,460
"node","book",0,2481,2481,"und",0,490
"node","book",0,2481,2481,"und",1,460
"node","book",0,2482,2482,"und",0,460
"node","book",0,2482,2482,"und",1,461
"node","book",0,2483,2483,"und",0,460
"node","book",0,2484,2484,"und",0,460
"node","book",0,2485,2485,"und",0,459
"node","book",0,2485,2485,"und",1,431
"node","book",0,2486,2486,"und",0,757
"node","book",0,2486,2486,"und",1,486
"node","book",0,2487,2487,"und",0,490
"node","book",0,2487,2487,"und",1,491
"node","book",0,2487,2487,"und",2,529
