"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_presented_original_notes_value","field_presented_original_notes_format"
"node","book",0,2194,2194,"und",0,"החיבור הוא מקורי - נכתב ע\"י וייזל, אך פורסם קודם לכן בתוך \"המאסף\".

הוא גם כולל קטע מתורגם - כפי שמציין זאת בפרוש וייזל.","filtered_html"
