"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_hebrew_name_value","field_hebrew_name_format"
"node","person",0,707,707,"und",0,"אריה ליב",NULL
"node","person",0,708,708,"und",0,"אריה ליב (אב\"ד ור\"מ דק\"ק ראטרדם)",NULL
"node","person",0,709,709,"und",0,"אריה ליב (אב\"ד)",NULL
"node","person",0,710,710,"und",0,"אריה ליבש",NULL
"node","person",0,711,711,"und",0,"ארנאלד געץ",NULL
"node","person",0,712,712,"und",0,"ארנאלד ענגעל",NULL
"node","person",0,714,714,"und",0,"ארענשטיין, נתן",NULL
"node","person",0,715,715,"und",0,"אשור",NULL
"node","person",0,716,716,"und",0,"אשר אנשיל שאטלענדר",NULL
"node","person",0,717,717,"und",0,"אשר בר\"א אמבפארט",NULL
"node","person",0,718,718,"und",0,"אשר שעניפליס",NULL
"node","person",0,719,719,"und",0,"באהן, אהרון",NULL
"node","person",0,720,720,"und",0,"באמבארג, משה (פו\"מ)",NULL
"node","person",0,721,721,"und",0,"בארוך ראטה",NULL
"node","person",0,722,722,"und",0,"בובס פליט",NULL
"node","person",0,723,723,"und",0,"פרידלענדר, בונם בר\"ד",NULL
"node","person",0,724,724,"und",0,"בונם בר\"ד פ\"ל",NULL
"node","person",0,725,725,"und",0,"בונם ברא\"ד",NULL
"node","person",0,726,726,"und",0,"בונם קוילא",NULL
"node","person",0,727,727,"und",0,"בוקי (פו\"מ), אליהו",NULL
"node","person",0,728,728,"und",0,"בוקי, אליהו (פו\"מ)",NULL
"node","person",0,729,729,"und",0,"בוקי (פו\"מ), אליהו",NULL
"node","person",0,730,730,"und",0,"בי, ישראל",NULL
"node","person",0,731,731,"und",0,"בילפעלד",NULL
"node","person",0,732,732,"und",0,"בינגר, חיים",NULL
"node","person",0,733,733,"und",0,"בישיץ, ליזר",NULL
"node","person",0,734,734,"und",0,"בלומאן",NULL
"node","person",0,735,735,"und",0,"בלימכה פרידלענדר",NULL
"node","person",0,736,736,"und",0,"בנימין אשכנזי",NULL
"node","person",0,737,737,"und",0,"בנימין בארמאפאר",NULL
"node","person",0,738,738,"und",0,"בנימין בערנשטיין",NULL
"node","person",0,739,739,"und",0,"בנימין בר\"פ (יועץ פנימי לאדונינו המלך יר''ה)",NULL
"node","person",0,740,740,"und",0,"בנימין בר\"פ",NULL
"node","person",0,741,741,"und",0,"בר\"פ (ועץ פנימי לאדונינו המלך יר\"ה), בנימין",NULL
"node","person",0,742,742,"und",0,"בנימין האלברשטאט",NULL
"node","person",0,743,743,"und",0,"בנימין כ\"ץ",NULL
"node","person",0,745,745,"und",0,"בנימין פולדא בשוועד",NULL
"node","person",0,746,746,"und",0,"בנימן ה\"ש",NULL
"node","person",0,747,747,"und",0,"בנעט, מרדכי (רב מדינת מעהרין)",NULL
"node","person",0,748,748,"und",0,"בעללערמאן",NULL
"node","person",0,749,749,"und",0,"בענדיט וועזל",NULL
"node","person",0,750,750,"und",0,"בענדיט יורש",NULL
"node","person",0,751,751,"und",0,"בעניאמין גרינבוים (ג' נורמאלשוללעהרער)",NULL
"node","person",0,752,752,"und",0,"בענעדיקט גאמפערץ",NULL
"node","person",0,753,753,"und",0,"בעער הערצעל",NULL
"node","person",0,754,754,"und",0,"בער אורשל",NULL
"node","person",0,755,755,"und",0,"בער אפפענהיים",NULL
"node","person",0,756,756,"und",0,"בער בן פ\"ומ ר\"מ גוסדארף",NULL
"node","person",0,757,757,"und",0,"בער האן",NULL
"node","person",0,758,758,"und",0,"בער האפנהיים",NULL
"node","person",0,759,759,"und",0,"בער ווירצבורג",NULL
"node","person",0,760,760,"und",0,"בער לעמליין",NULL
"node","person",0,761,761,"und",0,"בער משפליס",NULL
"node","person",0,762,762,"und",0,"בער פליס",NULL
"node","person",0,763,763,"und",0,"בער שלענקער",NULL
"node","person",0,764,764,"und",0,"בער, יודא בר\"ה",NULL
"node","person",0,765,765,"und",0,"בעריש במוהר\"ר משה",NULL
"node","person",0,766,766,"und",0,"בעריש גינסבערג",NULL
"node","person",0,767,767,"und",0,"בערמן ב\"ר זעליגמן מק\"ב",NULL
"node","person",0,768,768,"und",0,"בערמן פ\"ל בק\"ב",NULL
"node","person",0,769,769,"und",0,"בערנארד עדלער פאן עשקלעס",NULL
"node","person",0,770,770,"und",0,"בערנהארד, מאיר",NULL
"node","person",0,771,771,"und",0,"בערענד פרענקל",NULL
"node","person",0,772,772,"und",0,"בערענס בר\"יל שווייצר",NULL
"node","person",0,773,773,"und",0,"בצאל' ברנדס (דיין)",NULL
"node","person",0,774,774,"und",0,"בצלאל ב\"ר זלמן",NULL
"node","person",0,775,775,"und",0,"בראד, משה",NULL
"node","person",0,776,776,"und",0,"בראדינבורג, זנוויל (אב\"ד דק\"ק שטרעליץ)",NULL
"node","person",0,777,777,"und",0,"ברוך ב\"ר שמחה צעל",NULL
"node","person",0,778,778,"und",0,"ברוך בן בהרר מאיר (הזעצר הב'... ממשפחות בעשווי')",NULL
"node","person",0,779,779,"und",0,"ברוך בן צבי הירש",NULL
"node","person",0,780,780,"und",0,"ברוך בערלסהיימער",NULL
"node","person",0,781,781,"und",0,"ברוך בר שמואל",NULL
"node","person",0,782,782,"und",0,"ברוך גינסבערג",NULL
"node","person",0,783,783,"und",0,"ברוך יונה ייסלש (רופא)",NULL
"node","person",0,784,784,"und",0,"ברוך מק\"ב",NULL
"node","person",0,785,785,"und",0,"ברוך משלאחוב",NULL
"node","person",0,786,786,"und",0,"ברוך עשווא",NULL
"node","person",0,787,787,"und",0,"ברוך פרענקל (בחורי חמד)",NULL
"node","person",0,788,788,"und",0,"ברוך קעסלין",NULL
"node","person",0,789,789,"und",0,"ברונשוויג, לאזי בן פו\"מ ליב",NULL
"node","person",0,790,790,"und",0,"ברונשוויג, ליב (פו\"מ)",NULL
"node","person",0,791,791,"und",0,"ברונשוויג, מאנש",NULL
"node","person",0,793,793,"und",0,"ברידער פייט",NULL
"node","person",0,794,794,"und",0,"בריחמי, משה",NULL
"node","person",0,795,795,"und",0,"ברימטי, משה",NULL
"node","person",0,796,796,"und",0,"ברלין, אנשיל",NULL
"node","person",0,797,797,"und",0,"ברסלא (בנו של \"הצדיק המנוח הגאון בענדיט\"), ראובן בן שמואל",NULL
"node","person",0,798,798,"und",0,"ברעסלויא, ראובן בר\"ש",NULL
"node","person",0,800,800,"und",0,"גאנו, אברהם",NULL
"node","person",0,801,801,"und",0,"גבריאל בן נטע אוטיץ",NULL
"node","person",0,802,802,"und",0,"גבריאל בעללאק",NULL
"node","person",0,803,803,"und",0,"גבריאל גבר",NULL
"node","person",0,804,804,"und",0,"גבריאל געזור",NULL
"node","person",0,805,805,"und",0,"גבריאל דריזן בל\"ב",NULL
"node","person",0,806,806,"und",0,"גבריאל נאטהאן וועהלע",NULL
"node","person",0,807,807,"und",0,"גבריאל פרענקל פרימוס",NULL
"node","person",0,808,808,"und",0,"גדלי' זיסקינד",NULL
"node","person",0,811,811,"und",0,"גומפל פאצדאם",NULL
"node","person",0,812,812,"und",0,"גומפל, מרדכי",NULL
"node","person",0,813,813,"und",0,"גומפריך עטטנהיים, פ\"ומ",NULL
"node","person",0,814,814,"und",0,"גוסטאף השלישי, מלך שוודיה",NULL
"node","person",0,815,815,"und",0,"גס, משה ב\"ר בערמן",NULL
"node","person",0,816,816,"und",0,"געבר, אייזק",NULL
"node","person",0,817,817,"und",0,"געבר, דניאל",NULL
"node","person",0,818,818,"und",0,"געבר, הירש",NULL
"node","person",0,819,819,"und",0,"געץ אמשטרדאם",NULL
"node","person",0,820,820,"und",0,"געץ ג' אופפעהיים",NULL
"node","person",0,821,821,"und",0,"געץ לעווי",NULL
"node","person",0,822,822,"und",0,"גערסאן גאלדבערגער",NULL
"node","person",0,823,823,"und",0,"גראף וויקטאר פאוולאוויטש קאטשוביי'",NULL
"node","person",0,825,825,"und",0,"גרשון ברוינשווייג",NULL
"node","person",0,826,826,"und",0,"גרשון חפ\"קק פרנקפורט דאדר",NULL
"node","person",0,827,827,"und",0,"גרשון ניימאן",NULL
"node","person",0,828,828,"und",0,"דאוויד איזאק ארנשטיינער",NULL
"node","person",0,829,829,"und",0,"דאוויד האאז",NULL
"node","person",0,830,830,"und",0,"דאוויד ווארטפעלד",NULL
"node","person",0,831,831,"und",0,"דאוויד רעכטניטץ",NULL
"node","person",0,832,832,"und",0,"דובער בן אביגדור גצבורג/גינצבורג",NULL
"node","person",0,833,833,"und",0,"דוד",NULL
"node","person",0,834,834,"und",0,"דוד (אב\"ד אלטונה, המבורג וואנזיבעק)",NULL
"node","person",0,835,835,"und",0,"דוד (חו\"בק סטנאב והגליל)",NULL
"node","person",0,836,836,"und",0,"דוד אופנהייימר",NULL
"node","person",0,837,837,"und",0,"דוד ב\"ה פייבש שלאס פ\"פ",NULL
"node","person",0,838,838,"und",0,"דוד ב\"ר הלל פ\"ש",NULL
"node","person",0,839,839,"und",0,"דוד בן בענדיט ווינג",NULL
"node","person",0,840,840,"und",0,"דוד בן נפתלי הירש (אב\"ד דק\"ק ברלין)",NULL
"node","person",0,841,841,"und",0,"דוד בן רפאל מילדולה",NULL
"node","person",0,842,842,"und",0,"דוד בר הלל פ\"ש",NULL
"node","person",0,843,843,"und",0,"דוד בר\"א בר\"פ",NULL
"node","person",0,844,844,"und",0,"דוד בר\"ל גאלדשטיקר",NULL
"node","person",0,845,845,"und",0,"דוד היימאן",NULL
"node","person",0,846,846,"und",0,"דוד הכהן די אזיוידו (אב\"ד ור\"מ דק\"ק ספרדיים באמסטרדם)",NULL
"node","person",0,847,847,"und",0,"דוד ווערטהיים",NULL
"node","person",0,848,848,"und",0,"דוד ווערטהיימער",NULL
"node","person",0,849,849,"und",0,"דוד ווערטהיימר",NULL
"node","person",0,850,850,"und",0,"דוד זאקס",NULL
"node","person",0,851,851,"und",0,"דוד טעבל מבראד",NULL
"node","person",0,852,852,"und",0,"דוד כהן",NULL
"node","person",0,853,853,"und",0,"דוד לאנדאה",NULL
"node","person",0,854,854,"und",0,"דוד מברלין (אב\"ד ד\"ק אה\"וב)",NULL
"node","person",0,855,855,"und",0,"דוד סמטור",NULL
"node","person",0,856,856,"und",0,"דוד פ\"ל",NULL
"node","person",0,857,857,"und",0,"דוד פערנבאך",NULL
"node","person",0,858,858,"und",0,"דוד פראנצאז",NULL
"node","person",0,859,859,"und",0,"דוד שלעזינגר בה\"ב",NULL
"node","person",0,860,860,"und",0,"דייני פפ\"דא",NULL
"node","person",0,861,861,"und",0,"דניאל בן דוד הכהן (אב\"ד ור\"מ דק\"ק ספרדים)",NULL
"node","person",0,862,862,"und",0,"דניאל בר\"ש סגל",NULL
"node","person",0,863,863,"und",0,"דניאל ברלין",NULL
"node","person",0,864,864,"und",0,"דניאל לעוויע",NULL
"node","person",0,865,865,"und",0,"דניאל עלקש",NULL
"node","person",0,866,866,"und",0,"האבער",NULL
"node","person",0,867,867,"und",0,"האללענדר",NULL
"node","person",0,868,868,"und",0,"האללענדר, שמעון",NULL
"node","person",0,869,869,"und",0,"האמבורג, איסר",NULL
"node","person",0,870,870,"und",0,"האן, משה בר\"י",NULL
"node","person",0,871,871,"und",0,"האפגאלדשטיקר",NULL
"node","person",0,872,872,"und",0,"הומברג, איסר",NULL
"node","person",0,874,874,"und",0,"הורוויץ, שעפטיל (מאור הגולה, מהור\"ר)",NULL
"node","person",0,875,875,"und",0,"היימאן יאקאביא",NULL
"node","person",0,876,876,"und",0,"היימאן מאזעס",NULL
"node","person",0,877,877,"und",0,"היינריך הענאך",NULL
"node","person",0,878,878,"und",0,"היינריך לאקענבאכער",NULL
"node","person",0,879,879,"und",0,"הייצפעלד, זנוויל",NULL
"node","person",0,880,880,"und",0,"הילל זילבערשטיין",NULL
"node","person",0,881,881,"und",0,"הינדא פרידלענדר (אשר ר' חיים ליב פרידלענדר)",NULL
"node","person",0,882,882,"und",0,"הירץ (רופא)",NULL
"node","person",0,883,883,"und",0,"הירץ (דאקטר ופראפעסר)",NULL
"node","person",0,884,884,"und",0,"הירץ בינג",NULL
"node","person",0,885,885,"und",0,"הירץ בער (פו\"מ)",NULL
"node","person",0,886,886,"und",0,"הירץ בר\"מ (דאקטר)",NULL
"node","person",0,887,887,"und",0,"הירץ ברוכזאל",NULL
"node","person",0,888,888,"und",0,"הירץ האלבערשטאם",NULL
"node","person",0,889,889,"und",0,"הירץ מורא כ\"ץ",NULL
"node","person",0,890,890,"und",0,"הירץ שלעזינגר",NULL
"node","person",0,891,891,"und",0,"הירץ, פ\"ומ",NULL
"node","person",0,892,892,"und",0,"הירש ב\"ר מענדל ק\"ל בק\"ב",NULL
"node","person",0,893,893,"und",0,"הירש בארוך",NULL
"node","person",0,894,894,"und",0,"(געמיינדעפארשטעהער) הירש ביק",NULL
"node","person",0,895,895,"und",0,"הירש בן הרב מאלעקסניץ",NULL
"node","person",0,896,896,"und",0,"הירש בן פ\"ומ ר\"י ק\"וו ז\"ל",NULL
"node","person",0,897,897,"und",0,"הירש בערן שטיין",NULL
"node","person",0,898,898,"und",0,"הירש בר''נ",NULL
"node","person",0,899,899,"und",0,"הירש בר\"א מדריזן",NULL
"node","person",0,900,900,"und",0,"הירש בר\"י דאנציג",NULL
"node","person",0,901,901,"und",0,"הירש בר\"ם פרענקל",NULL
"node","person",0,902,902,"und",0,"הירש בר\"נ",NULL
"node","person",0,903,903,"und",0,"הירש בר\"נ (פו\"מ)",NULL
"node","person",0,904,904,"und",0,"הירש בר\"ק שטרעליץ",NULL
"node","person",0,905,905,"und",0,"הירש ברוו\"הש",NULL
"node","person",0,906,906,"und",0,"הירש גוטרבאק",NULL
"node","person",0,907,907,"und",0,"הירש גונצענהויזן",NULL
"node","person",0,908,908,"und",0,"הירש האלבערשטאם (געמיינדעפארשטעהער)",NULL
"node","person",0,909,909,"und",0,"הירש האנק",NULL
"node","person",0,910,910,"und",0,"הירש הערפורט",NULL
"node","person",0,911,911,"und",0,"הירש ווייל",NULL
"node","person",0,912,912,"und",0,"הירש זאקס",NULL
"node","person",0,913,913,"und",0,"הירש לאנדויא",NULL
"node","person",0,914,914,"und",0,"הירש מינדן בק\"ב",NULL
"node","person",0,915,915,"und",0,"הירש צומעלס",NULL
"node","person",0,916,916,"und",0,"הירש קוא (בחורי חמד)",NULL
"node","person",0,917,917,"und",0,"הירש קלמן מא\"ד",NULL
"node","person",0,918,918,"und",0,"הירש קעסלין בה\"ש",NULL
"node","person",0,919,919,"und",0,"הירש קרא",NULL
"node","person",0,920,920,"und",0,"הירש רעכעלס",NULL
"node","person",0,921,921,"und",0,"הירש שטראלזונד",NULL
"node","person",0,922,922,"und",0,"הכהן, נפתלי (נשיא ק\"ק צפת תו\"בב)",NULL
"node","person",0,925,925,"und",0,"הלברשטט, וואלף (מנהיג)",NULL
"node","person",0,926,926,"und",0,"העלפט, איזק",NULL
"node","person",0,927,927,"und",0,"העלפט, געטשליק",NULL
"node","person",0,928,928,"und",0,"העלפט, משה",NULL
"node","person",0,929,929,"und",0,"הענאך ב\"ר משה ליב",NULL
"node","person",0,930,930,"und",0,"הענוך קוטן פלון",NULL
"node","person",0,931,931,"und",0,"הענוך ראקצין",NULL
"node","person",0,932,932,"und",0,"הענלי בכ\"ה ר\"י באטיוויס",NULL
"node","person",0,934,934,"und",0,"הענשיל",NULL
"node","person",0,935,935,"und",0,"העסיל משווערין",NULL
"node","person",0,936,936,"und",0,"הערמאן שטראסער",NULL
"node","person",0,937,937,"und",0,"הערץ עטטינגער",NULL
"node","person",0,938,938,"und",0,"הערר באראן בער אשקלאס",NULL
"node","person",0,939,939,"und",0,"הערר באראן נתן ארנשטיין",NULL
"node","person",0,940,940,"und",0,"הערשל קאליש",NULL
"node","person",0,941,941,"und",0,"הק' ליזר גרין הוט",NULL
"node","person",0,943,943,"und",0,"הרש שווייצר",NULL
"node","person",0,944,944,"und",0,"ואקס (קאנדאקטר)",NULL
"node","person",0,945,945,"und",0,"וו' ע' פ' א'",NULL
"node","person",0,946,946,"und",0,"וואלף אויערבאך",NULL
"node","person",0,947,947,"und",0,"וואלף ב\"ר בערמן פ\"ל",NULL
"node","person",0,948,948,"und",0,"וואלף באטיוויס",NULL
"node","person",0,949,949,"und",0,"וואלף באמבערג בק\"ב",NULL
"node","person",0,950,950,"und",0,"וואלף בב\"ה ר\"י באטיוויס",NULL
"node","person",0,951,951,"und",0,"וואלף בן הריין ר\"ש ענדל",NULL
"node","person",0,952,952,"und",0,"וואלף בענעדיקט מאנדעל",NULL
"node","person",0,953,953,"und",0,"וואלף בערן שטיין",NULL
"node","person",0,954,954,"und",0,"וואלף בר יעקב צבי",NULL
"node","person",0,955,955,"und",0,"וואלף בר\"ז מש\"ב",NULL
"node","person",0,956,956,"und",0,"וואלף בר\"י",NULL
"node","person",0,957,957,"und",0,"וואלף בר\"ש סג\"ל",NULL
"node","person",0,958,958,"und",0,"וואלף ברעטצפ'עלר",NULL
"node","person",0,959,959,"und",0,"וואלף גדלש",NULL
"node","person",0,960,960,"und",0,"וואלף האללי",NULL
"node","person",0,961,961,"und",0,"וואלף האללי",NULL
"node","person",0,962,962,"und",0,"וואלף המבורג, גד\"תת",NULL
"node","person",0,963,963,"und",0,"וואלף הערצפעלד",NULL
"node","person",0,964,964,"und",0,"וואלף זאקסעל",NULL
"node","person",0,965,965,"und",0,"וואלף יאעל פאצדאמער",NULL
"node","person",0,966,966,"und",0,"וואלף יוליץ",NULL
"node","person",0,967,967,"und",0,"וואלף ליכטנשטאט",NULL
"node","person",0,968,968,"und",0,"וואלף לעויזאן",NULL
"node","person",0,969,969,"und",0,"וואלף מאשלש",NULL
"node","person",0,970,970,"und",0,"וואלף מזלאטאווי'",NULL
"node","person",0,971,971,"und",0,"וואלף נאסויא",NULL
"node","person",0,972,972,"und",0,"וואלף נייאבורג, פ\"ומ",NULL
"node","person",0,973,973,"und",0,"וואלף עטטלינגען",NULL
"node","person",0,974,974,"und",0,"וואלף פ\"ל בק\"ב ג\"ס",NULL
"node","person",0,975,975,"und",0,"וואלף פולאיי",NULL
"node","person",0,976,976,"und",0,"וואלף פירד",NULL
"node","person",0,977,977,"und",0,"וואלף פרידבערג",NULL
"node","person",0,978,978,"und",0,"וואלף צבי",NULL
"node","person",0,979,979,"und",0,"ווייזל, אהרון",NULL
"node","person",0,980,980,"und",0,"ווייזל, מאיר בר\"ל",NULL
"node","person",0,981,981,"und",0,"ווייזעלס עללינגען",NULL
"node","person",0,982,982,"und",0,"ווייל, מאיר שמעון",NULL
"node","person",0,983,983,"und",0,"Wolf, Joseph",NULL
"node","person",0,984,984,"und",0,"ווערטהיים, זעליגמן",NULL
"node","person",0,985,985,"und",0,"ווערסש, עזריאל",NULL
"node","person",0,986,986,"und",0,"זאב וואלף",NULL
"node","person",0,987,987,"und",0,"זאב וואלף גאלדענבערג",NULL
"node","person",0,988,988,"und",0,"זאקס (קונרעקטער)",NULL
"node","person",0,989,989,"und",0,"זאקס, ישראל",NULL
"node","person",0,990,990,"und",0,"זאקס, שלמה",NULL
"node","person",0,991,991,"und",0,"זונדל ב\"ר הירש",NULL
"node","person",0,992,992,"und",0,"זילץ, חיים",NULL
"node","person",0,993,993,"und",0,"זימל גונציהויזען",NULL
"node","person",0,994,994,"und",0,"זימן אייזק עסטענפעלד",NULL
"node","person",0,995,995,"und",0,"זיסל אסטראדע בה\"ש",NULL
"node","person",0,996,996,"und",0,"זיסקינד קאליר (געמיינדעפארשטעהער)",NULL
"node","person",0,997,997,"und",0,"זכרי'",NULL
"node","person",0,998,998,"und",0,"זכרי' ב\"ר פייטל",NULL
"node","person",0,999,999,"und",0,"זכרי' בר\"פ קליף ז\"ל",NULL
"node","person",0,1000,1000,"und",0,"זכרי' מענדיל (חו\"בק יערסלוב)",NULL
"node","person",0,1001,1001,"und",0,"זכרי' מענדל ברנ\"פ",NULL
"node","person",0,1002,1002,"und",0,"זלמונא פיורדא",NULL
"node","person",0,1003,1003,"und",0,"זלמן בן משה ווינג",NULL
"node","person",0,1004,1004,"und",0,"זלמן בעער",NULL
"node","person",0,1005,1005,"und",0,"זלמן דעסויא",NULL
"node","person",0,1006,1006,"und",0,"זלמן דש\"ט",NULL
"node","person",0,1007,1007,"und",0,"זלמן הירש (אב\"ד ור\"מ פיורדא)",NULL
"node","person",0,1008,1008,"und",0,"זלמן הירש ב\"ר יוסף ליב נייאבורג",NULL
"node","person",0,1009,1009,"und",0,"זלמן הלוי בן רפאל",NULL
"node","person",0,1010,1010,"und",0,"זלמן הצפעלד",NULL
"node","person",0,1011,1011,"und",0,"זלמן טעדעסקא",NULL
"node","person",0,1012,1012,"und",0,"זלמן ליב אקס",NULL
"node","person",0,1013,1013,"und",0,"זלמן ליסא בפ\"ד",NULL
"node","person",0,1014,1014,"und",0,"זלמן פ\"ד",NULL
"node","person",0,1015,1015,"und",0,"זלמן פרידבערג",NULL
"node","person",0,1016,1016,"und",0,"זלמן ק\"ב",NULL
"node","person",0,1017,1017,"und",0,"זלמן קאסל בק\"ב",NULL
"node","person",0,1018,1018,"und",0,"זלמן שווייצר",NULL
"node","person",0,1019,1019,"und",0,"זלמן שרד\"פ",NULL
"node","person",0,1020,1020,"und",0,"זנוויל אשר, פ\"ומ",NULL
"node","person",0,1021,1021,"und",0,"זנוויל בר''נ",NULL
"node","person",0,1022,1022,"und",0,"זנוויל בר\"א פ\"פ",NULL
"node","person",0,1023,1023,"und",0,"זנוויל בר\"ה בר\"ן",NULL
"node","person",0,1024,1024,"und",0,"זנוויל בר\"נ",NULL
"node","person",0,1025,1025,"und",0,"זנוויל בר\"נ באמבורג",NULL
"node","person",0,1026,1026,"und",0,"זנוויל הכהן",NULL
"node","person",0,1027,1027,"und",0,"זנוויל וויינשענק",NULL
"node","person",0,1028,1028,"und",0,"זנוויל נייא גאס (יושב בבה\"מ [מפרנקפורט דאודר])",NULL
"node","person",0,1029,1029,"und",0,"זנוויל נייאגאס (רב ודיין (הסכמת רבני יושבי על מדין))",NULL
"node","person",0,1030,1030,"und",0,"זנוויל עטהויסען",NULL
"node","person",0,1031,1031,"und",0,"זנוויל פ\"ל בק\"ב",NULL
"node","person",0,1032,1032,"und",0,"זנוויל פייאגס",NULL
"node","person",0,1033,1033,"und",0,"זעליג בער הארשיטץ",NULL
"node","person",0,1034,1034,"und",0,"זעליג ליגניץ",NULL
"node","person",0,1035,1035,"und",0,"זעליג ליפשיץ בק\"ב",NULL
"node","person",0,1036,1036,"und",0,"זעליג שטיינבאך",NULL
"node","person",0,1037,1037,"und",0,"זעליגמן אולמאן",NULL
"node","person",0,1038,1038,"und",0,"זעליגמן בר\"י בק\"ב",NULL
"node","person",0,1039,1039,"und",0,"זעליגמן דיטלבאך",NULL
"node","person",0,1040,1040,"und",0,"זעליגמן עטטלינגען, פ\"ומ",NULL
"node","person",0,1041,1041,"und",0,"זעקל רעגענסבורג",NULL
"node","person",0,1042,1042,"und",0,"זק\"ש, יואל בן יקותיאל (דיין דק\"ק ברלין [מגלוגא])",NULL
"node","person",0,1043,1043,"und",0,"חיאן, צדוק",NULL
"node","person",0,1044,1044,"und",0,"חיוס, טיבאל",NULL
"node","person",0,1046,1046,"und",0,"חיים",NULL
"node","person",0,1047,1047,"und",0,"חיים (חייקא)",NULL
"node","person",0,1048,1048,"und",0,"חיים אדלער",NULL
"node","person",0,1049,1049,"und",0,"חיים ב\"ר אפרים בר\"מ",NULL
"node","person",0,1050,1050,"und",0,"חיים ב\"ר הירץ",NULL
"node","person",0,1051,1051,"und",0,"חיים בן ר' יוסף בר\"פ ז\"ל",NULL
"node","person",0,1052,1052,"und",0,"חיים בר יוסף סופר",NULL
"node","person",0,1053,1053,"und",0,"חיים בר\"א בר\"פ",NULL
"node","person",0,1054,1054,"und",0,"חיים בר\"א יורש",NULL
"node","person",0,1055,1055,"und",0,"חיים בר\"י סופר",NULL
"node","person",0,1056,1056,"und",0,"חיים ברעזכין פרימוס דמדינה",NULL
"node","person",0,1057,1057,"und",0,"חיים האלבערשטאם",NULL
"node","person",0,1058,1058,"und",0,"לאנצבורג (מהו'), חיים",NULL
"node","person",0,1059,1059,"und",0,"חיים מארקברייט",NULL
"node","person",0,1060,1060,"und",0,"חיים מצאנז",NULL
"node","person",0,1061,1061,"und",0,"חיים מצאנז (המקובל האלהי הרב)",NULL
"node","person",0,1062,1062,"und",0,"חיים משה מאשלש (בחורי חמד)",NULL
"node","person",0,1063,1063,"und",0,"חיים נחמי' מזרחי (ככל הנראה, דמות בדוייה)",NULL
"node","person",0,1064,1064,"und",0,"חיים ראשמין (בחורי חמד)",NULL
"node","person",0,1065,1065,"und",0,"חלם, שלמה בן משה",NULL
"node","person",0,1066,1066,"und",0,"חלפן, דניאל בר\"ש",NULL
"node","person",0,1067,1067,"und",0,"חלפן, שלמה (גובה)",NULL
"node","person",0,1068,1068,"und",0,"חנה פיוואני (אמו של פיבני, יוסף בן איזק, כהנא)",NULL
"node","person",0,1069,1069,"und",0,"חנוך הענך במהורר שמואל זצ\"ל שיק",NULL
"node","person",0,1070,1070,"und",0,"ט' שטיינסבערג",NULL
"node","person",0,1072,1072,"und",0,"טובי'",NULL
"node","person",0,1073,1073,"und",0,"טובי' בעז זצ\"ל (ר\"ר)",NULL
"node","person",0,1074,1074,"und",0,"טויסק, ישראל",NULL
"node","person",0,1075,1075,"und",0,"טעבלי ב\"ר קאפיל ריס",NULL
"node","person",0,1076,1076,"und",0,"טעבלי בר\"י מקראסן",NULL
"node","person",0,1077,1077,"und",0,"טעבלי העס (אב\"ד)",NULL
"node","person",0,1078,1078,"und",0,"טעבלי פ\"ד",NULL
"node","person",0,1079,1079,"und",0,"טריידעל משוורין",NULL
"node","person",0,1080,1080,"und",0,"יאאכים היים",NULL
"node","person",0,1081,1081,"und",0,"יאאכים הערש",NULL
"node","person",0,1082,1082,"und",0,"יאאכים וויינמייער",NULL
"node","person",0,1083,1083,"und",0,"יאול יאכימסטהאל",NULL
"node","person",0,1084,1084,"und",0,"יאזעף אפפנהיים",NULL
"node","person",0,1085,1085,"und",0,"יאזעף ברוך",NULL
"node","person",0,1086,1086,"und",0,"יאזעף גרינבוים",NULL
"node","person",0,1087,1087,"und",0,"יאזעף הירש",NULL
"node","person",0,1088,1088,"und",0,"יאזעף הירשפעלד",NULL
"node","person",0,1089,1089,"und",0,"יאזעף ווייסענבערג",NULL
"node","person",0,1090,1090,"und",0,"יאזעף לאצארוס לעווי",NULL
"node","person",0,1091,1091,"und",0,"יאזעף לעווי",NULL
"node","person",0,1092,1092,"und",0,"יאזעף מאזעס קאהן",NULL
"node","person",0,1093,1093,"und",0,"יאזעף מארקברייטער",NULL
"node","person",0,1094,1094,"und",0,"יאזעף קינדערפריינד",NULL
"node","person",0,1095,1095,"und",0,"יאנאטהאן הארשיטצער (ג' קרייזשולען דיריגענד)",NULL
"node","person",0,1096,1096,"und",0,"יאנאס מיללער",NULL
"node","person",0,1097,1097,"und",0,"יאנאס פירטה",NULL
"node","person",0,1099,1099,"und",0,"יאסעף ליידעסדארפער",NULL
"node","person",0,1100,1100,"und",0,"יאסעף לעהמאן",NULL
"node","person",0,1101,1101,"und",0,"יאסעף שטרים",NULL
"node","person",0,1102,1102,"und",0,"יאעל בק\"ב (דאקטער)",NULL
"node","person",0,1103,1103,"und",0,"יאקאב אדלער",NULL
"node","person",0,1104,1104,"und",0,"יאקאב אפפענהיים",NULL
"node","person",0,1105,1105,"und",0,"יאקאב גאטטליעב",NULL
"node","person",0,1106,1106,"und",0,"יאקאב ווערטהיים",NULL
"node","person",0,1107,1107,"und",0,"יאקאב ליידענסדארף",NULL
"node","person",0,1108,1108,"und",0,"יאקאב סאקידלאוו",NULL
"node","person",0,1109,1109,"und",0,"יאקאב ק' סוידעק",NULL
