"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,field_geolocation_lat,field_geolocation_lng,field_geolocation_lat_sin,field_geolocation_lat_cos,field_geolocation_lng_rad
"taxonomy_term","cities",0,1,1,"und",0,53.55,9.93333,0.80437563527008,0.59412106290204,0.17336931418713
"taxonomy_term","cities",0,2,2,"und",0,53.62805,11.41582,0.80518421791964,0.59302476779064,0.19924364581502
"taxonomy_term","cities",0,3,3,"und",0,52.37403,4.88969,0.79201300635672,0.61050421600656,0.085341189901842
"taxonomy_term","cities",0,4,4,"und",0,53.85637,13.68965,0.8075409842233,0.58981146038345,0.23892946594564
"taxonomy_term","cities",0,5,5,"und",0,50.30107,8.5102,0.76941148391641,0.63875344884983,0.14853101000322
"taxonomy_term","cities",0,6,6,"und",0,46.33333,21.75,0.72336892246227,0.69046173102915,0.37960911230877
"taxonomy_term","cities",0,8,8,"und",0,48.36733,10.89213,0.74741939884762,0.66435249847221,0.19010353105525
"taxonomy_term","cities",0,9,9,"und",0,49.8934,10.89115,0.76484719812802,0.64421173810768,0.19008642682858
"taxonomy_term","cities",0,10,10,"und",0,41.38879,2.15899,0.66116509237946,0.75024044187104,0.037681484017632
"taxonomy_term","cities",0,11,11,"und",0,47.55773,7.59361,0.73795767266777,0.67484699995686,0.13253349661237
"taxonomy_term","cities",0,12,12,"und",0,49.94782,11.57893,0.76545873061593,0.64348498950935,0.20209045235795
"taxonomy_term","cities",0,14,14,"und",0,52.52437,13.41053,0.79361219712099,0.60842393163057,0.23405790293748
"taxonomy_term","cities",0,15,15,"und",0,46.94761,7.40645,0.73072979167524,0.68266680859572,0.12926693838433
"taxonomy_term","cities",0,16,16,"und",0,51.79464,11.7401,0.78579903784911,0.6184819092871,0.20490339951339
"taxonomy_term","cities",0,20,20,"und",0,52.03333,8.53333,0.78836876176631,0.61520297095435,0.14893470465921
"taxonomy_term","cities",0,22,22,"und",0,51.44026,10.57202,0.78195866064678,0.62333029209199,0.18451655758669
"taxonomy_term","cities",0,24,24,"und",0,50.73438,7.09549,0.77422012690895,0.63291642030294,0.12383966254233
"taxonomy_term","cities",0,25,25,"und",0,44.58639,5.13444,0.70198389901077,0.71219281485398,0.089612883246098
"taxonomy_term","cities",0,26,26,"und",0,52.33333,13.2,0.79157913550729,0.61106666758181,0.23038346126325
"taxonomy_term","cities",0,27,27,"und",0,52.26471,10.52333,0.79084672708222,0.61201425985294,0.18366675677389
"taxonomy_term","cities",0,28,28,"und",0,51.1,17.03333,0.77824314852602,0.62796305764934,0.29728769107873
"taxonomy_term","cities",0,29,29,"und",0,52.09755,23.68775,0.78905781693004,0.61431894121995,0.41342922988929
"taxonomy_term","cities",0,31,31,"und",0,49.19522,16.60796,0.75694054026778,0.65348375534448,0.28986358403952
"taxonomy_term","cities",0,32,32,"und",0,50.08791,25.15027,0.76702978225375,0.64161149704144,0.43895501926555
"taxonomy_term","cities",0,33,33,"und",0,40.6501,-73.94958,0.6514378827825,0.75870197368654,-1.2906636514669
"taxonomy_term","cities",0,34,34,"und",0,49.12426,8.59804,0.75613062971424,0.6544207139203,0.15006410721817
"taxonomy_term","cities",0,35,35,"und",0,49.1,11.9,0.75585346916764,0.65474081371734,0.20769418098733
"taxonomy_term","cities",0,37,37,"und",0,30.08521,-97.84028,0.5012873952866,0.86528084881544,-1.7076350270732
"taxonomy_term","cities",0,38,38,"und",0,47.49801,19.03991,0.73725387173114,0.67561581436305,0.33230911878339
"taxonomy_term","cities",0,40,40,"und",0,50.14093,11.25205,0.7676231840802,0.64090143334414,0.19638532009903
"taxonomy_term","cities",0,41,41,"und",0,52.2,0.11667,0.79015501237569,0.61290705365298,0.0020362756383018
"taxonomy_term","cities",0,42,42,"und",0,45.13336,8.45714,0.70875070559677,0.70545902596542,0.14760493830211
"taxonomy_term","cities",0,43,43,"und",0,52.62264,10.08047,0.79465455854382,0.60706188530127,0.17593739164851
"taxonomy_term","cities",0,44,44,"und",0,48.47796,2.32815,0.74870077495351,0.66290810040609,0.040633882980306
"taxonomy_term","cities",0,47,47,"und",0,46.85212,9.52965,0.72959103468592,0.68388370510338,0.16632376906268
"taxonomy_term","cities",0,49,49,"und",0,55.67594,12.56553,0.82586158230396,0.56387289957437,0.21930987075812
"taxonomy_term","cities",0,50,50,"und",0,33.5102,36.29128,0.55208542790762,0.83378755105366,0.63340232576317
"taxonomy_term","cities",0,51,51,"und",0,46.13803,-99.47484,0.72101119749487,0.69292341069343,-1.7361634808946
"taxonomy_term","cities",0,53,53,"und",0,-31.34395,26.55501,-0.52017439059276,0.85406007011887,0.46347235740002
"taxonomy_term","cities",0,54,54,"und",0,51.83864,12.24555,0.78627376610411,0.61787827663421,0.21372516621759
"taxonomy_term","cities",0,55,55,"und",0,51.93855,8.87318,0.78735000061906,0.61650626641192,0.15486620612211
"taxonomy_term","cities",0,56,56,"und",0,51.58052,15.99016,0.78348222791534,0.62141419241985,0.2790809399207
"taxonomy_term","cities",0,60,60,"und",0,51.05,13.75,0.77769485111573,0.62864196371869,0.23998277214922
"taxonomy_term","cities",0,61,61,"und",0,51.53935,6.66945,0.7830355072474,0.62197700471143,0.11640386179714
"taxonomy_term","cities",0,63,63,"und",0,50.41694,25.73432,0.77070166909233,0.63719615289038,0.44914861476183
