"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_copy_of_book_used_value","field_copy_of_book_used_format"
"node","book",0,2339,2339,"und",0,"לאומית:
R 69 A 2149","filtered_html"
"node","book",0,2340,2340,"und",0,"SO 22V 11517","filtered_html"
"node","book",0,2341,2341,"und",0,"S 22 V 3550","filtered_html"
"node","book",0,2342,2342,"und",0,"S 22 V 3550","filtered_html"
"node","book",0,2343,2343,"und",0,"עותק בבר אילן (מיקרופילם)","filtered_html"
"node","book",0,2344,2344,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2346,2346,"und",0,"עותק ב\"אוסף שלום\", הספריה הלאומית.

על העותק שנבדק נרשמו דברים בכ\"י, בין היתר (כנראה ע\"י שלום): \"הספר הראשון (אחרי זמיר עריצים) נגד החסידים (מאמר א' וב')\"","filtered_html"
"node","book",0,2347,2347,"und",0,"עותק בספריה הלאומית (עותק 1)","filtered_html"
"node","book",0,2348,2348,"und",0,"עותק בספריה הלאומית (עותק 2)","filtered_html"
"node","book",0,2349,2349,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2350,2350,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2351,2351,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2352,2352,"und",0,"עותק בתל אביב","filtered_html"
"node","book",0,2354,2354,"und",0,"הספרייה הלאומית העברית
S 52 A 394","filtered_html"
"node","book",0,2355,2355,"und",0,"עותק בתל אביב","filtered_html"
"node","book",0,2356,2356,"und",0,"הלאומית העברית 
S 35 V 1820","filtered_html"
"node","book",0,2357,2357,"und",0,"בר-אילן:

A19 חור.עמ תקס\"ג","filtered_html"
"node","book",0,2358,2358,"und",0,"לאומית:

S 23 V 5842","filtered_html"
"node","book",0,2359,2359,"und",0,"עותק מצולם באוסף שלום, הספריה הלאומית","filtered_html"
"node","book",0,2360,2360,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2362,2362,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2363,2363,"und",0,"ספריית אוניברסיטת תל אביב 
296.158 אבן","filtered_html"
"node","book",0,2364,2364,"und",0,"עותק ספריית פרנקפורט (דיגיטלי)","filtered_html"
"node","book",0,2365,2365,"und",0,"הלאומית העברית R 67 A 3914","filtered_html"
"node","book",0,2366,2366,"und",0,"עותק באוניברסיטת בר אילן","filtered_html"
"node","book",0,2368,2368,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2369,2369,"und",0,"עותק בבית אריאלה","filtered_html"
"node","book",0,2370,2370,"und",0,"עותק באונ' בר אילן","filtered_html"
"node","book",0,2371,2371,"und",0,"בר-אילן:

B450.9 הכי.שפ תק\"ן
S מיוחדים","filtered_html"
"node","book",0,2372,2372,"und",0,"בר אילן
 
B450.9 סטנ.שפ תקל\"ג

(שער הספר בבר אילן היה פגום מעט, והשלמתי אותו על ידי העותק שבלאומית)","filtered_html"
"node","book",0,2373,2373,"und",0,"בר אילן:

T417 סטנ.תה תקנ\"ד","filtered_html"
"node","book",0,2374,2374,"und",0,"R /8= 22 V 6233 
(R 8 22 V 6233)","filtered_html"
"node","book",0,2375,2375,"und",0,"לאומית R 8= 23 V 8386","filtered_html"
"node","book",0,2376,2376,"und",0,"ספריית אוניברסיטת בר אילן, T278 טיכ.אמ תשנ\"ו (דפוס צילום), כרוך יחד עם טיכר, יוסף משה, אמרי יוסף).","filtered_html"
"node","book",0,2379,2379,"und",0,"המוזיאון הבריטי

1981d16  OMPB 12108

הערה:
המחזה דמיוני, וממוקם בתקופת המלך שפטיה, במקום המכונה \"כלנה\".","filtered_html"
"node","book",0,2380,2380,"und",0,"בר אילן:

B45 אלי.עי תקס\"ג","filtered_html"
"node","book",0,2381,2381,"und",0,"ספריית תל אביב (מהלמן):

296.081 ננס MR","filtered_html"
"node","book",0,2382,2382,"und",0,"עותק בספריה הלאומית - עותק מצולם","filtered_html"
"node","book",0,2383,2383,"und",0,"עותק בספריה הלאומית (סרוק).","filtered_html"
"node","book",0,2384,2384,"und",0,"עותק אלקטרוני באתר של ספריית פרנקפורט","filtered_html"
"node","book",0,2385,2385,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2386,2386,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2387,2387,"und",0,"R 8= 22 V 12032","filtered_html"
"node","book",0,2388,2388,"und",0,"R 8= 22 V 12032","filtered_html"
"node","book",0,2389,2389,"und",0,"R 8= 22 V 12032","filtered_html"
"node","book",0,2390,2390,"und",0,"לאומית S 25 V 13718 (עותק שני)","filtered_html"
"node","book",0,2391,2391,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2393,2393,"und",0,"ספריית בר-אילן:
A95 מרג.או תקמ\"ג MIC","filtered_html"
"node","book",0,2394,2394,"und",0,"לאומית: R 8= 56 A 2188","filtered_html"
"node","book",0,2395,2395,"und",0,"עותק באוניברסיטת בר אילן","filtered_html"
"node","book",0,2396,2396,"und",0,"לאומית:
S 35 V 1897","filtered_html"
"node","book",0,2397,2397,"und",0,"לאומית: S 23 V 5182","filtered_html"
"node","book",0,2400,2400,"und",0,"ספריית אוניברסיטת ת\"א:
CT אבן 492.45","filtered_html"
"node","book",0,2401,2401,"und",0,"לאומית S 33 V 4297","filtered_html"
"node","book",0,2402,2402,"und",0,"עותקים בתל אביב וירושלים","filtered_html"
"node","book",0,2403,2403,"und",0,"עותק בספריה הלאומית [מעט פגום, חתוך בצדדים].","filtered_html"
"node","book",0,2405,2405,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2406,2406,"und",0,"R 8=57 A 1666","filtered_html"
"node","book",0,2407,2407,"und",0,"עותק באוניברסיטת תל אביב.","filtered_html"
"node","book",0,2408,2408,"und",0,"לאומית

S 31 V 1457","filtered_html"
"node","book",0,2409,2409,"und",0,"לאומית: L 2241","filtered_html"
"node","book",0,2410,2410,"und",0,"R 8=45 A 847","filtered_html"
"node","book",0,2411,2411,"und",0,"ספריית אוניברסיטת תל אביב, מהלמן

892.412 לוצ","filtered_html"
"node","book",0,2412,2412,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2413,2413,"und",0,"R 8= 2003 A 1779","filtered_html"
"node","book",0,2414,2414,"und",0,"לאומית
אוסף שולם 
R 1302","filtered_html"
"node","book",0,2416,2416,"und",0,"לאומית:
R69 A 1766","filtered_html"
"node","book",0,2417,2417,"und",0,"המוזיאון הבריטי 

OMPB 12102","filtered_html"
"node","book",0,2418,2418,"und",0,"המוזיאון הבריטי

1938d13 OMPB12102","filtered_html"
"node","book",0,2419,2419,"und",0,"הלאומית העברית R 53 A 1816","filtered_html"
"node","book",0,2420,2420,"und",0,"S 36 A 469a","filtered_html"
"node","book",0,2421,2421,"und",0,"ספריית אוניברסיטת ת\"א: 892.481לינ (גדלים על פי עותק שבתל אביב, מהלמן: 892.481לינ)","filtered_html"
"node","book",0,2422,2422,"und",0,"ספריית אוניברסיטת תל אביב
892.481 לינ","filtered_html"
"node","book",0,2423,2423,"und",0,"S 53 A 2278","filtered_html"
"node","book",0,2424,2424,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2425,2425,"und",0,"עותק באוניברסיטת תל אביב (אוסף יפה)","filtered_html"
"node","book",0,2426,2426,"und",0,"עותק  2 בספריה הלאומית [צילום]","filtered_html"
"node","book",0,2427,2427,"und",0,"לאומית S 31 V 746","filtered_html"
"node","book",0,2428,2428,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2429,2429,"und",0,"עותק בספריה הלאומית (שני דפים מצולמים)","filtered_html"
"node","book",0,2430,2430,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2431,2431,"und",0,"עותק ב\"אוסף שלום\", הספריה הלאומית [מס' קטלוגי: 5436].","filtered_html"
"node","book",0,2432,2432,"und",0,"ת\"א, מהלמן:

892.42 זיל

(עותק זה כרוך עם ספר נוסף בשם \"צדק ורשע\" של זילבשטיין, רדלהיים תקס\"ג. בדקתי בספרייה לאומית את העותק ששם, וראיתי כי מדובר בצילום מהדורה זו. במהדורה שבלאומית חסר עמוד שער. גדלי הספר הם על פי המהדורה המקורית הנמצאת בלאומית
R 8= 35 V 4175).","filtered_html"
"node","book",0,2433,2433,"und",0,"892.418 כרי (ויז)  אוסף יפה","filtered_html"
"node","book",0,2435,2435,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2436,2436,"und",0,"לאומית:

R 2+= 56 A 2133","filtered_html"
"node","book",0,2437,2437,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2438,2438,"und",0,"MR Rare book collection  892.418 נפו (שיר)","filtered_html"
"node","book",0,2439,2439,"und",0,"לאומית L 2215","filtered_html"
"node","book",0,2440,2440,"und",0,"לאומית:

R 4=53 A 410","filtered_html"
"node","book",0,2441,2441,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2442,2442,"und",0,"JNUL:  L 2226","filtered_html"
"node","book",0,2443,2443,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2444,2444,"und",0,"בר-אילן: 1204 L  נדירים","filtered_html"
"node","book",0,2445,2445,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2446,2446,"und",0,"ספריית תל אביב:

892.418 פרי (הרט)  אוסף מהלמן","filtered_html"
"node","book",0,2447,2447,"und",0,"לאומית:

R 2+= 50 A 1323","filtered_html"
"node","book",0,2448,2448,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2449,2449,"und",0,"עותק (מצולם) בספריה הלאומית","filtered_html"
"node","book",0,2450,2450,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2451,2451,"und",0,"עותק בתל אביב","filtered_html"
"node","book",0,2452,2452,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2456,2456,"und",0,"עותק באוסף מלמן, אונ' תל אביב","filtered_html"
"node","book",0,2457,2457,"und",0,"אוסף מלמן, אונ' תל אביב","filtered_html"
"node","book",0,2458,2458,"und",0,"לאומית
R 8= 35 V 4351","filtered_html"
"node","book",0,2459,2459,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2460,2460,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2461,2461,"und",0,"מתוך העותקים המצולמים בירושלים באגף כתבי יד. המקור נמצא בספריית הלאומית בברלין:
F 2045 

ספרית מקור    ברלין - ספרית המדינה 10/1267 OR. FOL. 

Berlin - Staatsbibliothek (Preussischer Kulturbesitz) Or. fol. 1267","filtered_html"
"node","book",0,2462,2462,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2463,2463,"und",0,"JNUL: 1095976","filtered_html"
"node","book",0,2464,2464,"und",0,"לאומית:

S 64 A 2830","filtered_html"
"node","book",0,2465,2465,"und",0,"עותק אלקטרוני - ספריית פרנקפורט","filtered_html"
"node","book",0,2466,2466,"und",0,"Kopie in der JNUL: L222S [Y361 (431.55)]","filtered_html"
"node","book",0,2467,2467,"und",0,"ספרייה לאומית: R 2+=75 A 826","filtered_html"
"node","book",0,2468,2468,"und",0,"לאומית

R 2= 31 V 1504","filtered_html"
"node","book",0,2469,2469,"und",0,"לאומית: L 2239","filtered_html"
"node","book",0,2472,2472,"und",0,"עותק דיגיטלי מספריית פרנקפורט","filtered_html"
"node","book",0,2473,2473,"und",0,"טק: R 30 V 811","filtered_html"
"node","book",0,2474,2474,"und",0,"PJ 4566 C66","filtered_html"
"node","book",0,2475,2475,"und",0,"הלאומית העברית
PJ 4566 C66","filtered_html"
"node","book",0,2476,2476,"und",0,"הלאומית העברית
PJ 4566 C66","filtered_html"
"node","book",0,2478,2478,"und",0,"הלאומית העברית S 25 V 14284","filtered_html"
"node","book",0,2479,2479,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2480,2480,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2481,2481,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2484,2484,"und",0,"עותק בספריה הלאומית","filtered_html"
"node","book",0,2486,2486,"und",0,"עותק בספריה הלאומית (העותק פגום, על כן הכותרת קטועה)","filtered_html"
"node","book",0,2487,2487,"und",0,"עותק בספריה הלאומית","filtered_html"
