"menu_name",mlid,plid,"link_path","router_path","link_title","options","module",hidden,external,has_children,expanded,weight,depth,customized,p1,p2,p3,p4,p5,p6,p7,p8,p9,updated
"management",146,130,"admin/structure/block/manage/%/%/configure","admin/structure/block/manage/%/%/configure","Configure block","a:0:{}","system",-1,0,0,0,0,5,0,1,16,22,130,146,0,0,0,0,0
"management",147,130,"admin/structure/block/manage/%/%/delete","admin/structure/block/manage/%/%/delete","Delete block","a:0:{}","system",-1,0,0,0,0,5,0,1,16,22,130,147,0,0,0,0,0
"management",148,106,"admin/config/regional/date-time/formats/%/delete","admin/config/regional/date-time/formats/%/delete","Delete date format","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:47:\"Allow users to delete a configured date format.\";}}","system",0,0,0,0,0,6,0,1,7,41,67,106,148,0,0,0,0
"management",149,118,"admin/config/regional/date-time/types/%/delete","admin/config/regional/date-time/types/%/delete","Delete date type","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:45:\"Allow users to delete a configured date type.\";}}","system",0,0,0,0,0,6,0,1,7,41,67,118,149,0,0,0,0
"management",150,106,"admin/config/regional/date-time/formats/%/edit","admin/config/regional/date-time/formats/%/edit","Edit date format","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:45:\"Allow users to edit a configured date format.\";}}","system",0,0,0,0,0,6,0,1,7,41,67,106,150,0,0,0,0
"management",153,35,"admin/structure/menu/manage/main-menu","admin/structure/menu/manage/%","Main menu","a:0:{}","menu",0,0,0,0,0,4,0,1,16,35,153,0,0,0,0,0,0
"management",154,35,"admin/structure/menu/manage/management","admin/structure/menu/manage/%","Management","a:0:{}","menu",0,0,0,0,0,4,0,1,16,35,154,0,0,0,0,0,0
"management",155,35,"admin/structure/menu/manage/navigation","admin/structure/menu/manage/%","Navigation","a:0:{}","menu",0,0,0,0,0,4,0,1,16,35,155,0,0,0,0,0,0
"management",156,35,"admin/structure/menu/manage/user-menu","admin/structure/menu/manage/%","User menu","a:0:{}","menu",0,0,0,0,0,4,0,1,16,35,156,0,0,0,0,0,0
"management",157,1,"admin/help","admin/help","Help","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:48:\"Reference for usage, configuration, and modules.\";}}","system",0,0,0,0,9,2,0,1,157,0,0,0,0,0,0,0,0
"navigation",158,0,"taxonomy/term/%","taxonomy/term/%","Taxonomy term","a:0:{}","system",0,0,0,0,0,1,0,158,0,0,0,0,0,0,0,0,0
"management",159,16,"admin/structure/features","admin/structure/features","Features","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:16:\"Manage features.\";}}","system",0,0,0,0,0,3,0,1,16,159,0,0,0,0,0,0,0
"navigation",160,13,"user/%/shortcuts","user/%/shortcuts","Shortcuts","a:0:{}","system",-1,0,0,0,0,2,0,13,160,0,0,0,0,0,0,0,0
"management",161,16,"admin/structure/taxonomy","admin/structure/taxonomy","Taxonomy","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:67:\"Manage tagging, categorization, and classification of your content.\";}}","system",0,0,1,0,0,3,0,1,16,161,0,0,0,0,0,0,0
"management",162,157,"admin/help/admin_menu","admin/help/admin_menu","admin_menu","a:0:{}","system",-1,0,0,0,0,3,0,1,157,162,0,0,0,0,0,0,0
"management",163,157,"admin/help/block","admin/help/block","block","a:0:{}","system",-1,0,0,0,0,3,0,1,157,163,0,0,0,0,0,0,0
"management",164,157,"admin/help/contextual","admin/help/contextual","contextual","a:0:{}","system",-1,0,0,0,0,3,0,1,157,164,0,0,0,0,0,0,0
"management",165,157,"admin/help/dblog","admin/help/dblog","dblog","a:0:{}","system",-1,0,0,0,0,3,0,1,157,165,0,0,0,0,0,0,0
"management",166,157,"admin/help/diff","admin/help/diff","diff","a:0:{}","system",-1,0,0,0,0,3,0,1,157,166,0,0,0,0,0,0,0
"management",167,157,"admin/help/features","admin/help/features","features","a:0:{}","system",-1,0,0,0,0,3,0,1,157,167,0,0,0,0,0,0,0
"management",168,157,"admin/help/field","admin/help/field","field","a:0:{}","system",-1,0,0,0,0,3,0,1,157,168,0,0,0,0,0,0,0
"management",169,157,"admin/help/field_sql_storage","admin/help/field_sql_storage","field_sql_storage","a:0:{}","system",-1,0,0,0,0,3,0,1,157,169,0,0,0,0,0,0,0
"management",170,157,"admin/help/file","admin/help/file","file","a:0:{}","system",-1,0,0,0,0,3,0,1,157,170,0,0,0,0,0,0,0
"management",171,157,"admin/help/filter","admin/help/filter","filter","a:0:{}","system",-1,0,0,0,0,3,0,1,157,171,0,0,0,0,0,0,0
"management",172,157,"admin/help/googleanalytics","admin/help/googleanalytics","googleanalytics","a:0:{}","system",-1,0,0,0,0,3,0,1,157,172,0,0,0,0,0,0,0
"management",173,157,"admin/help/help","admin/help/help","help","a:0:{}","system",-1,0,0,0,0,3,0,1,157,173,0,0,0,0,0,0,0
"management",174,157,"admin/help/image","admin/help/image","image","a:0:{}","system",-1,0,0,0,0,3,0,1,157,174,0,0,0,0,0,0,0
"management",175,157,"admin/help/list","admin/help/list","list","a:0:{}","system",-1,0,0,0,0,3,0,1,157,175,0,0,0,0,0,0,0
"management",176,157,"admin/help/menu","admin/help/menu","menu","a:0:{}","system",-1,0,0,0,0,3,0,1,157,176,0,0,0,0,0,0,0
"management",177,157,"admin/help/node","admin/help/node","node","a:0:{}","system",-1,0,0,0,0,3,0,1,157,177,0,0,0,0,0,0,0
"management",178,157,"admin/help/number","admin/help/number","number","a:0:{}","system",-1,0,0,0,0,3,0,1,157,178,0,0,0,0,0,0,0
"management",179,157,"admin/help/options","admin/help/options","options","a:0:{}","system",-1,0,0,0,0,3,0,1,157,179,0,0,0,0,0,0,0
"management",180,157,"admin/help/path","admin/help/path","path","a:0:{}","system",-1,0,0,0,0,3,0,1,157,180,0,0,0,0,0,0,0
"management",181,157,"admin/help/shortcut","admin/help/shortcut","shortcut","a:0:{}","system",-1,0,0,0,0,3,0,1,157,181,0,0,0,0,0,0,0
"management",182,157,"admin/help/strongarm","admin/help/strongarm","strongarm","a:0:{}","system",-1,0,0,0,0,3,0,1,157,182,0,0,0,0,0,0,0
"management",183,157,"admin/help/system","admin/help/system","system","a:0:{}","system",-1,0,0,0,0,3,0,1,157,183,0,0,0,0,0,0,0
"management",184,157,"admin/help/taxonomy","admin/help/taxonomy","taxonomy","a:0:{}","system",-1,0,0,0,0,3,0,1,157,184,0,0,0,0,0,0,0
"management",185,157,"admin/help/text","admin/help/text","text","a:0:{}","system",-1,0,0,0,0,3,0,1,157,185,0,0,0,0,0,0,0
"management",186,157,"admin/help/user","admin/help/user","user","a:0:{}","system",-1,0,0,0,0,3,0,1,157,186,0,0,0,0,0,0,0
"navigation",187,158,"taxonomy/term/%/edit","taxonomy/term/%/edit","Edit","a:0:{}","system",-1,0,0,0,10,2,0,158,187,0,0,0,0,0,0,0,0
"navigation",188,158,"taxonomy/term/%/view","taxonomy/term/%/view","View","a:0:{}","system",-1,0,0,0,0,2,0,158,188,0,0,0,0,0,0,0,0
"management",189,161,"admin/structure/taxonomy/%","admin/structure/taxonomy/%","","a:0:{}","system",0,0,0,0,0,4,0,1,16,161,189,0,0,0,0,0,0
"management",190,161,"admin/structure/taxonomy/add","admin/structure/taxonomy/add","Add vocabulary","a:0:{}","system",-1,0,0,0,0,4,0,1,16,161,190,0,0,0,0,0,0
"navigation",191,42,"node/%/revisions/view","node/%/revisions/view","Compare revisions","a:0:{}","system",-1,0,0,0,0,3,0,4,42,191,0,0,0,0,0,0,0
"management",192,159,"admin/structure/features/create","admin/structure/features/create","Create feature","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:21:\"Create a new feature.\";}}","system",-1,0,0,0,10,4,0,1,16,159,192,0,0,0,0,0,0
"management",193,25,"admin/config/content/diff","admin/config/content/diff","Diff","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:14:\"Diff settings.\";}}","system",0,0,0,0,0,4,0,1,7,25,193,0,0,0,0,0,0
"management",194,46,"admin/config/system/googleanalytics","admin/config/system/googleanalytics","Google Analytics","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:98:\"Configure tracking behavior to get insights into your website traffic and marketing effectiveness.\";}}","system",0,0,0,0,0,4,0,1,7,46,194,0,0,0,0,0,0
"management",195,34,"admin/config/media/image-styles","admin/config/media/image-styles","Image styles","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:78:\"Configure styles that can be used for resizing or adjusting images on display.\";}}","system",0,0,1,0,0,4,0,1,7,34,195,0,0,0,0,0,0
"management",196,161,"admin/structure/taxonomy/list","admin/structure/taxonomy/list","List","a:0:{}","system",-1,0,0,0,-10,4,0,1,16,161,196,0,0,0,0,0,0
"navigation",197,42,"node/%/revisions/list","node/%/revisions/list","List revisions","a:0:{}","system",-1,0,0,0,0,3,0,4,42,197,0,0,0,0,0,0,0
"management",198,159,"admin/structure/features/manage","admin/structure/features/manage","Manage","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:28:\"Enable and disable features.\";}}","system",-1,0,0,0,0,4,0,1,16,159,198,0,0,0,0,0,0
"management",199,159,"admin/structure/features/settings","admin/structure/features/settings","Settings","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:42:\"Adjust settings for using features module.\";}}","system",-1,0,0,0,11,4,0,1,16,159,199,0,0,0,0,0,0
"management",200,50,"admin/config/user-interface/shortcut","admin/config/user-interface/shortcut","Shortcuts","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:29:\"Add and modify shortcut sets.\";}}","system",0,0,1,0,0,4,0,1,7,50,200,0,0,0,0,0,0
"management",201,28,"admin/config/development/strongarm","admin/config/development/strongarm","Strongarm","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:59:\"Manage Drupal variable settings that have been strongarmed.\";}}","system",0,0,0,0,0,4,0,1,7,28,201,0,0,0,0,0,0
"management",202,43,"admin/config/search/path","admin/config/search/path","URL aliases","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:46:\"Change your site's URL paths by aliasing them.\";}}","system",0,0,1,0,-5,4,0,1,7,43,202,0,0,0,0,0,0
"management",203,202,"admin/config/search/path/add","admin/config/search/path/add","Add alias","a:0:{}","system",-1,0,0,0,0,5,0,1,7,43,202,203,0,0,0,0,0
"management",204,200,"admin/config/user-interface/shortcut/add-set","admin/config/user-interface/shortcut/add-set","Add shortcut set","a:0:{}","system",-1,0,0,0,0,5,0,1,7,50,200,204,0,0,0,0,0
"management",205,195,"admin/config/media/image-styles/add","admin/config/media/image-styles/add","Add style","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:22:\"Add a new image style.\";}}","system",-1,0,0,0,2,5,0,1,7,34,195,205,0,0,0,0,0
"management",206,189,"admin/structure/taxonomy/%/add","admin/structure/taxonomy/%/add","Add term","a:0:{}","system",-1,0,0,0,0,5,0,1,16,161,189,206,0,0,0,0,0
"management",207,189,"admin/structure/taxonomy/%/edit","admin/structure/taxonomy/%/edit","Edit","a:0:{}","system",-1,0,0,0,-10,5,0,1,16,161,189,207,0,0,0,0,0
"management",208,200,"admin/config/user-interface/shortcut/%","admin/config/user-interface/shortcut/%","Edit shortcuts","a:0:{}","system",0,0,1,0,0,5,0,1,7,50,200,208,0,0,0,0,0
"management",209,193,"admin/config/content/diff/entities","admin/config/content/diff/entities","Entities","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:16:\"Entity settings.\";}}","system",-1,0,0,0,0,5,0,1,7,25,193,209,0,0,0,0,0
"management",210,193,"admin/config/content/diff/fields","admin/config/content/diff/fields","Fields","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:36:\"Field support and settings overview.\";}}","system",-1,0,0,0,0,5,0,1,7,25,193,210,0,0,0,0,0
"management",211,189,"admin/structure/taxonomy/%/list","admin/structure/taxonomy/%/list","List","a:0:{}","system",-1,0,0,0,-20,5,0,1,16,161,189,211,0,0,0,0,0
"management",212,202,"admin/config/search/path/list","admin/config/search/path/list","List","a:0:{}","system",-1,0,0,0,-10,5,0,1,7,43,202,212,0,0,0,0,0
"management",213,195,"admin/config/media/image-styles/list","admin/config/media/image-styles/list","List","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:42:\"List the current image styles on the site.\";}}","system",-1,0,0,0,1,5,0,1,7,34,195,213,0,0,0,0,0
"management",214,193,"admin/config/content/diff/settings","admin/config/content/diff/settings","Settings","a:0:{}","system",-1,0,0,0,-10,5,0,1,7,25,193,214,0,0,0,0,0
"navigation",215,191,"node/%/revisions/view/latest","node/%/revisions/view/latest","Show latest difference","a:0:{}","system",-1,0,0,0,0,4,0,4,42,191,215,0,0,0,0,0,0
"management",216,159,"admin/structure/features/%/view","admin/structure/features/%/view","View","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:32:\"Display components of a feature.\";}}","system",-1,0,0,0,-10,4,0,1,16,159,216,0,0,0,0,0,0
"management",217,159,"admin/structure/features/%/recreate","admin/structure/features/%/recreate","Recreate","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:29:\"Recreate an existing feature.\";}}","system",-1,0,0,0,11,4,0,1,16,159,217,0,0,0,0,0,0
"management",218,159,"admin/structure/features/%/diff","admin/structure/features/%/diff","Review overrides","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:36:\"Compare default and current feature.\";}}","system",-1,0,0,0,0,4,0,1,16,159,218,0,0,0,0,0,0
"management",219,208,"admin/config/user-interface/shortcut/%/add-link","admin/config/user-interface/shortcut/%/add-link","Add shortcut","a:0:{}","system",-1,0,0,0,0,6,0,1,7,50,200,208,219,0,0,0,0
"management",220,202,"admin/config/search/path/delete/%","admin/config/search/path/delete/%","Delete alias","a:0:{}","system",0,0,0,0,0,5,0,1,7,43,202,220,0,0,0,0,0
"management",221,208,"admin/config/user-interface/shortcut/%/delete","admin/config/user-interface/shortcut/%/delete","Delete shortcut set","a:0:{}","system",0,0,0,0,0,6,0,1,7,50,200,208,221,0,0,0,0
"management",222,202,"admin/config/search/path/edit/%","admin/config/search/path/edit/%","Edit alias","a:0:{}","system",0,0,0,0,0,5,0,1,7,43,202,222,0,0,0,0,0
"management",223,208,"admin/config/user-interface/shortcut/%/edit","admin/config/user-interface/shortcut/%/edit","Edit set name","a:0:{}","system",-1,0,0,0,10,6,0,1,7,50,200,208,223,0,0,0,0
"management",224,200,"admin/config/user-interface/shortcut/link/%","admin/config/user-interface/shortcut/link/%","Edit shortcut","a:0:{}","system",0,0,1,0,0,5,0,1,7,50,200,224,0,0,0,0,0
"management",225,195,"admin/config/media/image-styles/edit/%","admin/config/media/image-styles/edit/%","Edit style","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:25:\"Configure an image style.\";}}","system",0,0,1,0,0,5,0,1,7,34,195,225,0,0,0,0,0
"management",226,210,"admin/config/content/diff/fields/%","admin/config/content/diff/fields/%","Global field settings","a:0:{}","system",-1,0,0,0,0,6,0,1,7,25,193,210,226,0,0,0,0
"management",227,208,"admin/config/user-interface/shortcut/%/links","admin/config/user-interface/shortcut/%/links","List links","a:0:{}","system",-1,0,0,0,0,6,0,1,7,50,200,208,227,0,0,0,0
"management",228,209,"admin/config/content/diff/entities/node","admin/config/content/diff/entities/node","Node","a:0:{}","system",-1,0,0,0,-10,6,0,1,7,25,193,209,228,0,0,0,0
"management",229,195,"admin/config/media/image-styles/delete/%","admin/config/media/image-styles/delete/%","Delete style","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:22:\"Delete an image style.\";}}","system",0,0,0,0,0,5,0,1,7,34,195,229,0,0,0,0,0
"management",230,195,"admin/config/media/image-styles/revert/%","admin/config/media/image-styles/revert/%","Revert style","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:22:\"Revert an image style.\";}}","system",0,0,0,0,0,5,0,1,7,34,195,230,0,0,0,0,0
"management",231,224,"admin/config/user-interface/shortcut/link/%/delete","admin/config/user-interface/shortcut/link/%/delete","Delete shortcut","a:0:{}","system",0,0,0,0,0,6,0,1,7,50,200,224,231,0,0,0,0
"management",232,225,"admin/config/media/image-styles/edit/%/add/%","admin/config/media/image-styles/edit/%/add/%","Add image effect","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:28:\"Add a new effect to a style.\";}}","system",0,0,0,0,0,6,0,1,7,34,195,225,232,0,0,0,0
"management",233,225,"admin/config/media/image-styles/edit/%/effects/%","admin/config/media/image-styles/edit/%/effects/%","Edit image effect","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:39:\"Edit an existing effect within a style.\";}}","system",0,0,1,0,0,6,0,1,7,34,195,225,233,0,0,0,0
"management",234,233,"admin/config/media/image-styles/edit/%/effects/%/delete","admin/config/media/image-styles/edit/%/effects/%/delete","Delete image effect","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:39:\"Delete an existing effect from a style.\";}}","system",0,0,0,0,0,7,0,1,7,34,195,225,233,234,0,0,0
"shortcut-set-1",235,0,"node/add","node/add","Add content","a:0:{}","menu",0,0,0,0,-20,1,0,235,0,0,0,0,0,0,0,0,0
"shortcut-set-1",236,0,"admin/content","admin/content","Find content","a:0:{}","menu",0,0,0,0,-19,1,0,236,0,0,0,0,0,0,0,0,0
"user-menu",237,0,"admin/structure/taxonomy/series/add","admin/structure/taxonomy/%/add","Add a book series","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:63:\"user-menu_add-a-book-series:admin/structure/taxonomy/series/add\";}","menu",0,0,0,0,0,1,1,237,0,0,0,0,0,0,0,0,0
"menu-top-menu",238,0,"search","search","search","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:27:\"menu-top-menu_search:search\";}","menu",0,0,0,0,0,1,1,238,0,0,0,0,0,0,0,0,0
"menu-top-menu",239,0,"places","places","PLACES","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:27:\"menu-top-menu_places:places\";}","menu",0,0,0,0,0,1,1,239,0,0,0,0,0,0,0,0,0
"user-menu",240,0,"node/add/book","node/add","Add a book","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:34:\"user-menu_add-a-book:node/add/book\";}","menu",0,0,0,0,0,1,1,240,0,0,0,0,0,0,0,0,0
"user-menu",241,0,"node/add/person","node/add","Add a person","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:38:\"user-menu_add-a-person:node/add/person\";}","menu",0,0,0,0,0,1,1,241,0,0,0,0,0,0,0,0,0
"user-menu",242,0,"user/login","user/login","LOGIN","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:26:\"user-menu_login:user/login\";}","menu",0,0,0,0,0,1,1,242,0,0,0,0,0,0,0,0,0
"menu-top-menu",243,0,"people","people","PEOPLE","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:27:\"menu-top-menu_people:people\";}","menu",0,0,0,0,0,1,1,243,0,0,0,0,0,0,0,0,0
"menu-top-menu",244,0,"digital-books","digital-books","DIGITAL BOOKS","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:41:\"menu-top-menu_digital-books:digital-books\";}","menu",0,0,0,0,0,1,1,244,0,0,0,0,0,0,0,0,0
"menu-icons-menu",245,0,"books","books","Books","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:27:\"menu-icons-menu_books:books\";}","menu",0,0,0,0,0,1,1,245,0,0,0,0,0,0,0,0,0
"menu-bottom-menu",246,0,"<front>","","Add a person","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:37:\"menu-bottom-menu_add-a-person:<front>\";}","menu",0,1,0,0,0,1,1,246,0,0,0,0,0,0,0,0,0
"menu-bottom-menu",247,0,"<front>","","Add a book","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:35:\"menu-bottom-menu_add-a-book:<front>\";}","menu",0,1,0,0,0,1,1,247,0,0,0,0,0,0,0,0,0
"menu-icons-menu",248,0,"digital-books","digital-books","Digital Books","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:43:\"menu-icons-menu_digital-books:digital-books\";}","menu",0,0,0,0,0,1,1,248,0,0,0,0,0,0,0,0,0
"menu-icons-menu",249,0,"people","people","People","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:29:\"menu-icons-menu_people:people\";}","menu",0,0,0,0,0,1,1,249,0,0,0,0,0,0,0,0,0
"menu-top-menu",250,0,"books","books","BOOKS","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:25:\"menu-top-menu_books:books\";}","menu",0,0,0,0,0,1,1,250,0,0,0,0,0,0,0,0,0
"menu-icons-menu",251,0,"places","places","Places","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:29:\"menu-icons-menu_places:places\";}","menu",0,0,0,0,0,1,1,251,0,0,0,0,0,0,0,0,0
"menu-bottom-menu",252,0,"<front>","","Add a book series","a:2:{s:10:\"attributes\";a:1:{s:5:\"title\";s:0:\"\";}s:10:\"identifier\";s:42:\"menu-bottom-menu_add-a-book-series:<front>\";}","menu",0,1,0,0,0,1,1,252,0,0,0,0,0,0,0,0,0
"navigation",253,0,"search","search","Haskala","a:0:{}","system",1,0,0,0,0,1,0,253,0,0,0,0,0,0,0,0,0
"navigation",254,5,"node/add/book","node/add/book","Book","a:0:{}","system",0,0,0,0,0,2,0,5,254,0,0,0,0,0,0,0,0
"navigation",255,5,"node/add/edition","node/add/edition","Edition","a:0:{}","system",0,0,0,0,0,2,0,5,255,0,0,0,0,0,0,0,0
"navigation",256,5,"node/add/mention","node/add/mention","Mention","a:0:{}","system",0,0,0,0,0,2,0,5,256,0,0,0,0,0,0,0,0
"navigation",257,5,"node/add/page-element","node/add/page-element","Page Element","a:0:{}","system",0,0,0,0,0,2,0,5,257,0,0,0,0,0,0,0,0
"navigation",258,5,"node/add/person","node/add/person","Person","a:0:{}","system",0,0,0,0,0,2,0,5,258,0,0,0,0,0,0,0,0
"navigation",259,5,"node/add/production","node/add/production","Person Production Details","a:0:{}","system",0,0,0,0,0,2,0,5,259,0,0,0,0,0,0,0,0
"navigation",260,5,"node/add/preface","node/add/preface","Preface","a:0:{}","system",0,0,0,0,0,2,0,5,260,0,0,0,0,0,0,0,0
"navigation",261,5,"node/add/translation","node/add/translation","Translation","a:0:{}","system",0,0,0,0,0,2,0,5,261,0,0,0,0,0,0,0,0
"management",262,157,"admin/help/ip_geoloc","admin/help/ip_geoloc","ip_geoloc","a:0:{}","system",-1,0,0,0,0,3,0,1,157,262,0,0,0,0,0,0,0
"management",263,157,"admin/help/jquery_update","admin/help/jquery_update","jquery_update","a:0:{}","system",-1,0,0,0,0,3,0,1,157,263,0,0,0,0,0,0,0
"management",264,157,"admin/help/metatag","admin/help/metatag","metatag","a:0:{}","system",-1,0,0,0,0,3,0,1,157,264,0,0,0,0,0,0,0
"management",265,157,"admin/help/pathauto","admin/help/pathauto","pathauto","a:0:{}","system",-1,0,0,0,0,3,0,1,157,265,0,0,0,0,0,0,0
"management",266,157,"admin/help/rdf","admin/help/rdf","rdf","a:0:{}","system",-1,0,0,0,0,3,0,1,157,266,0,0,0,0,0,0,0
"management",267,157,"admin/help/search_api","admin/help/search_api","search_api","a:0:{}","system",-1,0,0,0,0,3,0,1,157,267,0,0,0,0,0,0,0
"management",268,157,"admin/help/search_api_solr","admin/help/search_api_solr","search_api_solr","a:0:{}","system",-1,0,0,0,0,3,0,1,157,268,0,0,0,0,0,0,0
"management",269,157,"admin/help/token","admin/help/token","token","a:0:{}","system",-1,0,0,0,0,3,0,1,157,269,0,0,0,0,0,0,0
"management",270,157,"admin/help/xmlsitemap","admin/help/xmlsitemap","xmlsitemap","a:0:{}","system",-1,0,0,0,0,3,0,1,157,270,0,0,0,0,0,0,0
"management",271,18,"admin/content/mentions","admin/content/mentions","Mentions","a:0:{}","system",-1,0,0,0,0,3,0,1,18,271,0,0,0,0,0,0,0
"management",272,46,"admin/config/system/ip_geoloc","admin/config/system/ip_geoloc","IP Geolocation Views & Maps","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:65:\"Configure map markers and how geolocation information is updated.\";}}","system",0,0,0,0,0,4,0,1,7,46,272,0,0,0,0,0,0
"management",273,53,"admin/config/services/logs-http-client","admin/config/services/logs-http-client","Logs HTTP Client","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:32:\"Administer Logs Client settings.\";}}","system",0,0,0,0,0,4,0,1,7,53,273,0,0,0,0,0,0
"management",274,43,"admin/config/search/metatags","admin/config/search/metatags","Metatag","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:27:\"Configure Metatag defaults.\";}}","system",0,0,0,0,0,4,0,1,7,43,274,0,0,0,0,0,0
"management",275,50,"admin/config/user-interface/modulefilter","admin/config/user-interface/modulefilter","Module filter","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:46:\"Configure how the modules page looks and acts.\";}}","system",0,0,0,0,0,4,0,1,7,50,275,0,0,0,0,0,0
"management",276,43,"admin/config/search/search_api","admin/config/search/search_api","Search API","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:36:\"Create and configure search engines.\";}}","system",0,0,1,0,0,4,0,1,7,43,276,0,0,0,0,0,0
"management",277,43,"admin/config/search/xmlsitemap","admin/config/search/xmlsitemap","XML sitemap","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:92:\"Configure your site's XML sitemaps to help search engines find and index pages on your site.\";}}","system",0,0,1,0,0,4,0,1,7,43,277,0,0,0,0,0,0
"management",278,28,"admin/config/development/jquery_update","admin/config/development/jquery_update","jQuery update","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:83:\"Configure settings related to the jQuery upgrade, the library path and compression.\";}}","system",0,0,0,0,0,4,0,1,7,28,278,0,0,0,0,0,0
"management",279,276,"admin/config/search/search_api/add_index","admin/config/search/search_api/add_index","Add index","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:26:\"Create a new search index.\";}}","system",-1,0,0,0,0,5,0,1,7,43,276,279,0,0,0,0,0
"management",280,276,"admin/config/search/search_api/add_server","admin/config/search/search_api/add_server","Add server","a:1:{s:10:\"attributes\";a:1:{s:5:\"title\";s:27:\"Create a new search server.\";}}","system",-1,0,0,0,-1,5,0,1,7,43,276,280,0,0,0,0,0
"management",281,274,"admin/config/search/metatags/settings","admin/config/search/metatags/settings","Advanced settings","a:0:{}","system",-1,0,0,0,30,5,0,1,7,43,274,281,0,0,0,0,0
"management",282,274,"admin/config/search/metatags/bulk-revert","admin/config/search/metatags/bulk-revert","Bulk revert","a:0:{}","system",-1,0,0,0,40,5,0,1,7,43,274,282,0,0,0,0,0
"management",283,202,"admin/config/search/path/update_bulk","admin/config/search/path/update_bulk","Bulk update","a:0:{}","system",-1,0,0,0,30,5,0,1,7,43,202,283,0,0,0,0,0
"management",284,274,"admin/config/search/metatags/config","admin/config/search/metatags/config","Defaults","a:0:{}","system",-1,0,1,0,-10,5,0,1,7,43,274,284,0,0,0,0,0
"management",285,202,"admin/config/search/path/delete_bulk","admin/config/search/path/delete_bulk","Delete aliases","a:0:{}","system",-1,0,0,0,40,5,0,1,7,43,202,285,0,0,0,0,0
