"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_bibliographical_citations_value","field_bibliographical_citations_format"
"node","book",0,2231,2231,"und",0,"המאסף תקמ\"ח (אדר שני), דפוס חברת חינוך נערים, עמ' 37-35","filtered_html"
