"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_pages_number_value","field_pages_number_format"
"node","book",0,2371,2371,"und",0,"א' דף+[1] דף, לז' דף",NULL
"node","book",0,2372,2372,"und",0,"[3] עמ', לד ד' , [1] עמ'",NULL
"node","book",0,2373,2373,"und",0,"קלט, [1] ד'",NULL
"node","book",0,2374,2374,"und",0,"[4] עמ' מא'  דפים[1 עמ']",NULL
"node","book",0,2375,2375,"und",0,"ס עמ'",NULL
"node","book",0,2376,2376,"und",0,"[1] עמ' לח' דפים [1] עמ'",NULL
"node","book",0,2378,2378,"und",0,"[8] מה [9]",NULL
"node","book",0,2379,2379,"und",0,"[7] עמ' 68 עמ' [1]",NULL
"node","book",0,2380,2380,"und",0,"יח, [1] ד'",NULL
"node","book",0,2381,2381,"und",0,"[2], ז, [14] ד'",NULL
"node","book",0,2382,2382,"und",0,"[64] ע'",NULL
"node","book",0,2383,2383,"und",0,"[9] ע', יח ד'",NULL
"node","book",0,2384,2384,"und",0,"[2] ע', VIII, 84 עמודות",NULL
"node","book",0,2385,2385,"und",0,"[35] ע'",NULL
"node","book",0,2386,2386,"und",0,"[8] ע'",NULL
"node","book",0,2387,2387,"und",0,"ל\"ג ד' [1]",NULL
"node","book",0,2388,2388,"und",0,"כו' דף [1]",NULL
"node","book",0,2389,2389,"und",0,"לו' דף",NULL
"node","book",0,2390,2390,"und",0,"8 ד', [1] עמ'",NULL
"node","book",0,2391,2391,"und",0,"יב  ד'",NULL
"node","book",0,2393,2393,"und",0,"ל'-מב' דפים, [1] עמ'",NULL
"node","book",0,2394,2394,"und",0,"[7] ע'",NULL
"node","book",0,2395,2395,"und",0,"[8] ע', נב ד'",NULL
"node","book",0,2396,2396,"und",0,"[2] עמ', לב' דפים, [2] עמ', 71 עמ', [2] עמ'",NULL
"node","book",0,2397,2397,"und",0,"פ' דפים",NULL
"node","book",0,2398,2398,"und",0,"[4], כ, [1] ד’",NULL
"node","book",0,2399,2399,"und",0,"104 ע'",NULL
"node","book",0,2400,2400,"und",0,"[1-2] עמ', נד' דפים, [1] עמ'",NULL
"node","book",0,2401,2401,"und",0,"192 עמ'",NULL
"node","book",0,2402,2402,"und",0,"ז ד', [5] ד' כולל שערים",NULL
"node","book",0,2403,2403,"und",0,"[11] ע'",NULL
"node","book",0,2404,2404,"und",0,"[16] ע'",NULL
"node","book",0,2405,2405,"und",0,"4 ע' כולל שער",NULL
"node","book",0,2406,2406,"und",0,"[8] עמ'",NULL
"node","book",0,2407,2407,"und",0,"[11] ע'",NULL
"node","book",0,2408,2408,"und",0,"52 ע'",NULL
"node","book",0,2409,2409,"und",0,"[10] ע'",NULL
"node","book",0,2410,2410,"und",0,"[3], לה עמ', [1] עמ'",NULL
"node","book",0,2411,2411,"und",0,"34, [1] Bl. לד' דפים [1] דף (אך המספור הפנימי מבולבל)",NULL
"node","book",0,2412,2412,"und",0,"ד ד' כולל שער",NULL
"node","book",0,2413,2413,"und",0,"[30] ע'",NULL
"node","book",0,2414,2414,"und",0,"כה ד’, [1] עמ'",NULL
"node","book",0,2415,2415,"und",0,"[46] ד' כולל שער",NULL
"node","book",0,2416,2416,"und",0,"פד' ד', [1] עמ'",NULL
"node","book",0,2417,2417,"und",0,"[3] עמ' 76 עמ'",NULL
"node","book",0,2418,2418,"und",0,"76 עמ' [4] עמ'",NULL
"node","book",0,2419,2419,"und",0,"[2 ] ב'-יג' [2]",NULL
"node","book",0,2420,2420,"und",0,"[ב],א,[1],ד-מח דף, 4 לוחות ציורים גיאומסריים",NULL
"node","book",0,2421,2421,"und",0,"[18]  קנט [2]",NULL
"node","book",0,2422,2422,"und",0,"[10] עמ', פה' דפים, [1] עמ', [5] דפים",NULL
"node","book",0,2423,2423,"und",0,"[6] עמ'",NULL
"node","book",0,2424,2424,"und",0,"[3] ד'",NULL
"node","book",0,2425,2425,"und",0,"[15] ע'",NULL
"node","book",0,2426,2426,"und",0,"[3] ע'",NULL
"node","book",0,2427,2427,"und",0,"[7] ע'",NULL
"node","book",0,2428,2428,"und",0,"[8], 160 ע' כולל שער",NULL
"node","book",0,2429,2429,"und",0,"ב ד'",NULL
"node","book",0,2430,2430,"und",0,"[11] ד' כולל שער",NULL
"node","book",0,2431,2431,"und",0,"36 ע'",NULL
"node","book",0,2432,2432,"und",0,"[5] עמ', לח' דפים, [3] עמ'",NULL
"node","book",0,2433,2433,"und",0,"[7] עמ'",NULL
"node","book",0,2434,2434,"und",0,"[8] ד' כולל שער",NULL
"node","book",0,2435,2435,"und",0,"ד ד'",NULL
"node","book",0,2436,2436,"und",0,"[12] עמ'",NULL
"node","book",0,2437,2437,"und",0,"[8] ד'",NULL
"node","book",0,2438,2438,"und",0,"[16] ע'",NULL
"node","book",0,2439,2439,"und",0,"[5] ע' ??",NULL
"node","book",0,2440,2440,"und",0,"[7] עמ'",NULL
"node","book",0,2441,2441,"und",0,"[36] ע' כולל שער",NULL
"node","book",0,2442,2442,"und",0,"6",NULL
"node","book",0,2443,2443,"und",0,"[11] ע' כולל שער",NULL
"node","book",0,2444,2444,"und",0,"[4] ע'",NULL
"node","book",0,2445,2445,"und",0,"[5] ד'",NULL
"node","book",0,2446,2446,"und",0,"8 ד' [=16 ע'] (על פי ספריית אוניברסיטת תל אביב)",NULL
"node","book",0,2447,2447,"und",0,"[6] ע'",NULL
"node","book",0,2448,2448,"und",0,"[4] ע' כולל שער",NULL
"node","book",0,2449,2449,"und",0,"[12] ע'",NULL
"node","book",0,2450,2450,"und",0,"[8] ד'",NULL
"node","book",0,2451,2451,"und",0,"סו ד’ [חלק ב' מתחיל מעמ' ל']",NULL
"node","book",0,2452,2452,"und",0,"[26] ע’",NULL
"node","book",0,2453,2453,"und",0,"[22] ע', מ ד', [4] ע'",NULL
"node","book",0,2454,2454,"und",0,"[12] ע', נו ד', 6 ע'",NULL
"node","book",0,2455,2455,"und",0,"[14] ע', ס  ד', [7] ע'",NULL
"node","book",0,2456,2456,"und",0,"[23] ע',סב ד', [21] ע'",NULL
"node","book",0,2457,2457,"und",0,"[11] עמ', סד ד', [24] ע'",NULL
"node","book",0,2458,2458,"und",0,"[11] ע'",NULL
"node","book",0,2459,2459,"und",0,"30 ע'",NULL
"node","book",0,2460,2460,"und",0,"[9] ד'",NULL
"node","book",0,2461,2461,"und",0,"4 עמ'",NULL
"node","book",0,2462,2462,"und",0," [6] ד’, 67, [1] ע’",NULL
"node","book",0,2463,2463,"und",0,"11",NULL
"node","book",0,2464,2464,"und",0,"4 עמודי שער + [8] ע' שיר",NULL
"node","book",0,2465,2465,"und",0,"לו ע' כולל שער",NULL
"node","book",0,2466,2466,"und",0,"13",NULL
"node","book",0,2467,2467,"und",0,"4 שערים, וטקסט הממוספר עד 10 דפים. למעשה הטקסט הוא בן 16 דפים, שכן כל זוג דפים קיבל את אותו המיספור.",NULL
"node","book",0,2468,2468,"und",0,"[11 ע']",NULL
"node","book",0,2469,2469,"und",0,"[9] ע'",NULL
"node","book",0,2470,2470,"und",0,"[1] עמ' 16 עמ'",NULL
"node","book",0,2471,2471,"und",0,"x, 119, [1] pp [1], סו, [1] עמ'",NULL
"node","book",0,2472,2472,"und",0,"[8] ד', [ג]-קיט ע' כולל שער",NULL
"node","book",0,2473,2473,"und",0,"[14], 128",NULL
"node","book",0,2474,2474,"und",0,"קמ' עמ' [1] עמ' [13] ד' [1] עמ'",NULL
"node","book",0,2475,2475,"und",0,"פו' דפים",NULL
"node","book",0,2476,2476,"und",0,"[2] עמ', נו' עמ'",NULL
"node","book",0,2477,2477,"und",0,"סג, מה, טז, כח, כה, [1] ד'",NULL
"node","book",0,2478,2478,"und",0,"[18 עמ'] רו'  [1 עמ']",NULL
"node","book",0,2479,2479,"und",0,"[8] ע' כולל שער",NULL
"node","book",0,2480,2480,"und",0,"3 ע'",NULL
"node","book",0,2481,2481,"und",0,"[14] ע'",NULL
"node","book",0,2482,2482,"und",0,"[7] ע'",NULL
"node","book",0,2483,2483,"und",0,"[5] ע' כולל שער",NULL
"node","book",0,2485,2485,"und",0,"[9] עמ', קסב', [1]",NULL
"node","book",0,2486,2486,"und",0,"טו ע’",NULL
"node","book",0,2487,2487,"und",0,"12, כו ד'",NULL
