"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_original_sources_mention_value","field_original_sources_mention_format"
"node","book",0,1999,1999,"und",0,"Hame’assef, 7. Jg, 4. H., S.  (E. W. Sp.: Rezension in Sulamith, II, 1, pp. 124-132.)","filtered_html"
