"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_book_availability_notes_value","field_book_availability_notes_format"
"node","book",0,2453,2453,"und",0,"כבר עם פרסום הספר הזה, הראשון בסדרה, היו לוייזל תכניות להוציא לאור חמישה כרכים נוספים. בעמ' 18 בהקדמה כותב: \"אוסיף דבר על זה בעז\"ה בדברים שנקדים לפני חמשה חוברות הנשארות, אם אזכה שתצאנה לאור.\" 
כמו כן, אמנם בעמוד השער לא צוין כי מדובר בסדרת ספרים, אך לאחר הקדמת המחבר ולפני תחילת הטקסט ישנו שער פנימי שלשונו: \"שירי תפארת <ins>מחברת ראשונה</ins> ובה ארבעה שירים\".",NULL
