nid,vid,type,title,status,created,changed,uid,book_target_id,edition_changes,edition_changes_format,edition_city_tid,edition_references,edition_references_format,edition_year,edition_year_format
2685,2685,edition,ספר כליל החשבון - 1796,1,1428490248,1428490248,1,2312,,,14.0,IUL,,1796,
2686,2686,edition,ספר כליל החשבון - 1835,1,1428490248,1428490248,1,2312,,,287.0,IUL,,1835,
2687,2687,edition,"ספר כתב יושר - תקנ""ד",1,1428490248,1428490248,1,2314,,,14.0,וינוגרד,,"תקנ""ד",
2688,2688,edition,"ספר מודע לבינה - תקמ""ט",1,1428490248,1428490248,1,2322,Publisher: חברת חינוך נערים,,14.0,IUL,,"תקמ""ט",
2689,2689,edition,ספר מנחה טהורה - תקסה,1,1428490248,1428490248,1,2336,,,54.0,וינוגרד,,תקסה,
2690,2690,edition,ספר מנחה טהורה - תקסו,1,1428490248,1428490248,1,2336,,,204.0,וינוגרד,,תקסו,
2691,2691,edition,ספר מנחה טהורה - תקפז,1,1428490248,1428490248,1,2336,,,65.0,וינוגרד,,תקפז,
2692,2692,edition,ספר מסלול - תקמח,1,1428490248,1428490248,1,2337,,,88.0,וינוגרד; מהדורות בבר-אילן,,תקמח,
2693,2693,edition,"ספר מסלול - תקנ""ו",1,1428490248,1428490248,1,2337,,,35.0,וינוגרד; מהדורות בבר-אילן,,"תקנ""ו",
2694,2694,edition,ספר מסלול - תקנז,1,1428490248,1428490248,1,2337,,,35.0,וינוגרד; מהדורות בבר-אילן,,תקנז,
2695,2695,edition,"ספר מסלול - (?) תקנ""ח",1,1428490248,1428490248,1,2337,,,287.0,וינוגרד; מהדורות בבר-אילן,,"(?) תקנ""ח",
2696,2696,edition,"ספר מסלול - תקפ""ה",1,1428490248,1428490248,1,2337,,,274.0,וינוגרד; מהדורות בבר-אילן,,"תקפ""ה",
2697,2697,edition,"ספר מסלול - תקצ""ב",1,1428490248,1428490248,1,2337,,,248.0,וינוגרד; מהדורות בבר-אילן,,"תקצ""ב",
2698,2698,edition,"ספר מסלול - תקצ""ג",1,1428490248,1428490248,1,2337,,,248.0,וינוגרד; מהדורות בבר-אילן,,"תקצ""ג",
2699,2699,edition,"ספר מסלול - תקצ""ט",1,1428490248,1428490248,1,2337,,,274.0,וינוגרד; מהדורות בבר-אילן,,"תקצ""ט",
2700,2700,edition,"ספר מסלול - תר""א",1,1428490248,1428490248,1,2337,"בחלק מן המהדורות המאוחרות (תר""א, למברג תר""ך) נוסף בסוף הספר ""סדר לוח הבנינים עם משקלי השמות"", שהמחבר הוציא כספר נפרד.",,287.0,וינוגרד; מהדורות בבר-אילן,,"תר""א",
2701,2701,edition,"ספר מסלול - תר""ז",1,1428490248,1428490248,1,2337,,,274.0,וינוגרד; מהדורות בבר-אילן,,"תר""ז",
2702,2702,edition,"ספר מסלול - תר""ח",1,1428490248,1428490248,1,2337,,,274.0,וינוגרד; מהדורות בבר-אילן,,"תר""ח",
2703,2703,edition,"ספר מסלול - תרי""ב",1,1428490248,1428490248,1,2337,,,274.0,וינוגרד; מהדורות בבר-אילן,,"תרי""ב",
2704,2704,edition,"ספר מסלול - תרי""ב",1,1428490248,1428490248,1,2337,,,287.0,וינוגרד; מהדורות בבר-אילן,,"תרי""ב",
2705,2705,edition,"ספר מסלול - תרי""ח",1,1428490248,1428490248,1,2337,,,140.0,וינוגרד; מהדורות בבר-אילן,,"תרי""ח",
2706,2706,edition,"ספר מסלול - תרי""ט",1,1428490248,1428490248,1,2337,,,274.0,וינוגרד; מהדורות בבר-אילן,,"תרי""ט",
2707,2707,edition,"ספר מסלול - תר""ך",1,1428490248,1428490248,1,2337,"בחלק מן המהדורות המאוחרות (תר""א, למברג תר""ך) נוסף בסוף הספר ""סדר לוח הבנינים עם משקלי השמות"", שהמחבר הוציא כספר נפרד.",,140.0,וינוגרד; מהדורות בבר-אילן,,"תר""ך",
2708,2708,edition,"ספר מסלול - תרכ""ג",1,1428490248,1428490248,1,2337,,,274.0,וינוגרד; מהדורות בבר-אילן,,"תרכ""ג",
2709,2709,edition,"ספר מסלול - תרמ""ג",1,1428490248,1428490248,1,2337,"לפני ""ספר מסלול"".
במהדורות אחרות (וילנא, תרמ""ג; וילנא, תרנ""ב) נוספו פרקים מאת משה בן-דוד הכהן רייכערסאהן, והם: ""מסילת הנגינות או דרך פיסקי הטעמים"", וכן אוסף של הערות תחת השם ""מאיר נתיבות"".",,274.0,וינוגרד; מהדורות בבר-אילן,,"תרמ""ג",
2710,2710,edition,"ספר מסלול - תר""ן",1,1428490248,1428490248,1,2337,,,274.0,וינוגרד; מהדורות בבר-אילן,,"תר""ן",
2711,2711,edition,"ספר מסלול - תרנ""ב",1,1428490248,1428490248,1,2337,"לפני ""ספר מסלול"".
במהדורות אחרות (וילנא, תרמ""ג; וילנא, תרנ""ב) נוספו פרקים מאת משה בן-דוד הכהן רייכערסאהן, והם: ""מסילת הנגינות או דרך פיסקי הטעמים"", וכן אוסף של הערות תחת השם ""מאיר נתיבות"".",,274.0,וינוגרד; מהדורות בבר-אילן,,"תרנ""ב",
2712,2712,edition,"ספר מצפה יקתאל - תקנ""ד",1,1428490248,1428490248,1,2343,,,14.0,וינוגרד,,"תקנ""ד",
2713,2713,edition,ספר נתיבות השלום א - 1795,1,1428490248,1428490248,1,2347,Publisher: A. Schmidt,,273.0,"ראו MMGS 15, 1, pp. CII ff",,1795,
2714,2714,edition,ספר נתיבות השלום א - 1802,1,1428490248,1428490248,1,2347,Publisher: Elsenwanger,,204.0,"ראו MMGS 15, 1, pp. CII ff",,1802,
2715,2715,edition,ספר נתיבות השלום א - 1808/09,1,1428490248,1428490248,1,2347,Publisher: A. Schmidt,,273.0,"ראו MMGS 15, 1, pp. CII ff",,1808/09,
2716,2716,edition,ספר נתיבות השלום א - 1817,1,1428490248,1428490248,1,2347,Publisher: A. Schmidt,,273.0,"ראו MMGS 15, 1, pp. CII ff",,1817,
2717,2717,edition,ספר נתיבות השלום א - 1831/32,1,1428490248,1428490248,1,2347,Publisher: A. Schmidt,,273.0,"ראו MMGS 15, 1, pp. CII ff",,1831/32,
2718,2718,edition,ספר נתיבות השלום א - 1836,1,1428490248,1428490248,1,2347,Publisher: Moshe Landau,,273.0,"ראו MMGS 15, 1, pp. CII ff",,1836,
2719,2719,edition,ספר נתיבות השלום א - 1837,1,1428490248,1428490248,1,2347,Publisher: A. Schmidt,,273.0,"ראו MMGS 15, 1, pp. CII ff",,1837,
2720,2720,edition,ספר נתיבות השלום א - 1846,1,1428490248,1428490248,1,2347,Publisher: Franz Edlen von Schmid,,273.0,"ראו MMGS 15, 1, pp. CII ff",,1846,
2721,2721,edition,ספר נתיבות השלום א - 1848,1,1428490248,1428490248,1,2347,Publisher: Josef Ruben Man Re'em,,274.0,"ראו MMGS 15, 1, pp. CII ff",,1848,
2722,2722,edition,ספר נתיבות השלום א - 1860-62,1,1428490248,1428490248,1,2347,Publisher: S. Freund,,204.0,"ראו MMGS 15, 1, pp. CII ff",,1860-62,
2723,2723,edition,ספר נתיבות השלום א - 1861,1,1428490248,1428490248,1,2347,Publisher: A. della Torre,,273.0,"ראו MMGS 15, 1, pp. CII ff",,1861,
2724,2724,edition,ספר נתיבות השלום א - 1861,1,1428490248,1428490248,1,2347,Publisher: M.E. Lowy's Sohn,,193.0,"ראו MMGS 15, 1, pp. CII ff",,1861,
2725,2725,edition,ספר נתיבות השלום א - 1875,1,1428490248,1428490248,1,2347,Publisher: Salomon,,105.0,"ראו MMGS 15, 1, pp. CII ff",,1875,
2726,2726,edition,ספר נתיבות השלום א - 1915,1,1428490248,1428490248,1,2347,,,276.0,"ראו MMGS 15, 1, pp. CII ff",,1915,
2727,2727,edition,ספר נתיבות השלום א - 1974,1,1428490248,1428490248,1,2347,,,105.0,"ראו MMGS 15, 1, pp. CII ff",,1974,
2728,2728,edition,ספר נתיבות השלום א - 2001-2006,1,1428490248,1428490248,1,2347,Publisher: Jüdische Verlagsanstalt Berlin (4 Auflagen),,14.0,"ראו MMGS 15, 1, pp. CII ff",,2001-2006,
2729,2729,edition,ספר עמודי השמים - 1993,1,1428490248,1428490248,1,2356,,,179.0,IUL,,1993,
2730,2730,edition,"ספר צחות המליצה - תקס""ה",1,1428490248,1428490248,1,2361,,,204.0,וינוגרד,,"תקס""ה",
2731,2731,edition,"ספר צחות המליצה - תק""ע",1,1428490248,1428490248,1,2361,"ממהדורת ברלין תק""ע והלאה נכללו 120 אגרות (ולא 80), כמתוכנן במקור על ידי המחבר",,14.0,וינוגרד,,"תק""ע",
2732,2732,edition,"ספר צחות המליצה - תקצ""ה",1,1428490248,1428490248,1,2361,,,274.0,וינוגרד,,"תקצ""ה",
2733,2733,edition,ספר רוח חן - 1744,1,1428490248,1428490248,1,2363,,,106.0,IUL,,1744,
2734,2734,edition,ספר רוח חן - 1796,1,1428490248,1428490248,1,2363,,,35.0,IUL,,1796,
2735,2735,edition,ספר רוח חן - 1826,1,1428490248,1428490248,1,2363,,,276.0,IUL,,1826,
2736,2736,edition,"ספר רוח חן - תקצ""ד",1,1428490248,1428490248,1,2363,,,107.0,IUL,,"תקצ""ד",
2737,2737,edition,ספר רוח חן - 1855,1,1428490248,1428490248,1,2363,,,302.0,IUL,,1855,
2738,2738,edition,"ספר רוח חן - תרכ""ה",1,1428490248,1428490248,1,2363,,,276.0,IUL,,"תרכ""ה",
2739,2739,edition,ספר רוח חן - 1884,1,1428490248,1428490248,1,2363,,,127.0,IUL,,1884,
2740,2740,edition,"ספר רוח חן - תרמ""ח",1,1428490248,1428490248,1,2363,,,303.0,IUL,,"תרמ""ח",
2741,2741,edition,"ספר רפואת העם - תרי""א",1,1428490248,1428490248,1,2365,"עם תוספות של הרופא מוורשה משה שטודנצדקי

Publisher: Josef Schnazder",,140.0,IUL,,"תרי""א",
2742,2742,edition,"ספר רפואת העם - תשמ""ט",1,1428490248,1428490248,1,2365,,,105.0,IUL,,"תשמ""ט",
2743,2743,edition,ספר תוכחת מגילה - 1995,1,1428490248,1428490248,1,2374,,,179.0,,,1995,
2744,2744,edition,"ספר תכונת השמים - תשנ""ו",1,1428490248,1428490248,1,2376,"(דפוס צילום של מהדורת אמסטרדם, תקט""ז)",,179.0,IUL,,"תשנ""ו",
2745,2745,edition,ספר תכונת השמים - 1997,1,1428490248,1428490248,1,2376,,,173.0,IUL,,1997,
2746,2746,edition,ספר תפארת אדם - 1993,1,1428490248,1428490248,1,2378,,,179.0,,,1993,
2747,2747,edition,"עמודי הלשון - תקס""ג",1,1428490248,1428490248,1,2384,,,204.0,וינוגרד,,"תקס""ג",
2748,2748,edition,"עמודי הלשון - תק""ף",1,1428490248,1428490248,1,2384,"מהדורת אמסטרדם תק""ף נקראת ""קיצור עמודי הלשון"", ושמואל בן עזריאל מולדר מופיע כמעבד הספר",,3.0,וינוגרד,,"תק""ף",
2749,2749,edition,"פירוש על חד גדיא - תקמ""ה",1,1428490248,1428490248,1,2391,,,148.0,,,"תקמ""ה",
2750,2750,edition,"קונטרס מספר הזהר חיבורא תניינא - תקמ""ג",1,1428490248,1428490248,1,2414,,,14.0,,,"תקמ""ג",
2751,2751,edition,"קונטרס מספר הזהר חיבורא תניינא - תשנ""ג",1,1428490248,1428490248,1,2414,דפוס צילום,,179.0,,,"תשנ""ג",
2752,2752,edition,קנה המדה - 1791,1,1428490248,1428490248,1,2419,דפוס H אריה ליב בן שנייאור פייבוש,,227.0,,,1791,
2753,2753,edition,"ראשית למודים א - תקנ""ט",1,1428490248,1428490248,1,2421,,,35.0,IUL,,"תקנ""ט",
2754,2754,edition,ראשית למודים א - 1821,1,1428490248,1428490248,1,2421,,,127.0,IUL,,1821,
2755,2755,edition,ראשית למודים א - 1869,1,1428490248,1428490248,1,2421,,,151.0,IUL,,1869,
2756,2756,edition,"ראשית למודים ב - תקמ""ט",1,1428490248,1428490248,1,2422,,,14.0,IUL,,"תקמ""ט",
2757,2757,edition,ראשית למודים ב - 1869,1,1428490248,1428490248,1,2422,,,140.0,IUL,,1869,
2758,2758,edition,שיחה בעולם הנשמות - 1811,1,1428490248,1428490248,1,2432,,,204.0,,,1811,
2759,2759,edition,שיחה בעולם הנשמות - 1849,1,1428490248,1428490248,1,2432,,,274.0,"בשם חדש: מחקרי לשון, עם הערות ותוספות של אד""ם הכהן לבנזון (ספריית ת""א, מהלמן, 492.408 לוי)",,1849,
2760,2760,edition,שירי תפארת א - תקסט,1,1428490248,1428490248,1,2453,"מהדורת פראג תקס""ט (-תקע""א) כוללת את כל שירי תפארת, בארבעה כרכים.",,204.0,וינוגרד,,תקסט,
2761,2761,edition,שירי תפארת א - 1840,1,1428490248,1428490248,1,2453,בשני כרכים,,276.0,וינוגרד,,1840,
2762,2762,edition,שירי תפארת א - 1844,1,1428490248,1428490248,1,2453,בשלושה כרכים,,140.0,וינוגרד,,1844,
2763,2763,edition,שירי תפארת א - 1853,1,1428490248,1428490248,1,2453,,,276.0,וינוגרד,,1853,
2764,2764,edition,שירי תפארת ב - תקנא,1,1428490248,1428490248,1,2454,,,14.0,"וינוגרד ( אך הוא לא מציין את ההוצאה הראשונה של חלק ב', ברלין תקנ""א)",,תקנא,
2765,2765,edition,שירי תפארת ב - תקסט,1,1428490248,1428490248,1,2454,"מהדורת פראג תקס""ט (-תקע""א) כוללת את כל שירי תפארת, בארבעה כרכים",,204.0,וינוגרד,,תקסט,
2766,2766,edition,שירי תפארת ב - 1840,1,1428490248,1428490248,1,2454,בשני כרכים,,276.0,וינוגרד,,1840,
2767,2767,edition,שירי תפארת ב - 1844,1,1428490248,1428490248,1,2454,בשלושה כרכים,,140.0,וינוגרד,,1844,
2768,2768,edition,שירי תפארת ב - 1853,1,1428490248,1428490248,1,2454,,,276.0,וינוגרד,,1853,
2769,2769,edition,שירי תפארת ג - ,1,1428490248,1428490248,1,2455,,,14.0,וינוגרד,,,
2770,2770,edition,שירי תפארת ג - תקסט,1,1428490248,1428490248,1,2455,"מהדורת פראג תקס""ט (-תקע""א) כוללת את כל שירי תפארת, בארבעה כרכים",,204.0,וינוגרד,,תקסט,
2771,2771,edition,שירי תפארת ג - 1840,1,1428490248,1428490248,1,2455,בשני כרכים,,276.0,וינוגרד,,1840,
2772,2772,edition,שירי תפארת ג - 1844,1,1428490248,1428490248,1,2455,בשלושה כרכים,,140.0,וינוגרד,,1844,
2773,2773,edition,שירי תפארת ג - 1853,1,1428490248,1428490248,1,2455,,,276.0,וינוגרד,,1853,
2774,2774,edition,שירי תפארת ד - ,1,1428490248,1428490248,1,2456,,,14.0,וינוגרד,,,
2775,2775,edition,שירי תפארת ד - תקסט,1,1428490248,1428490248,1,2456,"מהדורת פראג תקס""ט (-תקע""א) כוללת את כל שירי תפארת, בארבעה כרכים",,204.0,וינוגרד,,תקסט,
2776,2776,edition,שירי תפארת ד - 1840,1,1428490248,1428490248,1,2456,בשני כרכים,,276.0,וינוגרד,,1840,
2777,2777,edition,שירי תפארת ד - 1844,1,1428490248,1428490248,1,2456,בשלושה כרכים,,140.0,וינוגרד,,1844,
2778,2778,edition,שירי תפארת ד - 1853,1,1428490248,1428490248,1,2456,,,276.0,וינוגרד,,1853,
2779,2779,edition,שירי תפארת ה - ,1,1428490248,1428490248,1,2457,,,14.0,וינוגרד,,,
2780,2780,edition,שירי תפארת ה - תקסט,1,1428490248,1428490248,1,2457,"לפי וינוגרד:
מהדורת פראג תקס""ט (-תקע""א) כוללת את כל שירי תפארת, בארבעה כרכים.",,204.0,וינוגרד,,תקסט,
2781,2781,edition,שירי תפארת ה - 1840,1,1428490248,1428490248,1,2457,ורשא 1840 - בשני כרכים,,276.0,וינוגרד,,1840,
2782,2782,edition,שירי תפארת ה - 1844,1,1428490248,1428490248,1,2457,למברג 1844 - בשלושה כרכים,,140.0,וינוגרד,,1844,
2783,2783,edition,שירי תפארת ה - 1853,1,1428490248,1428490248,1,2457,,,276.0,וינוגרד,,1853,
2784,2784,edition,תודת אמונת בית ישראל - 1813,1,1428490248,1428490248,1,2470,עם תת-כותרת בגרמנית ובצרפתית,,273.0,IUL,,1813,
2785,2785,edition,תוכחת מגולה - 1812,1,1428490248,1428490248,1,2471,,,54.0,וינוגרד,,1812,
2786,2786,edition,תורת לשון עברית א - 1802,1,1428490248,1428490248,1,2474,,,14.0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1802,
2787,2787,edition,תורת לשון עברית א - 1807,1,1428490248,1428490248,1,2474,,,54.0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1807,
2788,2788,edition,תורת לשון עברית א - 1816,1,1428490248,1428490248,1,2474,"המגיה הוא לווינזון, שלמה שצירף שם הקדמה",,273.0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1816,
2789,2789,edition,תורת לשון עברית א - 1825,1,1428490248,1428490248,1,2474,"שינויים, שיפורים ותוספות רבות של שמואל דעטמאלד",,273.0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1825,
2790,2790,edition,תורת לשון עברית א - 1827,1,1428490248,1428490248,1,2474,"עריכה מחדש מאת  וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1827,
2791,2791,edition,תורת לשון עברית א - 1828,1,1428490248,1428490248,1,2474,"עריכה מחדש מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג. יצא יחד עם ספר נוסף של וואלף מאיר: שפתי ישנים",,204.0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1828,
2792,2792,edition,תורת לשון עברית א - 1832,1,1428490248,1428490248,1,2474,"מהדורה שניה ומתוקנת מאת  וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1832,
2793,2793,edition,תורת לשון עברית א - 1838,1,1428490248,1428490248,1,2474,"מהדורה שלישית ומתוקנת מאת  וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1838,
2794,2794,edition,תורת לשון עברית א - 1842,1,1428490248,1428490248,1,2474,"מהדורה רביעית ומתוקנת מאת  וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1842,
2795,2795,edition,תורת לשון עברית א - 1850,1,1428490248,1428490248,1,2474,"מאת  וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL,  וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1850,
2796,2796,edition,תורת לשון עברית ב - 1802,1,1428490248,1428490248,1,2475,,,14.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1802,
2797,2797,edition,תורת לשון עברית ב - 1807,1,1428490248,1428490248,1,2475,,,54.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1807,
2798,2798,edition,תורת לשון עברית ב - 1816,1,1428490248,1428490248,1,2475,"המגיה הוא לווינזון, שלמה שצירף שם הקדמה",,273.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1816,
2799,2799,edition,תורת לשון עברית ב - 1825,1,1428490248,1428490248,1,2475,"שינויים, שיפורים ותוספות רבות של שמואל דעטמאלד",,273.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1825,
2800,2800,edition,תורת לשון עברית ב - 1827,1,1428490248,1428490248,1,2475,"עריכה מחדש מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1827,
2801,2801,edition,תורת לשון עברית ב - 1828,1,1428490248,1428490248,1,2475,"עריכה מחדש מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג. יצא יחד עם ספר נוסף של וואלף מאיר: שפתי ישנים",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1828,
2802,2802,edition,תורת לשון עברית ב - 1832,1,1428490248,1428490248,1,2475,"מהדורה שניה ומתוקנת מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1832,
2803,2803,edition,תורת לשון עברית ב - 1838,1,1428490248,1428490248,1,2475,"מהדורה שלישית ומתוקנת מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1838,
2804,2804,edition,תורת לשון עברית ב - 1842,1,1428490248,1428490248,1,2475,"מהדורה רביעית ומתוקנת מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1842,
2805,2805,edition,תורת לשון עברית ב - 1850,1,1428490248,1428490248,1,2475,"מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1850,
2806,2806,edition,תורת לשון עברית ג - 1802,1,1428490248,1428490248,1,2476,,,14.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1802,
2807,2807,edition,תורת לשון עברית ג - 1807,1,1428490248,1428490248,1,2476,,,54.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1807,
2808,2808,edition,תורת לשון עברית ג - 1816,1,1428490248,1428490248,1,2476,"המגיה הוא לווינזון, שלמה שצירף שם הקדמה",,273.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1816,
2809,2809,edition,תורת לשון עברית ג - 1825,1,1428490248,1428490248,1,2476,"שינויים, שיפורים ותוספות רבות של שמואל דעטמאלד",,273.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1825,
2810,2810,edition,תורת לשון עברית ג - 1827,1,1428490248,1428490248,1,2476,"עריכה מחדש מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1827,
2811,2811,edition,תורת לשון עברית ג - 1828,1,1428490248,1428490248,1,2476,"עריכה מחדש מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג. יצא יחד עם ספר נוסף של וואלף מאיר: שפתי ישנים",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1828,
2812,2812,edition,תורת לשון עברית ג - 1832,1,1428490248,1428490248,1,2476,"מהדורה שניה ומתוקנת מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1832,
2813,2813,edition,תורת לשון עברית ג - 1838,1,1428490248,1428490248,1,2476,"מהדורה שלישית ומתוקנת מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1838,
2814,2814,edition,תורת לשון עברית ג - 1842,1,1428490248,1428490248,1,2476,"מהדורה רביעית ומתוקנת מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1842,
2815,2815,edition,תורת לשון עברית ג - 1850,1,1428490248,1428490248,1,2476,"מאת וואלף מאיר, מורה לעברית ולתורה בביה""ס היהודי-גרמני בפראג",,204.0,"IUL, וגם בדיקה ישירה של מהדורות 1807, 1816, 1825, 1838, 1850 - המצוייות בספריית אוניברסיטת תל אביב.",,1850,
2816,2816,edition,תלמוד לשון עברי - 1796,1,1428490248,1428490248,1,2478,,,28.0,IUL,,1796,
2817,2817,edition,"תלמוד לשון עברי - תקס""ו",1,1428490248,1428490248,1,2478,נדפס שנית (בהרבה תוספות ותיקונים ובאורים והרחבת הלשון בתקון ידי המחבר),,273.0,IUL,,"תקס""ו",
2818,2818,edition,"תלמוד לשון עברי - תק""ע",1,1428490248,1428490248,1,2478,תוספות ותיקונים ובאורים והרחבת הלשון בתקון ידי המחבר,,273.0,IUL,,"תק""ע",
2819,2819,edition,תלמוד לשון עברי - 1818,1,1428490248,1428490248,1,2478,תוספות ותיקונים ובאורים והרחבת הלשון בתקון ידי המחבר,,273.0,IUL,,1818,
2820,2820,edition,תלמוד לשון עברי - 1827,1,1428490248,1428490248,1,2478,תוספות ותיקונים ובאורים והרחבת הלשון בתקון ידי המחבר,,273.0,IUL,,1827,
2821,2821,edition,"תלמוד לשון עברי - תק""צ",1,1428490248,1428490248,1,2478,,,274.0,IUL,,"תק""צ",
2822,2822,edition,"תלמוד לשון עברי - תקצ""ב",1,1428490248,1428490248,1,2478,,,248.0,IUL,,"תקצ""ב",
2823,2823,edition,"תלמוד לשון עברי - תר""כ",1,1428490248,1428490248,1,2478,,,121.0,IUL,,"תר""כ",
2824,2824,edition,תלמוד לשון עברי - 1866,1,1428490248,1428490248,1,2478,"יחד עם הספר ""ספר שערי נעימה"" (על טעמי א'יוב, מ'שלי, ת'הלים) שכתב שלמה חלם (בערך 1715-1781), עם הערות של שלמה מדובנא",,274.0,IUL,,1866,
2825,2825,edition,"תלמוד לשון עברי - תרל""ב",1,1428490248,1428490248,1,2478,,,140.0,IUL,,"תרל""ב",
