nid,vid,type,title,status,created,changed,uid,name_in_book,name_in_book_format,person_name_appear,producer_target_id,role_tid
4871,4871,production,"שיאר, אברהם נפתלי הירץ - אמירה נעימה - Author",1,1428490312,1428490312,1,,,,1840,402.0
4872,4872,production,"משה צבי ב""ר מנחם מוויהל - אמירה נעימה - Translator",1,1428490312,1428490312,1,,,,1586,403.0
4873,4873,production,"Berlin, Saul - ברלין, שאול - אמר הצעיר ... - Author",1,1428490312,1428490312,1,,,,56,402.0
4874,4874,production,"Homberg, Herz - הרץ, הומברג - אמרי שפר - Author",1,1428490312,1428490312,1,,,,226,402.0
4875,4875,production,אנונימי - אן דיא עלטרן דער ווילהלמס-שילר - Author,1,1428490312,1428490312,1,,,,690,402.0
4876,4876,production,"אליהו בן רפאל שלמה, הלוי - אנקת השיר - Don't know",1,1428490312,1428490312,1,,,,673,809.0
4877,4877,production,אנונימי - אקטא אסתר מיט אחשורוס - Author,1,1428490312,1428490312,1,,,,690,402.0
4878,4878,production,"מרדכי בן יצחק, הלוי - אשכר אקריב - Author",1,1428490312,1428490312,1,,,,1520,402.0
4879,4879,production,"Mendelssohn, Moses - מנדלסון, משה - באור מלות ההגיון - Commentator",1,1428490312,1428490312,1,,,,364,406.0
4880,4880,production,"הקלירי, שמשון - באור מלות ההגיון - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,942,405.0
4881,4881,production,"Löwysohn, Salomon - לוויזון, שלמה - בית האוסף - Author",1,1428490312,1428490312,1,,,,344,402.0
4882,4882,production,"Ben Seew, Juda Löb - בן-זאב, יהודה ליב - בית הספר א - Author",1,1428490312,1428490312,1,,,,43,402.0
4883,4883,production,"Ben Seew, Juda Löb - בן-זאב, יהודה ליב - בית הספר ב - Author",1,1428490312,1428490312,1,,,,43,402.0
4884,4884,production,"גרונדשטין, יעקב לוי - בית יעקב - Author",1,1428490312,1428490312,1,,,,824,402.0
4885,4885,production,"Riess, Nathan - ריז, נתן - בנות השיר - Author",1,1428490312,1428490312,1,,,,410,402.0
4886,4886,production,"Beer, Peter - בער, פרץ - בער פרץ - Author",1,1428490312,1428490312,1,,,,38,402.0
4887,4887,production,"Baschwitz, Zebi (Hirsch) ben Meir - בשביץ, צבי הירש בן מאיר - בריב שטעללר אדער פתשגן הכתב - Don't know",1,1428490312,1428490312,1,,,,34,809.0
4888,4888,production,פועלי בית הדפוס חנוך נערים - ברכת פועלים - Author,1,1428490312,1428490312,1,,,,1681,402.0
4889,4889,production,"Neumann, Moses Samuel - נוימן, משה שמואל - בת יפתח - Author",1,1428490312,1428490312,1,,,,382,402.0
4890,4890,production,אברהם בן אליהו - גבולות ארץ - Don't know,1,1428490312,1428490312,1,,,,529,809.0
4891,4891,production,"Friedländer, David - פרידלענדר, דוד - גבעטי דער יודן אויף דאס גאנצי יאהר - Translator,Commentator",1,1428490312,1428490312,1,,,,140,403.0
4892,4892,production,"Belinfante, Isaac - בלינפנטי, יצחק - גילת ורנן - Author",1,1428490312,1428490312,1,,,,40,402.0
4893,4893,production,"Franco Mendes, David - פרנקו-מנדס, דוד - גמול עתליה - Author",1,1428490312,1428490312,1,,,,128,402.0
4894,4894,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - גן נעול א - Author",1,1428490312,1428490312,1,,,,480,402.0
4895,4895,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - גן נעול ב - Author",1,1428490312,1428490312,1,,,,480,402.0
4896,4896,production,"Schiff, Isaak Benedix - שיף, בנדיט איצק - דבר בעתו - Author",1,1428490312,1428490312,1,,,,427,402.0
4897,4897,production,"Cohen, Salomon Jacob - כהן, שלום - דבר בעתו - Translator,Editor",1,1428490312,1428490312,1,,,,83,403.0
4898,4898,production,"Jeitteles, Baruch (Benedict) - ייטלש, ברוך - דברי יאזעף השני האחרונים - Translator",1,1428490312,1428490312,1,,,,262,403.0
4899,4899,production,"Satanow, Isaak - סטנוב, יצחק - דברי ריבות א - Don't know",1,1428490312,1428490312,1,,,,423,809.0
4900,4900,production,"Satanow, Isaak - סטנוב, יצחק - דברי ריבות ב - Don't know",1,1428490312,1428490312,1,,,,423,809.0
4901,4901,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - דברי שלום ואמת א - Author",1,1428490312,1428490312,1,,,,480,402.0
4902,4902,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - דברי שלום ואמת ב - Author",1,1428490312,1428490312,1,,,,480,402.0
4903,4903,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - דברי שלום ואמת ג - Author",1,1428490312,1428490312,1,,,,480,402.0
4904,4904,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - דברי שלום ואמת ד - Author",1,1428490312,1428490312,1,,,,480,402.0
4905,4905,production,"Mendelssohn, Moses - מנדלסון, משה - דרוש על השלום - Translator",1,1428490312,1428490312,1,,,,364,403.0
4906,4906,production,"Leo, Hartog - לאו, הרטוג - דרוש על השלום - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,310,405.0
4907,4907,production,"מוזסזון, אהרן בן משה מגזע צבי מוזסזון, אהרן בן משה מגזע צבי - דרוש על השלום - ",1,1428490312,1428490312,1,,,,1461,
4908,4908,production,"Oven, Abraham van - אובן, אברהם - דרך איש ישר - Translator",1,1428490312,1428490312,1,,,,394,403.0
4909,4909,production,"Löwenstamm, Chaim ben Arije Löb - לוונשטם, חיים בן אריה ליב - דרך חיים - ",1,1428490312,1428490312,1,,,,341,
4910,4910,production,"Heidenheim, Wolf - הידנהים, וולף - דרכי נעם - Commentator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,201,406.0
4911,4911,production,"Euchel, Isaac Abraham - אייכל, יצחק - דרכי נעם אדער איבערזעצונג פאן ספר משלי - Translator,Commentator",1,1428490312,1428490312,1,,,,122,403.0
4912,4912,production,"Philippson, Moses - פיליפסון, משה - דרכי נעם אדער איבערזעצונג פאן ספר משלי - Editor,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,398,404.0
4913,4913,production,"Beer, Peter - בער, פרץ - דת ישראל oder Das Judenthum 1 - Author",1,1428490312,1428490312,1,,,,38,402.0
4914,4914,production,"Beer, Peter - בער, פרץ - דת ישראל oder Das Judenthum 2 - Author",1,1428490312,1428490312,1,,,,38,402.0
4915,4915,production,"Ben Seew, Juda Löb - בן-זאב, יהודה ליב - האמונות והדעות - Commentator",1,1428490312,1428490312,1,,,,43,406.0
4916,4916,production,אנונימי - האנד לעקסיקאן - Author,1,1428490312,1428490312,1,,,,690,402.0
4917,4917,production,"Schwabacher, Heimann - שובכר, חיים צבי - הדרכת הילד אדער ערסטער אונטערריכט פיר קינדער פאן דרייא ביס פינף יאהרען - Author",1,1428490312,1428490312,1,,,,439,402.0
4918,4918,production,אנונימי - היסטאריע - Don't know,1,1428490312,1428490312,1,,,,690,809.0
4919,4919,production,"Schulman, Naftali Hirtz - שולמן, נפתלי הרץ - המצאה חדשה מדבר שין - Author",1,1428490312,1428490312,1,,,,434,402.0
4920,4920,production,"Mendelssohn, Moses - מנדלסון, משה - הנפש - Author",1,1428490312,1428490312,1,,,,364,402.0
4921,4921,production,"Friedländer, David - פרידלענדר, דוד - הנפש - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,140,405.0
4922,4922,production,"Dormitzer, Meir Markus - דורמיצר, מאיר - העתקה - Author",1,1428490312,1428490312,1,,,,102,402.0
4923,4923,production,"אברהם בן לא""א כהן מביסטריץ - העתקה - Editor",1,1428490312,1428490312,1,,,,531,404.0
4924,4924,production,"Friedländer, David - פרידלענדר, דוד - הפטרה לשחרית יום הכפורים - Translator",1,1428490312,1428490312,1,,,,140,403.0
4925,4925,production,"Mendelssohn, Moses - מנדלסון, משה - הפטרות מכל השנה א - Translator",1,1428490312,1428490312,1,,,,364,403.0
4926,4926,production,"Euchel, Gottleb - אייכל, יחיאל גוטליב - הפטרות מכל השנה א - Translator",1,1428490312,1428490312,1,,,,121,403.0
4927,4927,production,"Friedländer, David - פרידלענדר, דוד - הפטרות מכל השנה א - Translator",1,1428490312,1428490312,1,,,,140,403.0
4928,4928,production,"Euchel, Isaac Abraham - אייכל, יצחק - הפטרות מכל השנה א - Translator",1,1428490312,1428490312,1,,,,122,403.0
4929,4929,production,"Wolfsohn-Halle, Aron - וולפסון, אהרון - הפטרות מכל השנה א - Translator",1,1428490312,1428490312,1,,,,491,403.0
4930,4930,production,"Lindau, Baruch ben Jehuda Löb - לינדא, ברוך - הפטרות מכל השנה א - Translator",1,1428490312,1428490312,1,,,,333,403.0
4931,4931,production,"ברי""ל, אלחנן - הפטרות מכל השנה א - Translator",1,1428490312,1428490312,1,,,,792,403.0
4932,4932,production,גדליה מאברזיטצקא - הפטרות מכל השנה א - Translator,1,1428490312,1428490312,1,,,,810,403.0
4933,4933,production,"טהעאדאר, דוד - הפטרות מכל השנה א - Translator",1,1428490312,1428490312,1,,,,1071,403.0
4934,4934,production,"פרידלנדר, בר""ד בונם - הפטרות מכל השנה א - Translator",1,1428490312,1428490312,1,,,,1711,403.0
4935,4935,production,"Friedländer, David - פרידלענדר, דוד - הפטרות מכל השנה ב - Translator",1,1428490312,1428490312,1,,,,140,403.0
4936,4936,production,"Mendelssohn, Moses - מנדלסון, משה - הפטרות מכל השנה ג - Translator",1,1428490312,1428490312,1,,,,364,403.0
4937,4937,production,"Friedländer, David - פרידלענדר, דוד - הפטרות מכל השנה ג - Translator",1,1428490312,1428490312,1,,,,140,403.0
4938,4938,production,"Euchel, Isaac Abraham - אייכל, יצחק - הפטרות מכל השנה ג - Translator",1,1428490312,1428490312,1,,,,122,403.0
4939,4939,production,"Wolfsohn-Halle, Aron - וולפסון, אהרון - הפטרות מכל השנה ג - Translator",1,1428490312,1428490312,1,,,,491,403.0
4940,4940,production,"Löwe, Joel - ברי""ל, יואל - הפטרות מכל השנה ג - Translator",1,1428490312,1428490312,1,,,,339,403.0
4941,4941,production,"פרידלענדר, בונם בר""ד בונם בר""ד פ""ל - הפטרות מכל השנה ג - Translator",1,1428490312,1428490312,1,,,,1714,403.0
4942,4942,production,"משה בר""ד פ""ל משה בר""ד פ""ל - הפטרות מכל השנה ג - Translator",1,1428490312,1428490312,1,,,,1553,403.0
4943,4943,production,"טהעאדאר, דוד - הפטרות מכל השנה ג - Translator",1,1428490312,1428490312,1,,,,1071,403.0
4944,4944,production,"ראכנאווע, יוזל - הפטרות מכל השנה ג - Translator",1,1428490312,1428490312,1,,,,1798,403.0
4945,4945,production,"אברהם בר""א פל - הפטרות מכל השנה ג - Translator",1,1428490312,1428490312,1,,,,533,403.0
4946,4946,production,"יאקב ז""ב - הפטרות מכל השנה ג - Translator",1,1428490312,1428490312,1,,,,1116,403.0
4947,4947,production,"Friedländer, David - פרידלענדר, דוד - הפטרות מכל השנה ד - Translator",1,1428490312,1428490312,1,,,,140,403.0
4948,4948,production,"Euchel, Isaac Abraham - אייכל, יצחק - הפטרות מכל השנה ד - Translator",1,1428490312,1428490312,1,,,,122,403.0
4949,4949,production,"Wolfsohn-Halle, Aron - וולפסון, אהרון - הפטרות מכל השנה ד - Translator",1,1428490312,1428490312,1,,,,491,403.0
4950,4950,production,"Lindau, Baruch ben Jehuda Löb - לינדא, ברוך - הפטרות מכל השנה ד - Translator",1,1428490312,1428490312,1,,,,333,403.0
4951,4951,production,"Löwe, Joel - ברי""ל, יואל - הפטרות מכל השנה ד - Translator",1,1428490312,1428490312,1,,,,339,403.0
4952,4952,production,"פרידלענדר, בונם בר""ד בונם בר""ד פ""ל - הפטרות מכל השנה ד - Translator",1,1428490312,1428490312,1,,,,1714,403.0
4953,4953,production,"משה בר""ד פ""ל משה בר""ד פ""ל - הפטרות מכל השנה ד - Translator",1,1428490312,1428490312,1,,,,1553,403.0
4954,4954,production,גדליה מאברזיטצקא - הפטרות מכל השנה ד - Translator,1,1428490312,1428490312,1,,,,810,403.0
4955,4955,production,"טהעאדאר, דוד - הפטרות מכל השנה ד - Translator",1,1428490312,1428490312,1,,,,1071,403.0
4956,4956,production,"ראכנאווע, יוזל - הפטרות מכל השנה ד - Translator",1,1428490312,1428490312,1,,,,1798,403.0
4957,4957,production,"Heidenheim, Wolf - הידנהים, וולף - הפיוטים והפייטנים - Author",1,1428490312,1428490312,1,,,,201,402.0
4958,4958,production,"Romanelli, Samuel - רומנלי, שמואל - הקולות יחדלון או משפט שלום - Author",1,1428490312,1428490312,1,,,,413,402.0
4959,4959,production,"Ottensosser, David - אוטנזוסר, דוד - השלום - Author",1,1428490312,1428490312,1,,,,391,402.0
4960,4960,production,"Schwabacher, Heimann - שובכר, חיים צבי - השלום - Author",1,1428490312,1428490312,1,,,,439,402.0
4961,4961,production,"Levy, Elie - אליהו חלפן - השלום - תקסב - Author",1,1428490312,1428490312,1,,,,325,402.0
4962,4962,production,"אנונימי - התעוררות שמחה וששון ... ליהודים ק""ק אשכנזים ... אשר בעיר אלטונא ... בראותם את יקר תפארת ... קריסטיאנ - Author",1,1428490312,1428490312,1,,,,690,402.0
4963,4963,production,"Friedrichsfeld, David - פרידריכספלד, דוד - זאת חנוכת הבית - Author",1,1428490312,1428490312,1,,,,167,402.0
4964,4964,production,"Graanboom, Izak - גראנבום, יצחק - זאת חנוכת הבית - Author",1,1428490312,1428490312,1,,,,187,402.0
4965,4965,production,"מרגליות, יהודה ליב בן אשר זליג - זה ספר בית המדות - Author",1,1428490312,1428490312,1,,,,1507,402.0
4966,4966,production,"Friedrichsfeld, David - פרידריכספלד, דוד - זה ספר זכר צדיק - Author",1,1428490312,1428490312,1,,,,167,402.0
4967,4967,production,"מרגליות, יהודה ליב בן אשר זליג - זה ספר טוב ויפה - Author",1,1428490312,1428490312,1,,,,1507,402.0
4968,4968,production,"Dessau, Wolf - דסאו, וולף - זה ספר פשר דבר - Commentator",1,1428490312,1428490312,1,,,,95,406.0
4969,4969,production,"Kohen Piwana, Josephi - פיבני, יוסף בן איזק, כהנא - זכרון יוסף - Author",1,1428490312,1428490312,1,,,,297,402.0
4970,4970,production,"Friedländer, David - פרידלענדר, דוד - זענד-שרייבן אן דיא דייטשי יודן - Author",1,1428490312,1428490312,1,,,,140,402.0
4971,4971,production,"Levi, Avigdor - לוי, אביגדור - חותם תכנית - Author",1,1428490312,1428490312,1,,,,316,402.0
4972,4972,production,אנונימי - חי בן מקיץ - Don't know,1,1428490312,1428490312,1,,,,690,809.0
4973,4973,production,"Ben Seew, Juda Löb - בן-זאב, יהודה ליב - חכמת יהושע בן סירא - Translator",1,1428490312,1428490312,1,,,,43,403.0
4974,4974,production,"Salomon, Gotthold - סלומון, גוטהולד - חלקת מחקק - Translator,Commentator",1,1428490312,1428490312,1,,,,417,403.0
4975,4975,production,"Pappenheimer, Salomon Seligmann - פאפנהיים, שלמה - חשק שלמה - Author",1,1428490312,1428490312,1,,,,395,402.0
4976,4976,production,אנונימי - יום מלכים ימלוכו - Don't know,1,1428490312,1428490312,1,,,,690,809.0
4977,4977,production,"Löwe, Joel - ברי""ל, יואל - יונה - Translator,Commentator",1,1428490312,1428490312,1,,,,339,403.0
4978,4978,production,"Derenburg, Zebi Hirsch - דרנבורג, הירש - יושבי תבל - Author",1,1428490312,1428490312,1,,,,94,402.0
4979,4979,production,שמעון פיורדא - יושבי תבל - Editor,1,1428490312,1428490312,1,,,,1932,404.0
4980,4980,production,"Breslauer, Mendel - ברסלאו, מנדל - ילדות ובחרות או נתיבות החנוך והמוסר - Author",1,1428490312,1428490312,1,,,,72,402.0
4981,4981,production,"Pappenheimer, Salomon Seligmann - פאפנהיים, שלמה - יריעות שלמה א - Author",1,1428490312,1428490312,1,,,,395,402.0
4982,4982,production,"Pappenheimer, Salomon Seligmann - פאפנהיים, שלמה - יריעות שלמה ג - Author",1,1428490312,1428490312,1,,,,395,402.0
4983,4983,production,"Beer, Peter - בער, פרץ - כוס ישועות, oder Kelch des Heils - Author",1,1428490312,1428490312,1,,,,38,402.0
4984,4984,production,"Schönemann, Salomo - שינמן, שלמה - כימיאה אדער שיידיקונסט א - Author",1,1428490312,1428490312,1,,,,430,402.0
4985,4985,production,"פולק, אהרן - כלילת אהבה - Author",1,1428490312,1428490312,1,,,,1678,402.0
4986,4986,production,"Buchner, Zeev Wolf - בוכנר, זאב וולף - כתר מלכות לרזב""ד - Author",1,1428490312,1428490312,1,,,,75,402.0
4987,4987,production,"(Feder)-Guttmann, Tuvia - פדר, טוביה - להט החרב - Author",1,1428490312,1428490312,1,,,,5,402.0
4988,4988,production,"Ben Seew, Juda Löb - בן-זאב, יהודה ליב - לוח הפעלים - Author",1,1428490312,1428490312,1,,,,43,402.0
4989,4989,production,"Levi, Hannover Raphael - לוי, רפאל מהנובר - לוח עלות השחר - Author",1,1428490312,1428490312,1,,,,317,402.0
4990,4990,production,"Löwe, Joel - ברי""ל, יואל - לוחות בניני הפעלים עם משקלי השמות - Author",1,1428490312,1428490312,1,,,,339,402.0
4991,4991,production,"Levi, Hannover Raphael - לוי, רפאל מהנובר - לוחות העיבור א - Author",1,1428490312,1428490312,1,,,,317,402.0
4992,4992,production,"Levi, Hannover Raphael - לוי, רפאל מהנובר - לוחות העיבור ב - Author",1,1428490312,1428490312,1,,,,317,402.0
4993,4993,production,"Wolfsohn-Halle, Aron - וולפסון, אהרון - לייכטזין אונד פרעממעלייא - Author",1,1428490312,1428490312,1,,,,491,402.0
4994,4994,production,"Dubno, Salomon - דובנא, שלמה - לישרים תהלה - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,105,405.0
4995,4995,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - לכבוד איש מהולל - Author",1,1428490312,1428490312,1,,,,480,402.0
4996,4996,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - לכבוד הגביר - Author",1,1428490312,1428490312,1,,,,480,402.0
4997,4997,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - לכבוד המושל הגדול - Author",1,1428490312,1428490312,1,,,,480,402.0
4998,4998,production,אנונימי - לעבענס בשרייבונג יאזעפס II - Author,1,1428490312,1428490312,1,,,,690,402.0
4999,4999,production,"Mendelssohn, Moses - מנדלסון, משה - לשון הזהב - Author",1,1428490312,1428490312,1,,,,364,402.0
5000,5000,production,"Lemans, Moses - למנס, משה - מאמר אמרה צרופה - Author",1,1428490312,1428490312,1,,,,309,402.0
5001,5001,production,"Levison, George (Mordechai Gumpel Schnaber) - שנאבר-לויזון, גומפל מרדכי - מאמר התורה והחכמה - Author",1,1428490312,1428490312,1,,,,323,402.0
5002,5002,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - מאמר חקור דין - Author",1,1428490312,1428490312,1,,,,480,402.0
5003,5003,production,"יאנוב, שבתי בן דוד יאנוב, שבתי בן דוד - מאמר חקור דין - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,1098,405.0
5004,5004,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - מאמר מגיד חדשות - Author",1,1428490312,1428490312,1,,,,480,402.0
5005,5005,production,"Breslauer, Mendel - ברסלאו, מנדל - מאמר צדק ועוני או עוז הצדק - Author",1,1428490312,1428490312,1,,,,72,402.0
5006,5006,production,"Ben Seew, Juda Löb - בן-זאב, יהודה ליב - מבוא אל מקראי קדש - Author",1,1428490312,1428490312,1,,,,43,402.0
5007,5007,production,"Heidenheim, Wolf - הידנהים, וולף - מבוא הלשון - Author",1,1428490312,1428490312,1,,,,201,402.0
5008,5008,production,פנחס זעליג בן אהרן - מבחר הפנינים - Mevi La'Dfus (Producer),1,1428490312,1428490312,1,,,,1703,405.0
5009,5009,production,"Wolfsohn-Halle, Aron - וולפסון, אהרון - מגילת אסתר - Translator",1,1428490312,1428490312,1,,,,491,403.0
5010,5010,production,"Wolfsohn-Halle, Aron - וולפסון, אהרון - מגלת איכה - Translator,Commentator",1,1428490312,1428490312,1,,,,491,403.0
5011,5011,production,"Satanow, Isaak - סטנוב, יצחק - מגלת חסידים א - Author",1,1428490312,1428490312,1,,,,423,402.0
5012,5012,production,"Friedländer, David - פרידלענדר, דוד - מגלת קהלת - Translator",1,1428490312,1428490312,1,,,,140,403.0
5013,5013,production,"Löwe, Joel - ברי""ל, יואל - מגלת קהלת - Commentator",1,1428490312,1428490312,1,,,,339,406.0
5014,5014,production,"Mendelssohn, Moses - מנדלסון, משה - מגלת קהלת - Commentator",1,1428490312,1428490312,1,,,,364,406.0
5015,5015,production,"Wolfsohn-Halle, Aron - וולפסון, אהרון - מגלת רות - Translator,Commentator",1,1428490312,1428490312,1,,,,491,403.0
5016,5016,production,"Mendelssohn, Moses - מנדלסון, משה - מגלת שיר השירים - Translator",1,1428490312,1428490312,1,,,,364,403.0
5017,5017,production,"Wolfsohn-Halle, Aron - וולפסון, אהרון - מגלת שיר השירים - Commentator",1,1428490312,1428490312,1,,,,491,406.0
5018,5018,production,"Löwe, Joel - ברי""ל, יואל - מגלת שיר השירים - Commentator",1,1428490312,1428490312,1,,,,339,406.0
5019,5019,production,אברהם אבלי בן ירמיה - מדבר סין - Editor,1,1428490312,1428490312,1,,,,517,404.0
5020,5020,production,אורי פיבוש בן אריה ליב - מדרש מלים לשונות עברית ואשכנזית - Author,1,1428490312,1428490312,1,,,,606,402.0
5021,5021,production,"Epstein, Pelte Moses - אפשטין, פלטא בן משה - מה נכבד היום הזה - Author",1,1428490312,1428490312,1,,,,115,402.0
5022,5022,production,"Philippson, Moses - פיליפסון, משה - מודע לבני בינה oder Kinderfreund und Lehrer 1 - Author",1,1428490312,1428490312,1,"Philippssohn, Moses",,1.0,398,402.0
5023,5023,production,"Bock, Moses Hirsch - בוק, משה (בן) צבי - מודע לילדי בני ישראל - Author",1,1428490312,1428490312,1,,,,64,402.0
5024,5024,production,Anonymous - מודע לילדי בני ישראל - Editor,1,1428490312,1428490312,1,,,,18,404.0
5025,5025,production,"Friedländer, David - פרידלענדר, דוד - מודעה - Author",1,1428490312,1428490312,1,,,,140,402.0
5026,5026,production,"Itzig, Isaac Daniel - איציג, יצחק דניאל - מודעה - Author",1,1428490312,1428490312,1,,,,251,402.0
5027,5027,production,"Maimon, Salomon - מימון, שלמה - מורה נבוכים א - Commentator",1,1428490312,1428490312,1,,,,348,406.0
5028,5028,production,"Euchel, Isaac Abraham - אייכל, יצחק - מורה נבוכים א - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,122,405.0
5029,5029,production,"Satanow, Isaak - סטנוב, יצחק - מורה נבוכים ב - Commentator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,423,406.0
5030,5030,production,"Satanow, Isaak - סטנוב, יצחק - מורה נבוכים ג - Commentator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,423,406.0
5031,5031,production,אנונימי - מזמור לתודה לאלהינו - Author,1,1428490312,1428490312,1,,,,690,402.0
5032,5032,production,"Wessely, Hartwig - וייזל, נפתלי הרץ - מזמור שיר - Author",1,1428490312,1428490312,1,,,,480,402.0
5033,5033,production,"Büschenthal, Lippmann Moses - בישנטל, ליפמן משה - מזמור שיר לבאנאפארט - Translator",1,1428490312,1428490312,1,,,,76,403.0
5034,5034,production,"Satanow, Isaak - סטנוב, יצחק - מחברות עמנואל - Editor",1,1428490312,1428490312,1,,,,423,404.0
5035,5035,production,"Horowitz, Jehuda - הורוויץ, יהודה - מחברת חיי הנפש ונצחיותה - Author",1,1428490312,1428490312,1,,,,232,402.0
5036,5036,production,"Romanelli, Samuel - רומנלי, שמואל - מחזה שדי - Author",1,1428490312,1428490312,1,,,,413,402.0
5037,5037,production,"Heidenheim, Wolf - הידנהים, וולף - מחזור לחג השבועות - 1805 - Translator,Commentator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,201,403.0
5038,5038,production,"Heidenheim, Wolf - הידנהים, וולף - מחזור מנהג פולין ליום כפור - 1803 - Translator,Commentator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,201,403.0
5039,5039,production,"Baschwitz - בשוויץ, ברוך - מחזור מנהג פולין ליום כפור - 1803 - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,33,405.0
5040,5040,production,"Heidenheim, Wolf - הידנהים, וולף - מחזור מנהג פולין ליום כפור - 1803 - Translator,Commentator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,201,403.0
5041,5041,production,"Heidenheim, Wolf - הידנהים, וולף - מחזור מנהג פולין ליום ראשון ושני של פסח - 1800 - Translator,Commentator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,201,403.0
5042,5042,production,"בשוויץ, ברוך - מחזור מנהג פולין ליום ראשון ושני של פסח - 1800 - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,799,405.0
5043,5043,production,"Heidenheim, Wolf - הידנהים, וולף - מחזור מנהג פולין ליום ראשון של ראש השנה - 1800 - Translator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,201,403.0
5044,5044,production,"בשוויץ, ברוך - מחזור מנהג פולין ליום ראשון של ראש השנה - 1800 - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,799,405.0
5045,5045,production,"Heidenheim, Wolf - הידנהים, וולף - מחזור מנהג פולין ליום שביעי ושמיני של פסח - 1800 - Translator,Commentator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,201,403.0
5046,5046,production,"בשוויץ, ברוך - מחזור מנהג פולין ליום שביעי ושמיני של פסח - 1800 - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,799,405.0
5047,5047,production,"Heidenheim, Wolf - הידנהים, וולף - מחזור מנהג פולין ליום שני של ראש השנה - 1800 - Translator,Commentator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,201,403.0
5048,5048,production,"בשוויץ, ברוך - מחזור מנהג פולין ליום שני של ראש השנה - 1800 - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,799,405.0
5049,5049,production,"Heidenheim, Wolf - הידנהים, וולף - מחזור מנהג פולין לערבית ליום כפור - 1800 - Translator,Commentator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,201,403.0
5050,5050,production,"בשוויץ, ברוך - מחזור מנהג פולין לערבית ליום כפור - 1800 - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,799,405.0
5051,5051,production,"Heidenheim, Wolf - הידנהים, וולף - מחזור מנהג פולין לשמיני עצרת ולשמחת תורה - 1805 - Translator,Commentator,Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,201,403.0
5052,5052,production,"בשוויץ, ברוך - מחזור מנהג פולין לשמיני עצרת ולשמחת תורה - 1805 - Mevi La'Dfus (Producer)",1,1428490312,1428490312,1,,,,799,405.0
5053,5053,production,"Cohen, Salomon Jacob - כהן, שלום - מטעי קדם על אדמת צפון - Author",1,1428490312,1428490312,1,,,,83,402.0
5054,5054,production,"Herz, Marcus - הרץ, מרכוס - מכתב - Author",1,1428490312,1428490312,1,,,,213,402.0
5055,5055,production,"אנונימי - מכתב - Author,Translator",1,1428490312,1428490312,1,,,,690,402.0
5056,5056,production,"Satanow, Isaak - סטנוב, יצחק - מכתב מרפא לנפש - Author",1,1428490312,1428490312,1,,,,423,402.0
5057,5057,production,"Friedländer, David - פרידלענדר, דוד - מכתב מרפא לנפש - Author",1,1428490312,1428490312,1,,,,140,402.0
5058,5058,production,אנונימי - מכתבי הרבנים - Author,1,1428490312,1428490312,1,,,,690,402.0
5059,5059,production,"Troplowitz, Joseph Ephrati - האפרתי, יוסף מטראפלוויץ - מלוכת שאול - Author",1,1428490312,1428490312,1,,,,458,402.0
5060,5060,production,"Ben Seew, Juda Löb - בן-זאב, יהודה ליב - מליצה לפורים - Author",1,1428490312,1428490312,1,,,,43,402.0
