nid,vid,type,title,status,created,changed,uid,mentionee_target_id,mentionee_city_tid,mentionee_description_tid
3206,3206,mention,היימאן פינקוס - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,3205,28.0,803.0
3207,3207,mention,היינריך הענאך - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,877,28.0,803.0
3208,3208,mention,היינריך לאקענבאכער - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,878,273.0,803.0
3209,3209,mention,הילל זילבערשטיין - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,880,28.0,803.0
3210,3210,mention,הירץ ברוכזאל - אמרי שפר - Subscriber - Karlsruhe,1,1428490257,1428490257,1,887,110.0,803.0
3211,3211,mention,הירץ האלבערשטאם - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,888,32.0,803.0
3212,3212,mention,"הירץ, פ""ומ - אמרי שפר - Subscriber - Karlsruhe",1,1428490257,1428490257,1,891,110.0,803.0
3213,3213,mention,"Bondi, Hirsch - אמרי שפר - Subscriber - Dresden",1,1428490257,1428490257,1,65,60.0,803.0
3214,3214,mention,הירש בארוך - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,893,273.0,803.0
3215,3215,mention,הירש ביק - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,894,32.0,803.0
3216,3216,mention,הירש בן הרב מאלעקסניץ - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,895,32.0,803.0
3217,3217,mention,"הירש בן פ""ומ ר""י ק""וו ז""ל - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,896,76.0,803.0
3218,3218,mention,"הירש בר""ם פרענקל - אמרי שפר - Subscriber - Berlin",1,1428490257,1428490257,1,901,14.0,803.0
3219,3219,mention,הירש גוטרבאק - אמרי שפר - Subscriber - Berlin,1,1428490257,1428490257,1,906,14.0,803.0
3220,3220,mention,הירש גונצענהויזן - אמרי שפר - Subscriber - Fürth,1,1428490257,1428490257,1,907,76.0,803.0
3221,3221,mention,הירש האלבערשטאם - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,908,32.0,803.0
3222,3222,mention,הירש האנק - אמרי שפר - Subscriber - Fürth,1,1428490257,1428490257,1,909,76.0,803.0
3223,3223,mention,הירש ווייל - אמרי שפר - Subscriber - Karlsruhe,1,1428490257,1428490257,1,911,110.0,803.0
3224,3224,mention,הירש זאקס - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,912,28.0,803.0
3225,3225,mention,הירש לאנדויא - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,913,32.0,803.0
3226,3226,mention,הירש צומעלס - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,915,32.0,803.0
3227,3227,mention,הירש רעכעלס - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,920,32.0,803.0
3228,3228,mention,איצק העלפט - אמרי שפר - Subscriber - Berlin,1,1428490257,1428490257,1,644,14.0,803.0
3229,3229,mention,"הענאך ב""ר משה ליב - אמרי שפר - Subscriber - Berlin",1,1428490257,1428490257,1,929,14.0,803.0
3230,3230,mention,"הענלי בכ""ה ר""י באטיוויס - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,932,76.0,803.0
3231,3231,mention,הענשיל (Dr. med.) - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,934,28.0,803.0
3232,3232,mention,הערמאן שטראסער - אמרי שפר - Subscriber - Ragendorf,1,1428490257,1428490257,1,936,209.0,803.0
3233,3233,mention,הערץ עטטינגער - אמרי שפר - Subscriber - Lemberg,1,1428490257,1428490257,1,937,140.0,803.0
3234,3234,mention,הערשל קאליש - אמרי שפר - Subscriber - Nikolsburg,1,1428490257,1428490257,1,940,182.0,803.0
3235,3235,mention,הרש שווייצר - אמרי שפר - Subscriber - Tachau,1,1428490257,1428490257,1,943,251.0,803.0
3236,3236,mention,וו' ע' פ' א' - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,945,273.0,803.0
3237,3237,mention,וואלף אויערבאך - אמרי שפר - Subscriber - Karlsruhe,1,1428490257,1428490257,1,946,110.0,803.0
3238,3238,mention,"Arnstein, Wolf I. - אמרי שפר - Subscriber - Vienna",1,1428490257,1428490257,1,25,273.0,803.0
3239,3239,mention,וואלף באטיוויס - אמרי שפר - Subscriber - Fürth,1,1428490257,1428490257,1,948,76.0,803.0
3240,3240,mention,"וואלף בב""ה ר""י באטיוויס - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,950,76.0,803.0
3241,3241,mention,"וואלף בן הריין ר""ש ענדל - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,951,76.0,803.0
3242,3242,mention,וואלף בענעדיקט מאנדעל - אמרי שפר - Subscriber - Pressburg/Bratislava,1,1428490257,1428490257,1,952,206.0,803.0
3243,3243,mention,"וואלף המבורג, גד""תת - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,962,76.0,803.0
3244,3244,mention,וואלף הערצפעלד - אמרי שפר - Subscriber - Berlin,1,1428490257,1428490257,1,963,14.0,803.0
3245,3245,mention,וואלף זאקסעל - אמרי שפר - Subscriber - Senftenberg,1,1428490257,1428490257,1,964,234.0,803.0
3246,3246,mention,וואלף יאעל פאצדאמער - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,965,28.0,803.0
3247,3247,mention,וואלף לעויזאן - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,968,28.0,803.0
3248,3248,mention,וואלף נאסויא - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,971,273.0,803.0
3249,3249,mention,"וואלף נייאבורג, פ""ומ - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,972,76.0,803.0
3250,3250,mention,וואלף עטטלינגען - אמרי שפר - Subscriber - Karlsruhe,1,1428490257,1428490257,1,973,110.0,803.0
3251,3251,mention,וואלף פולאיי - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,975,273.0,803.0
3252,3252,mention,וואלף פירד - אמרי שפר - Subscriber - Karlsruhe,1,1428490257,1428490257,1,976,110.0,803.0
3253,3253,mention,וואלף צבי - אמרי שפר - Subscriber - Berlin,1,1428490257,1428490257,1,978,14.0,803.0
3254,3254,mention,"Kaulla, Wolf - אמרי שפר - Subscriber - Stuttgart",1,1428490257,1428490257,1,290,247.0,803.0
3255,3255,mention,"Kaulla, Wolf - אמרי שפר - Subscriber - Hechingen",1,1428490257,1428490257,1,290,93.0,803.0
3256,3256,mention,(Dr. med.) ווארבורג - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,3,28.0,803.0
3257,3257,mention,ווייזעלס עללינגען - אמרי שפר - Subscriber - Würzburg,1,1428490257,1428490257,1,981,284.0,803.0
3258,3258,mention,"Wilhelm, Wertheimstein (Edler von Wertheimstein) - אמרי שפר - Subscriber - Vienna",1,1428490257,1428490257,1,484,273.0,803.0
3259,3259,mention,דוד ווערטהיים - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,847,273.0,803.0
3260,3260,mention,"Wertheimstein, Hermann von (Edler von) - אמרי שפר - Subscriber - Vienna",1,1428490257,1428490257,1,477,273.0,803.0
3261,3261,mention,זאב וואלף גאלדענבערג - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,987,32.0,803.0
3262,3262,mention,"זונדל ב""ר הירש - אמרי שפר - Subscriber - Berlin",1,1428490257,1428490257,1,991,14.0,803.0
3263,3263,mention,"Oppenheim, Sigmund - אמרי שפר - Subscriber - Vienna",1,1428490257,1428490257,1,388,273.0,803.0
3264,3264,mention,זימל גונציהויזען - אמרי שפר - Subscriber - Hechingen,1,1428490257,1428490257,1,993,93.0,803.0
3265,3265,mention,זימן אייזק עסטענפעלד - אמרי שפר - Subscriber - Würzburg,1,1428490257,1428490257,1,994,284.0,803.0
3266,3266,mention,זיסקינד קאליר - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,996,32.0,803.0
3267,3267,mention,"זכרי' בר""פ קליף ז""ל - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,999,76.0,803.0
3268,3268,mention,"Kaulla, Salman - אמרי שפר - Subscriber - Hechingen",1,1428490257,1428490257,1,288,93.0,803.0
3269,3269,mention,זלמן בעער - אמרי שפר - Subscriber - ,1,1428490257,1428490257,1,1004,,803.0
3270,3270,mention,"זלמן דש""ט - אמרי שפר - Subscriber - Hechingen",1,1428490257,1428490257,1,1006,93.0,803.0
3271,3271,mention,"זלמן הירש ב""ר יוסף ליב נייאבורג - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,1008,76.0,803.0
3272,3272,mention,זלמן טעדעסקא - אמרי שפר - Subscriber - Prague,1,1428490257,1428490257,1,1011,204.0,803.0
3273,3273,mention,זלמן ליב אקס - אמרי שפר - Subscriber - Senftenberg,1,1428490257,1428490257,1,1012,234.0,803.0
3274,3274,mention,זלמן פרידבערג - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,1015,28.0,803.0
3275,3275,mention,זלמן שווייצר - אמרי שפר - Subscriber - Fürth,1,1428490257,1428490257,1,1018,76.0,803.0
3276,3276,mention,"זנוויל אשר, פ""ומ - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,1020,76.0,803.0
3277,3277,mention,"זנוויל בר""א פ""פ - אמרי שפר - Subscriber - Berlin",1,1428490257,1428490257,1,1022,14.0,803.0
3278,3278,mention,זנוויל וויינשענק - אמרי שפר - Subscriber - Fürth,1,1428490257,1428490257,1,1027,76.0,803.0
3279,3279,mention,זנוויל עטהויסען - אמרי שפר - Subscriber - Würzburg,1,1428490257,1428490257,1,1030,284.0,803.0
3280,3280,mention,זעליג בער הארשיטץ - אמרי שפר - Subscriber - Prague,1,1428490257,1428490257,1,1033,204.0,803.0
3281,3281,mention,זעליג שטיינבאך - אמרי שפר - Subscriber - Rawa,1,1428490257,1428490257,1,1036,212.0,803.0
3282,3282,mention,זעליגמן אולמאן - אמרי שפר - Subscriber - Würzburg,1,1428490257,1428490257,1,1037,284.0,803.0
3283,3283,mention,זעליגמן דיטלבאך - אמרי שפר - Subscriber - Fürth,1,1428490257,1428490257,1,1039,76.0,803.0
3284,3284,mention,"זעליגמן עטטלינגען, פ""ומ - אמרי שפר - Subscriber - Karlsruhe",1,1428490257,1428490257,1,1040,110.0,803.0
3285,3285,mention,זעקל רעגענסבורג - אמרי שפר - Subscriber - Hechingen,1,1428490257,1428490257,1,1041,93.0,803.0
3286,3286,mention,חיים אדלער - אמרי שפר - Subscriber - Bielau,1,1428490257,1428490257,1,1048,19.0,803.0
3287,3287,mention,חיים האלבערשטאם - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1057,32.0,803.0
3288,3288,mention,ט' שטיינסבערג - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1070,273.0,803.0
3289,3289,mention,"טעבלי ב""ר קאפיל ריס - אמרי שפר - Subscriber - Berlin",1,1428490257,1428490257,1,1075,14.0,803.0
3290,3290,mention,יאאכים היים - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1080,273.0,803.0
3291,3291,mention,"Herzenskron, Joachim - אמרי שפר - Subscriber - Vienna",1,1428490257,1428490257,1,215,273.0,803.0
3292,3292,mention,יאאכים הערש - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1081,273.0,803.0
3293,3293,mention,יאאכים וויינמייער - אמרי שפר - Subscriber - Triesch,1,1428490257,1428490257,1,1082,260.0,803.0
3294,3294,mention,"Hönig, Joachim (Edler von Hönigsberg) - אמרי שפר - Subscriber - Vienna",1,1428490257,1428490257,1,230,273.0,803.0
3295,3295,mention,יאול יאכימסטהאל - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,1083,28.0,803.0
3296,3296,mention,יאזעף אפפנהיים - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1084,273.0,803.0
3297,3297,mention,"Arnstein, Josef - אמרי שפר - Subscriber - Vienna",1,1428490257,1428490257,1,22,273.0,803.0
3298,3298,mention,יאזעף ברוך - אמרי שפר - Subscriber - ,1,1428490257,1428490257,1,1085,,803.0
3299,3299,mention,יאזעף גרינבוים - אמרי שפר - Subscriber - Krakow,1,1428490257,1428490257,1,1086,127.0,803.0
3300,3300,mention,יאזעף הירש - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1087,273.0,803.0
3301,3301,mention,יאזעף הירשפעלד - אמרי שפר - Subscriber - Pressburg/Bratislava,1,1428490257,1428490257,1,1088,206.0,803.0
3302,3302,mention,יאזעף ווייסענבערג - אמרי שפר - Subscriber - Bielitz,1,1428490257,1428490257,1,1089,21.0,803.0
3303,3303,mention,יאזעף לאצארוס לעווי - אמרי שפר - Subscriber - Hohenems,1,1428490257,1428490257,1,1090,97.0,803.0
3304,3304,mention,יאזעף לעווי - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1091,273.0,803.0
3305,3305,mention,יאזעף מאזעס קאהן - אמרי שפר - Subscriber - Pressburg/Bratislava,1,1428490257,1428490257,1,1092,206.0,803.0
3306,3306,mention,יאזעף מארקברייטער - אמרי שפר - Subscriber - Ragendorf,1,1428490257,1428490257,1,1093,209.0,803.0
3307,3307,mention,"Wertheimstein, Josef (Edler von Wertheimstein) - אמרי שפר - Subscriber - Vienna",1,1428490257,1428490257,1,478,273.0,803.0
3308,3308,mention,יאזעף קינדערפריינד - אמרי שפר - Subscriber - Prague,1,1428490257,1428490257,1,1094,204.0,803.0
3309,3309,mention,יאנאטהאן הארשיטצער - אמרי שפר - Subscriber - Reschow,1,1428490257,1428490257,1,1095,216.0,803.0
3310,3310,mention,יאנאס מיללער - אמרי שפר - Subscriber - Mesritsch,1,1428490257,1428490257,1,1096,160.0,803.0
3311,3311,mention,יאנאס פירטה - אמרי שפר - Subscriber - Prague,1,1428490257,1428490257,1,1097,204.0,803.0
3312,3312,mention,יאסעף ליידעסדארפער - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1099,273.0,803.0
3313,3313,mention,יאסעף לעהמאן - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1100,273.0,803.0
3314,3314,mention,יאסעף שטרים - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1101,273.0,803.0
3315,3315,mention,יאקאב אדלער - אמרי שפר - Subscriber - Krakow,1,1428490257,1428490257,1,1103,127.0,803.0
3316,3316,mention,יאקאב אפפענהיים - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1104,273.0,803.0
3317,3317,mention,יאקאב גאטטליעב - אמרי שפר - Subscriber - Trebitsch,1,1428490257,1428490257,1,1105,259.0,803.0
3318,3318,mention,יאקאב ווערטהיים (Dr. jur.) - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1106,273.0,803.0
3319,3319,mention,יאקאב ליידענסדארף - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1107,273.0,803.0
3320,3320,mention,יאקאב סאקידלאוו - אמרי שפר - Subscriber - Kolin,1,1428490257,1428490257,1,1108,116.0,803.0
3321,3321,mention,יאקאב ק' סוידעק - אמרי שפר - Subscriber - Kolin,1,1428490257,1428490257,1,1109,116.0,803.0
3322,3322,mention,"Kaulla, Kacob - אמרי שפר - Subscriber - Stuttgart",1,1428490257,1428490257,1,284,247.0,803.0
3323,3323,mention,"Jacobson, Israel - אמרי שפר - Subscriber - Braunschweig",1,1428490257,1428490257,1,255,27.0,803.0
3324,3324,mention,"יאקב פעסילש, פ""וג - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,1118,76.0,803.0
3325,3325,mention,יאקב צוקרמאן - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,1119,28.0,803.0
3326,3326,mention,"יהודא ס""גל לנדא - אמרי שפר - Subscriber - Brody",1,1428490257,1428490257,1,1127,32.0,803.0
3327,3327,mention,"יהודא ס""גל נאטנזאהן - אמרי שפר - Subscriber - Brody",1,1428490257,1428490257,1,1128,32.0,803.0
3328,3328,mention,יהושיע הערצבערג - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1133,32.0,803.0
3329,3329,mention,"יהושיע ס""גל נאטנזאהן - אמרי שפר - Subscriber - Brody",1,1428490257,1428490257,1,1134,32.0,803.0
3330,3330,mention,יהושיע שיפער - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1135,32.0,803.0
3331,3331,mention,"יהושע בר""י - אמרי שפר - Subscriber - Dresden",1,1428490257,1428490257,1,1136,60.0,803.0
3332,3332,mention,"יודא ב""בה ר""ל, ר""ק - אמרי שפר - Subscriber - Friedrichsfeld",1,1428490257,1428490257,1,1145,75.0,803.0
3333,3333,mention,יוזל ווערטהיימר - אמרי שפר - Subscriber - Fürth,1,1428490257,1428490257,1,1150,76.0,803.0
3334,3334,mention,יוזל נחמן - אמרי שפר - Subscriber - Rakonitz,1,1428490257,1428490257,1,1151,210.0,803.0
3335,3335,mention,יוסף אמשטערדאם - אמרי שפר - Subscriber - Karlsruhe,1,1428490257,1428490257,1,1167,110.0,803.0
3336,3336,mention,"יוסף בהג""און אב""ד נ""רו - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,1170,76.0,803.0
3337,3337,mention,"יוסף בן פ""ומ ר' לעמלי כהן - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,1173,76.0,803.0
3338,3338,mention,"יוסף בר""ם פרעגר - אמרי שפר - Subscriber - Berlin",1,1428490257,1428490257,1,1179,14.0,803.0
3339,3339,mention,יוסף דעמוטה - אמרי שפר - Subscriber - Berlin,1,1428490257,1428490257,1,1181,14.0,803.0
3340,3340,mention,יוסף ליב בראנדיס - אמרי שפר - Subscriber - Fürth,1,1428490257,1428490257,1,1189,76.0,803.0
3341,3341,mention,יוסף מייער - אמרי שפר - Subscriber - Kuttenplan,1,1428490257,1428490257,1,1190,132.0,803.0
3342,3342,mention,יוסף עטטלינגען - אמרי שפר - Subscriber - Karlsruhe,1,1428490257,1428490257,1,1196,110.0,803.0
3343,3343,mention,יוסף קאהן - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,1200,28.0,803.0
3344,3344,mention,"יוסף שטעטע, פ""ומ - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,1203,76.0,803.0
3345,3345,mention,"Jeitteles, Baruch (Benedict) - אמרי שפר - Subscriber - Prague",1,1428490257,1428490257,1,261,204.0,803.0
3346,3346,mention,"Jeitteles, Ignaz - אמרי שפר - Subscriber - Prague",1,1428490257,1428490257,1,264,204.0,803.0
3347,3347,mention,"Jeitteles, Juda - אמרי שפר - Subscriber - Prague",1,1428490257,1428490257,1,266,204.0,803.0
3348,3348,mention,יעקב אללענדארף - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,1219,28.0,803.0
3349,3349,mention,"יעקב ב""ה יו""טב - אמרי שפר - Subscriber - Würzburg",1,1428490257,1428490257,1,1220,284.0,803.0
3350,3350,mention,"יעקב ב""ה מאיר - אמרי שפר - Subscriber - Würzburg",1,1428490257,1428490257,1,1221,284.0,803.0
3351,3351,mention,"יעקב בה""רר יוספא - אמרי שפר - Subscriber - Hechingen",1,1428490257,1428490257,1,1222,93.0,803.0
3352,3352,mention,יעקב בלאך - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,1225,28.0,803.0
3353,3353,mention,יעקב בעריש בערנשטיין - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1232,32.0,803.0
3354,3354,mention,יעקב האנק - אמרי שפר - Subscriber - Fürth,1,1428490257,1428490257,1,1243,76.0,803.0
3355,3355,mention,יעקב הארן - אמרי שפר - Subscriber - Böhmisch Leipa,1,1428490257,1428490257,1,1244,23.0,803.0
3356,3356,mention,יעקב הירש קאסט - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1245,32.0,803.0
3357,3357,mention,יעקב וואלף מקאזיבע - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1246,32.0,803.0
3358,3358,mention,"יעקב ליב פורכהיים, גב""צר - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,1251,76.0,803.0
3359,3359,mention,יעקב ליב פרענקל - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1252,32.0,803.0
3360,3360,mention,יעקב לעווי - אמרי שפר - Subscriber - Rakonitz,1,1428490257,1428490257,1,1253,210.0,803.0
3361,3361,mention,יעקב לעווענשטיין - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1254,32.0,803.0
3362,3362,mention,"יעקב ס""גל נאטנזאהן - אמרי שפר - Subscriber - Brody",1,1428490257,1428490257,1,1257,32.0,803.0
3363,3363,mention,יעקב פפארצהיים - אמרי שפר - Subscriber - Karlsruhe,1,1428490257,1428490257,1,1260,110.0,803.0
3364,3364,mention,יעקב קוסיל - אמרי שפר - Subscriber - Karlsruhe,1,1428490257,1428490257,1,1262,110.0,803.0
3365,3365,mention,יעקב שאף - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1264,32.0,803.0
3366,3366,mention,יעקבקא הלוי לנדא - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1266,32.0,803.0
3367,3367,mention,יעקעל בעכער - אמרי שפר - Subscriber - Böhmisch Leipa,1,1428490257,1428490257,1,1268,23.0,803.0
3368,3368,mention,יצחק בלאך - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,1277,28.0,803.0
3369,3369,mention,ירמי' דוסענזי - אמרי שפר - Subscriber - Wamburg,1,1428490257,1428490257,1,1290,275.0,803.0
3370,3370,mention,ישעי' בראנדיס - אמרי שפר - Subscriber - Fürth,1,1428490257,1428490257,1,1294,76.0,803.0
3371,3371,mention,ישעי' לוי - אמרי שפר - Subscriber - Karlsruhe,1,1428490257,1428490257,1,1295,110.0,803.0
3372,3372,mention,ישעי' פאלאק - אמרי שפר - Subscriber - ,1,1428490257,1428490257,1,1297,,803.0
3373,3373,mention,ישראל בער - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1302,32.0,803.0
3374,3374,mention,ישראל בערינשטיין - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1303,32.0,803.0
3375,3375,mention,ישראל ליב שולהאף - אמרי שפר - Subscriber - Neuzedlisch,1,1428490257,1428490257,1,1307,178.0,803.0
3376,3376,mention,ישראל פראנק - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,1308,28.0,803.0
3377,3377,mention,ל' לעסינג (Dr. med.) - אמרי שפר - Subscriber - Kanischa,1,1428490257,1428490257,1,1321,109.0,803.0
3378,3378,mention,"Lobethal, Avigdor - אמרי שפר - Subscriber - Breslau",1,1428490257,1428490257,1,336,28.0,803.0
3379,3379,mention,לאזער ביעדערמאן - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1322,273.0,803.0
3380,3380,mention,לאצאר ברייטלענפעלד - אמרי שפר - Subscriber - Reichenberg,1,1428490257,1428490257,1,1326,215.0,803.0
3381,3381,mention,לאצאר טרייפוס - אמרי שפר - Subscriber - Strasbourg,1,1428490257,1428490257,1,1327,245.0,803.0
3382,3382,mention,"Wertheimstein, Lazar (Edler von Wertheimstein) - אמרי שפר - Subscriber - Vienna",1,1428490257,1428490257,1,479,273.0,803.0
3383,3383,mention,לואיס עפפינגער - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1329,273.0,803.0
3384,3384,mention,"ליב בן פ""ומ ר' זכרי' קליף - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,1339,76.0,803.0
3385,3385,mention,"ליב בר""ם אפפענהיימער - אמרי שפר - Subscriber - Breslau",1,1428490257,1428490257,1,1342,28.0,803.0
3386,3386,mention,ליב דאהם - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,1347,28.0,803.0
3387,3387,mention,ליב דרעזדען - אמרי שפר - Subscriber - Halberstadt,1,1428490257,1428490257,1,1348,85.0,803.0
3388,3388,mention,ליב הארצפעלד - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1350,273.0,803.0
3389,3389,mention,ליב הומבורג - אמרי שפר - Subscriber - Karlsruhe,1,1428490257,1428490257,1,1351,110.0,803.0
3390,3390,mention,ליב קראנקע - אמרי שפר - Subscriber - Berlin,1,1428490257,1428490257,1,1355,14.0,803.0
3391,3391,mention,ליבש אברמאוויץ - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1356,32.0,803.0
3392,3392,mention,ליבש בערינשטיין - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1357,32.0,803.0
3393,3393,mention,ליבש פשעווערסקער - אמרי שפר - Subscriber - Brody,1,1428490257,1428490257,1,1358,32.0,803.0
3394,3394,mention,ליזר קרא - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,1365,28.0,803.0
3395,3395,mention,"Lindau, Baruch - אמרי שפר - Subscriber - Berlin",1,1428490257,1428490257,1,332,14.0,803.0
3396,3396,mention,ליפמאן אלעקסאנדר - אמרי שפר - Subscriber - Berlin,1,1428490257,1428490257,1,1368,14.0,803.0
3397,3397,mention,ליפמן אויבינבאכר - אמרי שפר - Subscriber - Fürth,1,1428490257,1428490257,1,1369,76.0,803.0
3398,3398,mention,ליפמן בערלין (Hofrat) - אמרי שפר - Subscriber - Breslau,1,1428490257,1428490257,1,1370,28.0,803.0
3399,3399,mention,"ליפמן ר""ק - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,1375,76.0,803.0
3400,3400,mention,לעאנהערד געץ - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1378,273.0,803.0
3401,3401,mention,"לעאפאלד, עדלער פאן הערץ - אמרי שפר - Subscriber - Vienna",1,1428490257,1428490257,1,1379,273.0,803.0
3402,3402,mention,לעוו באבעללע - אמרי שפר - Subscriber - Neuhaus,1,1428490257,1428490257,1,1380,175.0,803.0
3403,3403,mention,לעווינגער - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1381,273.0,803.0
3404,3404,mention,לעווענטהאל - אמרי שפר - Subscriber - Tismenitsa,1,1428490257,1428490257,1,1382,257.0,803.0
3405,3405,mention,לעזער קליינבערג - אמרי שפר - Subscriber - Drohobytsch,1,1428490257,1428490257,1,1383,62.0,803.0
3406,3406,mention,לעזער ראטטענבערג - אמרי שפר - Subscriber - Drohobytsch,1,1428490257,1428490257,1,1384,62.0,803.0
3407,3407,mention,"לעמלי בן פ""ומ ר""מ ג""ר - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,1385,76.0,803.0
3408,3408,mention,מ' אי' ליידעסדארף - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1388,273.0,803.0
3409,3409,mention,מ' ג' פירטה - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1389,273.0,803.0
3410,3410,mention,מ' ל' גאלדשמיעד - אמרי שפר - Subscriber - Prague,1,1428490257,1428490257,1,1390,204.0,803.0
3411,3411,mention,מ' עטטינגער - אמרי שפר - Subscriber - Vienna,1,1428490257,1428490257,1,1391,273.0,803.0
3412,3412,mention,"Kaulla, Karoline (Chaile) - אמרי שפר - Subscriber - Stuttgart",1,1428490257,1428490257,1,285,247.0,803.0
3413,3413,mention,"מאדאם קילא אלמנת ר' יקותיאל פו""מ - אמרי שפר - Subscriber - Karlsruhe",1,1428490257,1428490257,1,1393,110.0,803.0
3414,3414,mention,"מאדאם קרינלה אלמנת ר""י אמספארט - אמרי שפר - Subscriber - Fürth",1,1428490257,1428490257,1,1394,76.0,803.0
